accepted,active_prompt_changed,agent_id,baseline_plurality_margin_votes,beam_slot,candidate_id,candidate_plurality_margin_votes,candidate_prompt_char_count,candidate_prompt_ends_with_sentence_boundary,candidate_prompt_over_soft_limit,candidate_prompt_overlength_rejected,candidate_reward_component_missing,candidate_target_accuracy,candidate_type,competence_reward_component,declared_mechanism,depth1_gain_rate,depth1_loss_rate,depth1_net_delta,depth2_gain_rate,depth2_loss_rate,depth2_metric_missing,depth2_net_delta,depth3_gain_rate,depth3_loss_rate,depth3_net_delta,epoch,hard_guard_passed,hard_rejection_reason,is_top1,mechanism_signature,mechanism_signature_distance,metric_missing,penalized_reward,plurality_margin_vote_delta,plurality_metric_missing,plurality_pivotal_fix_opportunity_rate,plurality_pivotal_fix_rate,plurality_pivotal_loss_rate,plurality_vote_gain_rate,plurality_vote_loss_rate,plurality_vote_net_delta,raw_reward,reward,setting_seed,soft_guard_penalty,specialization_strength,stage_aux_objective,step,task,vote_gain_rate,vote_loss_rate
True,False,3,-0.6,safe,g0_00bcb3ee9efb,-0.6,171,True,False,False,False,0.4,,0.0,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,2,True,,True,[],0.0,False,0.0,0.0,False,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.0,0.0,0.0,10,disambiguation_qa,0.0,0.0
True,True,1,-0.6,explore,g1_a1_p26b37815e849_0_3fcff6511109,-0.6,423,True,False,False,False,0.4,task_specific_repair,0.0,Added qualifier verification step.,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,2,True,,False,"[""list_entities_and_constraints"", ""final_consistency_check"", ""evaluate_options"", ""produce_trace"", ""give_final_answer""]",1.0,False,-0.007643097643097641,0.0,False,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.007643097643097641,0.0,0.0,10,disambiguation_qa,0.0,0.0
True,True,1,-0.6,exploit,g1_a1_p26b37815e849_1_37d6d7b9b490,-0.4,442,True,False,False,False,0.5,mechanism_alternative,0.13999999999999999,Replaced verification with a mini-table construction.,0.0,0.0,0.0,0.0,0.0,False,0.0,0.1,0.0,0.1,2,True,,True,"[""list_entities_and_constraints"", ""construct_mini_table_for_qualifiers"", ""evaluate_options"", ""produce_trace"", ""give_final_answer""]",1.0,False,0.12918433931484502,0.2,False,0.1,0.1,0.0,0.1,0.0,0.1,0.13999999999999999,0.13999999999999999,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.010815660685154972,0.0,0.0,10,disambiguation_qa,0.1,0.0
True,True,1,-0.6,safe,g0_00bcb3ee9efb,-0.6,171,True,False,False,False,0.4,,0.0,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,2,True,,False,[],0.0,False,0.0,0.0,False,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.0,0.0,0.0,10,disambiguation_qa,0.0,0.0
False,True,1,0.8,not_retained,g2_a1_p425efe4fcff1_0_9e9fb1fb4955,0.6,526,True,False,False,False,0.5,task_specific_repair,-0.24999999999999997,Added mandatory pronoun-resolution step after entity listing.,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.1,-0.1,2,False,not_selected,False,"[""list_each_entity"", ""resolve_each_pronoun_with_antecedent"", ""extract_constraints"", ""evaluate_answer_options"", ""give_final_answer""]",0.8,False,-0.33999999999999997,-0.2,False,0.0,0.0,0.1,0.0,0.1,-0.1,-0.24999999999999997,-0.24999999999999997,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.09,0.0,0.0,20,disambiguation_qa,0.0,0.1
False,True,1,0.8,not_retained,g2_a1_p425efe4fcff1_1_9fbf43407937,0.6,548,True,False,False,False,0.5,mechanism_alternative,-0.24999999999999997,Changed pronoun resolution to entity-centric reference listing.,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.1,-0.1,2,False,not_selected,False,"[""list_each_entity"", ""for_each_entity_list_all"", ""extract_constraints"", ""evaluate_answer_options"", ""give_final_answer""]",0.8,False,-0.33999999999999997,-0.2,False,0.0,0.0,0.1,0.0,0.1,-0.1,-0.24999999999999997,-0.24999999999999997,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.09,0.0,0.0,20,disambiguation_qa,0.0,0.1
True,True,1,0.8,explore,g2_a1_p26b37815e849_0_913638e3bf3d,0.8,565,True,False,False,False,0.6,task_specific_repair,0.0,Added mandatory explicit disambiguation step for ambiguous references before inference.,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,2,True,,False,"[""extract_constraints"", ""final_consistency_check"", ""extract_constraints"", ""make_decision_procedure_visible"", ""final_consistency_check"", ""give_exactly_one_final_answer""]",1.0,False,-0.018152173913043478,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.018152173913043478,0.0,0.0,20,disambiguation_qa,0.0,0.0
False,True,1,0.8,not_retained,g2_a1_p26b37815e849_1_3e4a8e13c6d0,0.4,509,True,False,False,False,0.4,mechanism_alternative,-0.3999999999999999,Added mandatory explicit temporal sequence construction and verification step before inference.,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.1,-0.1,2,False,not_selected,False,"[""extract_constraints"", ""final_consistency_check"", ""make_decision_procedure_visible"", ""final_consistency_check"", ""give_exactly_one_final_answer""]",1.0,False,-0.5130882352941175,-0.4,False,0.0,0.0,0.1,0.0,0.1,-0.1,-0.3999999999999999,-0.3999999999999999,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.11308823529411764,0.0,0.0,20,disambiguation_qa,0.0,0.1
False,True,1,0.8,not_retained,g2_a1_pd7e577ed51f4_0_3ea47315093e,0.8,347,True,False,False,False,0.6,task_specific_repair,-0.01999999999999999,map each pronoun and ambiguous reference to its specific entity before checking any qualifiers,0.0,0.0,0.0,0.1,0.0,False,0.1,0.0,0.1,-0.1,2,True,not_selected,False,"[""extract_constraints"", ""map_each_pronoun_and_ambiguous"", ""final_consistency_check"", ""evaluate_answer_options"", ""give_exactly_one_final_answer""]",1.0,False,-0.07402597402597402,0.0,False,0.0,0.0,0.1,0.0,0.1,-0.1,-0.01999999999999999,-0.01999999999999999,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.05402597402597403,0.0,0.05,20,disambiguation_qa,0.0,0.1
True,True,1,0.8,exploit,g2_a1_pd7e577ed51f4_1_55261c86822c,1.0,583,True,False,False,False,0.7,mechanism_alternative,0.18,"explicitly construct a timeline or ordering of events if any temporal sequence is implied, and cross-check that all constraints hold in that order",0.0,0.0,0.0,0.1,0.0,False,0.1,0.0,0.0,0.0,2,True,,True,"[""extract_constraints"", ""final_consistency_check"", ""timeline_construction"", ""cross_check_that_all_constraints"", ""evaluate_answer_options"", ""give_exactly_one_final_answer""]",0.8333333333333334,False,0.18,0.2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.0,0.0,0.05,20,disambiguation_qa,0.0,0.0
True,True,1,0.8,safe,g1_a1_p26b37815e849_1_37d6d7b9b490,0.8,442,True,False,False,False,0.6,,0.0,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,2,True,,False,[],0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.0,0.0,0.0,20,disambiguation_qa,0.0,0.0
False,True,1,0.8,not_retained,g0_00bcb3ee9efb,0.6,171,True,False,False,False,0.5,,-0.24999999999999997,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.1,-0.1,2,False,,False,[],0.0,False,-0.35081566068515496,-0.2,False,0.0,0.0,0.1,0.0,0.1,-0.1,-0.24999999999999997,-0.24999999999999997,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.10081566068515498,0.0,0.0,20,disambiguation_qa,0.0,0.1
False,True,1,0.8,not_retained,g1_a1_p26b37815e849_0_3fcff6511109,0.8,423,True,False,False,False,0.6,,-0.01999999999999999,,0.0,0.0,0.0,0.1,0.0,False,0.1,0.0,0.1,-0.1,2,True,,False,[],0.0,False,-0.06999999999999999,0.0,False,0.0,0.0,0.1,0.0,0.1,-0.1,-0.01999999999999999,-0.01999999999999999,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.05,0.0,0.05,20,disambiguation_qa,0.0,0.1
True,True,3,1.0,explore,g2_a3_p26b37815e849_0_00e32d56a983,1.0,263,True,False,False,False,0.5,task_specific_repair,0.0,Added mandatory pronoun-entity mapping before reasoning.,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,2,True,,False,"[""map_each_pronoun_and_ambiguous"", ""produce_a_compact_explicit_reasoning"", ""make_decision_procedure_visible"", ""final_consistency_check"", ""give_exactly_one_final_answer""]",1.0,False,0.0,0.0,False,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.0,0.0,0.0,20,disambiguation_qa,0.0,0.0
True,True,3,1.0,exploit,g2_a3_p26b37815e849_1_872a6522550a,1.0,313,True,False,False,False,0.5,mechanism_alternative,0.0,Added reference resolution table creation before option evaluation.,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,2,True,,True,"[""create_a_reference_resolution_table"", ""produce_a_compact_explicit_reasoning"", ""make_decision_procedure_visible"", ""final_consistency_check"", ""give_exactly_one_final_answer""]",1.0,False,0.0,0.0,False,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.0,0.0,0.0,20,disambiguation_qa,0.0,0.0
True,True,3,1.0,safe,g0_00bcb3ee9efb,1.0,171,True,False,False,False,0.5,,0.0,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,2,True,,False,[],0.0,False,0.0,0.0,False,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0.0,0.0,0.0,20,disambiguation_qa,0.0,0.0
