seed,update_index,candidate_index,candidate_hash,target_agent_id,target_gain,target_sign,vote_gain_count,vote_loss_count,vote_net_gain,vote_sign,geometry_type,constraint_passed,globally_accepted,rejection_reasons,target_nonregression_passed,team_vote_nonregression_passed,target_or_vote_progress_passed,terminal_invalid_nonregression_passed,assigned_residual_count,explicit_context_residual_count,context_orphan_count,assigned_residuals_repaired,context_residuals_repaired,context_vote_conversions,all_repair_distance_improvements,all_repair_distance_regressions,target_example_gains,target_example_losses,replay_support
48,4,1,502d9dc58f45912be57a0b4e51a727147e852ca772b7647bf59a03d51df013ab,4,3,+,2,1,1,+,A_target_plus_vote_plus,True,True,[],True,True,True,True,7,2,0,2,1,1,2,1,4,1,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,5,0,73773bb7371b0c5c1dbc13b394ff3716d671ee2f0860812ed5cc439d17dedd51,4,-1,-,1,1,0,0,F_no_joint_value,False,False,"[""target_regression"",""no_target_or_vote_progress""]",False,True,False,True,6,2,0,1,0,0,1,1,1,2,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,5,1,ecc890359e5f7c601d91342f6ad9e0e55994d2da19b96f1f90328b3efbaeed7b,4,-1,-,1,1,0,0,F_no_joint_value,False,False,"[""target_regression"",""no_target_or_vote_progress""]",False,True,False,True,6,2,0,1,0,0,1,1,1,2,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,6,0,39a3700c595931a6ef0b9966b61470be1964e231caed65ac89660bc1d314425b,4,-7,-,1,3,-2,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,6,2,0,1,0,0,2,3,2,9,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,6,1,5c657aacc8b5a235e39314906fd401e43910964c9d59a6f7b1d2b5b7d1bbad07,1,-1,-,0,0,0,0,F_no_joint_value,False,False,"[""target_regression"",""no_target_or_vote_progress""]",False,True,False,True,12,2,0,0,0,0,0,2,1,2,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,6,2,69c79b090e018b5c644e5adbfa33edb2170237f6f1c02ec3ee5cb5aef01ad83a,1,-8,-,2,4,-2,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,12,2,0,4,0,0,6,5,6,14,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,8,0,c4f4fea07bd207fd155eafba2ebaf7a04f7a86160c68d4d57fb37a74d3d8c9b3,4,-8,-,1,5,-4,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,6,2,0,1,0,0,1,5,1,9,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,8,1,d7f92dbfe5792398c3133ac66b8246bd3bfcd9fe88d588da4724177ff75c2dfc,4,-8,-,1,5,-4,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,6,2,0,1,0,0,2,5,2,10,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,9,0,d613ceccbf5973d2dc66b4f1811139bc780b8114e0cca150e1b5db535d7bfac8,4,-7,-,1,4,-3,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,6,2,0,1,0,0,1,4,1,8,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,9,1,ea2ee17a769a39c6b3118dea03656966570d1534365ac3a8a9aad45581e71d2a,4,-6,-,1,4,-3,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,6,2,0,1,0,0,2,4,2,8,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,10,0,1a3ad0d8e71cefd5626c74ba475bbf44909beba6062277a898c238aa4e464b7f,4,0,0,1,1,0,0,F_no_joint_value,False,False,"[""no_target_or_vote_progress""]",True,True,False,True,6,2,0,1,0,0,1,1,2,2,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,10,1,832e2576a3dc951ce73fd239da800cd1c073be64a8e24e209725228883fc6042,4,-3,-,1,1,0,0,F_no_joint_value,False,False,"[""target_regression"",""no_target_or_vote_progress""]",False,True,False,True,6,2,0,1,0,0,1,1,1,4,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,10,2,05a01c4254485e6c1a98564b3a95b6b031a6c9aa74a5955c14225c80c5275b5d,1,1,+,1,0,1,+,A_target_plus_vote_plus,True,True,[],True,True,True,True,12,2,0,1,0,0,2,1,2,1,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,10,3,ec9fcd1d804254cd0928674b306456cc4ceaad815a97cfea1b0dfd76ca708c5e,1,-1,-,0,0,0,0,F_no_joint_value,False,False,"[""target_regression"",""no_target_or_vote_progress""]",False,True,False,True,12,2,0,0,0,0,0,1,0,1,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,11,0,1ce6732b9e730bc927bc717f962abf0d3a28856e1040e33162247894370bdb9d,4,-6,-,1,3,-2,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,4,2,0,1,0,0,2,3,2,8,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,11,1,055e964bca6c375f87525bdde7cfb3bc69e39c6f0d705756b6df753e50549698,1,-2,-,0,1,-1,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,10,2,0,0,0,0,0,3,1,3,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,12,0,46d9f839fc3909bdae27551d9a80427aa189ea968fc83acd9ff59c3ef077455e,4,-14,-,2,7,-5,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,4,2,0,2,1,1,3,7,3,17,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,12,1,3bafef074405014ef29ceae88529ab8e3d6da7cf72925d69f6ae58ad317a169a,1,-1,-,0,0,0,0,F_no_joint_value,False,False,"[""target_regression"",""no_target_or_vote_progress""]",False,True,False,True,10,2,0,0,0,0,1,2,2,3,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,13,0,14cb0a3dcdc9e0eb00a248ac26bf3982f90f06d86e0e148c30da6bcac8afaa59,4,-3,-,1,4,-3,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,4,2,0,1,0,0,4,4,4,7,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,13,1,d5b8e4aa8f64a797f19c44a0c9491d8ab5e063f444eaea43dad672463a78148c,4,-6,-,1,3,-2,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,4,2,0,1,0,0,2,3,2,8,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,13,2,c616a1e6478526f6d02f1f3351f532d25a112748c4846990e5a53461eddf380c,1,-2,-,0,1,-1,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,10,2,0,0,0,0,1,3,1,3,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,14,0,4e7deeee3ad1ac06211f430ab7f1ae47fc88797cda6d5648ee43550caae34539,4,-4,-,1,1,0,0,F_no_joint_value,False,False,"[""target_regression"",""no_target_or_vote_progress""]",False,True,False,True,4,2,0,1,0,0,1,1,1,5,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,14,1,50ba427e8b9256029208ef8c01a5a95ced12c99cc741f2c0a4e4a930fc529e4e,4,-10,-,1,6,-5,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,4,2,0,1,0,0,2,6,2,12,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,14,2,0acb5c91089b279492712bf75ae63518bbf1c7e66efee1fe575a63aac38af696,3,5,+,0,2,-2,-,D_target_plus_vote_minus,False,False,"[""team_vote_regression""]",True,False,True,True,1,1,0,0,0,0,1,6,11,6,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,15,0,5f81bbc01ec767717d27b5874115a1eed48a5dfb4b6d5b6c898762373e66f774,2,3,+,0,2,-2,-,D_target_plus_vote_minus,False,False,"[""team_vote_regression""]",True,False,True,True,1,1,1,0,0,0,0,6,10,7,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,15,1,7d062d55248e34043d911f60c07f9d77ce6db69bea8a4d0d57b3f5df500cbfa4,2,3,+,0,2,-2,-,D_target_plus_vote_minus,False,False,"[""team_vote_regression""]",True,False,True,True,1,1,1,1,1,0,1,6,11,8,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,16,0,003a1086cd4696b2e12a51e67275f6a804076444beacd86b2af128cba4958bfc,0,-2,-,1,1,0,0,F_no_joint_value,False,False,"[""target_regression"",""no_target_or_vote_progress""]",False,True,False,True,2,2,2,0,0,0,1,2,3,5,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,16,1,a83e930c12f8bf1327e97619481515b6825b9642a1dafad201c77101c7a5561c,0,1,+,1,0,1,+,A_target_plus_vote_plus,True,True,[],True,True,True,True,2,2,2,1,1,0,3,0,4,3,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,16,2,53ac6d8cb588ea7c3285fb72fdcb51a9e3b2017e2a967b7bf72122b60f1a8855,4,-5,-,1,3,-2,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,4,2,0,1,0,0,2,3,2,7,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,17,0,8fa18853ecba8059d5e0eab3a64e72fd9a77fafb67f1e0933957db838493cc1c,1,-3,-,0,0,0,0,F_no_joint_value,False,False,"[""target_regression"",""no_target_or_vote_progress""]",False,True,False,True,9,2,0,0,0,0,0,1,0,3,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,17,1,abbe63a4674b0c7b6f59a6147d782496a3b2f73c02eb76e18b10712db7548cd7,1,-2,-,0,0,0,0,F_no_joint_value,False,False,"[""target_regression"",""no_target_or_vote_progress""]",False,True,False,True,9,2,0,0,0,0,1,2,1,3,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,18,0,861964c674fe8aa66a327b42dbed47ef56b7160712fa69d180a53d12ce2025af,4,-5,-,1,4,-3,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,4,2,0,1,0,0,1,4,1,6,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,18,1,8955d4db7647d4e43440d1d17df120b47787e84f1a7f662691ac06d6f6e086cc,4,-1,-,0,1,-1,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,4,2,0,0,0,0,0,1,0,1,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,19,0,4f93b4afd6a64a3393131f5caa53369990ae5e318419065f5b705be21348f9f4,4,-5,-,1,3,-2,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,4,2,0,1,0,0,1,3,1,6,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,19,1,c620eefe272c041322bf5d16d73420ad829cb1ba5780c1f8b7ceca76cb93ea57,4,-7,-,1,3,-2,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,4,2,0,1,0,0,1,3,1,8,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,20,0,76985d25d594f413309a7f1bf0dfc5e532086748688a517c1da313e98319debd,4,-3,-,1,3,-2,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,4,2,0,1,0,0,5,3,5,8,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,20,1,b84eea503367627c625a32e823eafab0ff699207e801ac73aab26f569ff8eb9c,4,-5,-,1,3,-2,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,4,2,0,1,0,0,2,3,2,7,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,20,2,626135a39844c2c5673e019b278422e25beddd9e7e391d5ab4daeb520587b974,1,-2,-,0,0,0,0,F_no_joint_value,False,False,"[""target_regression"",""no_target_or_vote_progress""]",False,True,False,True,9,2,0,0,0,0,0,2,1,3,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,21,0,452de78d463704742aaf997f4fd56556578bd36b3aa52e62a99b9a2cce2cac27,4,-3,-,1,2,-1,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,4,2,0,1,0,0,2,2,2,5,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,21,1,9ad4649b6e5cf9e01d2cf8fb66a58d16380aabf17fc6ada751a3485ca47412a3,4,-5,-,1,2,-1,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,4,2,0,1,0,0,2,2,2,7,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,21,2,a0da2a03476b0013c0ee5fd911d0d7623c70f8d2eab507e7749ed9d330ae9719,3,7,+,0,3,-3,-,D_target_plus_vote_minus,False,False,"[""team_vote_regression""]",True,False,True,True,1,1,0,0,0,0,3,5,13,6,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,21,3,ec8445694ac235b323e0e1b27056fbc8b0987da304fd38942e4077b5002f6b2e,3,6,+,0,3,-3,-,D_target_plus_vote_minus,False,False,"[""team_vote_regression""]",True,False,True,True,1,1,0,0,0,0,3,6,13,7,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,22,0,6361f301fb6294d3be438da33016910c53520c6b3d942e5af059496035b33833,4,2,+,1,0,1,+,A_target_plus_vote_plus,True,True,[],True,True,True,True,4,2,0,1,0,0,1,0,2,0,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,22,1,d43a4bc04415d7e61cef898d30b5bf2e9c349660042550be5ea0e076216f2885,4,-17,-,2,7,-5,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,4,2,0,2,1,1,4,7,4,21,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,23,0,b2cddc60844adad981a42b8f587622a67eaca4c50430104cc32fda0d769a6101,4,-3,-,0,2,-2,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,3,2,0,0,0,0,0,2,0,3,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,23,1,e8427a606aa374860898a704019bc3aef2c44d924a4b0bac0516cf58f6d4fcd8,4,-21,-,1,7,-6,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,3,2,0,1,1,1,3,7,3,24,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,23,2,77f7aab96913f7001499c0387a128f018145176548e4702c74f204f8b0d4241e,1,-2,-,0,0,0,0,F_no_joint_value,False,False,"[""target_regression"",""no_target_or_vote_progress""]",False,True,False,True,9,2,0,0,0,0,0,2,1,3,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,24,0,8d2128a3a537606d3260cde3a6acd79e15aa0d452398f42886b4811f96e308ec,4,-7,-,1,3,-2,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,3,2,0,1,1,1,2,3,2,9,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,25,0,82f1aee121c5fac14f96364b4100360d7c502ee40652f2c3846df1262e1f25ae,3,2,+,0,2,-2,-,D_target_plus_vote_minus,False,False,"[""team_vote_regression""]",True,False,True,True,1,1,0,0,0,0,0,4,9,7,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,25,1,a0ac09cdad01c7df8fc78bd0d95db6c5ec60a9120c31f86e979435024062beaa,3,1,+,0,5,-5,-,D_target_plus_vote_minus,False,False,"[""team_vote_regression""]",True,False,True,True,1,1,0,0,0,0,1,7,11,10,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,25,2,38057b0325ce95f4d199a54596a721364414e7172bd437b15858dc2cd612b413,4,-6,-,0,2,-2,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,3,2,0,0,0,0,0,2,0,6,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,25,3,a0edb68b90e71243a8dd48af111f0d9351f8e8d6320a5517142714ad76903445,4,-3,-,0,1,-1,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,3,2,0,0,0,0,0,1,0,3,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,26,0,64020abda637b9853d2f9f81d741380e4e749ebec2475c3e1242b97dbd8ea3a5,1,-1,-,0,0,0,0,F_no_joint_value,False,False,"[""target_regression"",""no_target_or_vote_progress""]",False,True,False,True,9,2,0,0,0,0,1,1,2,3,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,26,1,8e49a1094a4c93d48efe7256dbff6d9bb817bc360de64427cc44ad4dcbbf106a,1,0,0,0,0,0,0,F_no_joint_value,False,False,"[""no_target_or_vote_progress""]",True,True,False,True,9,2,0,0,0,0,1,1,2,2,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,27,0,90d77acb0596c1f41f65b0b98c27a99f5bc9127d480aefb1dd300bbca83645f5,4,-11,-,1,5,-4,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,3,2,0,1,1,1,2,5,2,13,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,27,1,b2cddc60844adad981a42b8f587622a67eaca4c50430104cc32fda0d769a6101,4,-3,-,0,2,-2,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,3,2,0,0,0,0,0,2,0,3,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,27,2,198dc1f4c1b3081ec70bc39798e8eafd7f651215f88f0b1a9b2426851943f7d2,3,3,+,0,4,-4,-,D_target_plus_vote_minus,False,False,"[""team_vote_regression""]",True,False,True,True,1,1,0,0,0,0,1,6,11,8,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,27,3,6df6f27daf42f10a76cb13a10b935894e6c28eb3a8b83e77ab71d8e0e7fdf68e,3,-1,-,0,1,-1,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,1,1,0,0,0,0,1,3,8,9,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,28,0,b7706d7de35e2196e5814c44c8ba798b64d82f8951290575fba88b55c5b426eb,4,-12,-,0,6,-6,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,3,2,0,0,0,0,1,6,1,13,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,28,1,beb846ec81f8b26f7d49ebb02bfeafef2989edf04df6436cc3d033e4b54084d0,4,-1,-,0,1,-1,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,3,2,0,0,0,0,0,1,0,1,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,29,0,b90654e384f642ee6cc094ed7954064635e15f1ecbddf01781e951d22ddab8be,2,0,0,0,1,-1,-,F_no_joint_value,False,False,"[""team_vote_regression"",""no_target_or_vote_progress""]",True,False,False,True,2,2,2,0,0,0,0,3,8,8,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,29,1,c8e4423ff3139938c650e5dea23799a7ebc0dbcbb3fc7c0a433f92b764e33a0e,2,-2,-,0,1,-1,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,2,2,2,0,0,0,0,3,7,9,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,29,2,265c7d2ea646409d3367a9aedaa9e2e58eea66a4e62ef0a56193c8ba63c9a284,4,-13,-,0,5,-5,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,3,2,0,0,0,0,1,5,1,14,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,29,3,33a3834b11077f730a71d237a382ec752f9641eedff253bcff90ef8c33a4359a,4,-10,-,0,4,-4,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,3,2,0,0,0,0,1,4,1,11,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,30,0,12105666ce4f201477f7de85e7d476a437d0bbbcc2d4b15a146de9367d7aaa3c,3,5,+,1,4,-3,-,D_target_plus_vote_minus,False,False,"[""team_vote_regression""]",True,False,True,True,1,1,0,0,0,0,3,6,13,8,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,30,1,33ac25e55da54613b3e717fac1af172c5d0f87ca1c0cc8cb04e52ed3516d53a0,3,4,+,0,5,-5,-,D_target_plus_vote_minus,False,False,"[""team_vote_regression""]",True,False,True,True,1,1,0,0,0,0,1,7,11,7,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,30,2,a3c0fbf0a505494c0ba2266dd733058d5fa2e152003115709673720af49b7b73,1,-4,-,0,0,0,0,F_no_joint_value,False,False,"[""target_regression"",""no_target_or_vote_progress""]",False,True,False,True,9,2,0,0,0,0,0,1,0,4,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
