blinded_id,bucket,evaluator_model,gpt_coarse_method_tags_by_agent,gpt_confidence,gpt_distinct_methods_count,gpt_method_diversity_score,gpt_rationale,parse_ok,question_hash,raw_response,run_dir,run_name,team_family_diversity,team_family_homogeneity_rate,team_major_family_diversity,trace_token_cosine_diversity,trace_token_cosine_similarity,vote_correct
P7G0011,high_text_low_strategy,gpt-5.5,"{""A1"": [""option-by-option definition/elimination""], ""A2"": [""option-by-option definition/elimination""], ""A3"": [""option-by-option definition/elimination""], ""A4"": [""option-by-option definition/elimination""], ""A5"": [""answer-only/no reasoning shown""]}",0.92,2,2,"A1 through A4 all use essentially the same reasoning method: define or paraphrase each money function, eliminate the non-pricing-related options, and select the unit-of-account/value option as tied to price measurement. Differences are mainly wording, completeness, and corrupted repetition, not reasoning path. A5 provides only a final answer with no visible reasoning, which is a distinct trace type but not a substantive alternative method.",1,b52740641844,"{
  ""method_diversity_score"": 2,
  ""confidence"": 0.92,
  ""distinct_methods_count"": 2,
  ""coarse_method_tags_by_agent"": {
    ""A1"": [""option-by-option definition/elimination""],
    ""A2"": [""option-by-option definition/elimination""],
    ""A3"": [""option-by-option definition/elimination""],
    ""A4"": [""option-by-option definition/elimination""],
    ""A5"": [""answer-only/no reasoning shown""]
  },
  ""rationale"": ""A1 through A4 all use essentially the same reasoning method: define or paraphrase each money function, eliminate the non-pricing-related options, and select the unit-of-account/value option as tied to price measurement. Differences are mainly wording, completeness, and corrupted repetition, not reasoning path. A5 provides only a final answer with no visible reasoning, which is a distinct trace type but not a substantive alternative method.""
}",prove_experiments\runs\P4_same_elimination_qwen25_7b_seed42,P4_same_elimination_qwen25_7b_seed42,0.2646804326436821,0.9737948294722724,0.0,0.735769229340629,0.2642307706593709,0.0
P7G0012,high_strategy,gpt-5.5,"{""A1"": [""inverse-difference"", ""option-elimination""], ""A2"": [""inverse-difference"", ""option-elimination""], ""A3"": [""inverse-difference""], ""A4"": [""inverse-difference""], ""A5"": [""answer-only""]}",0.92,2,2,"All reasoned traces use the same core method: interpret '20 more girls than boys' as a difference relationship and subtract 20 from 180 to find boys. A1 and A2 add option-by-option elimination, but this is only a presentation variation built on the same reasoning. A5 provides no observable reasoning method beyond the final choice, so overall diversity is very low.",1,72d800127956,"{""method_diversity_score"":2,""confidence"":0.92,""distinct_methods_count"":2,""coarse_method_tags_by_agent"":{""A1"":[""inverse-difference"",""option-elimination""],""A2"":[""inverse-difference"",""option-elimination""],""A3"":[""inverse-difference""],""A4"":[""inverse-difference""],""A5"":[""answer-only""]},""rationale"":""All reasoned traces use the same core method: interpret '20 more girls than boys' as a difference relationship and subtract 20 from 180 to find boys. A1 and A2 add option-by-option elimination, but this is only a presentation variation built on the same reasoning. A5 provides no observable reasoning method beyond the final choice, so overall diversity is very low.""}",prove_experiments\runs\P4_same_elimination_qwen25_7b_seed42,P4_same_elimination_qwen25_7b_seed42,0.8806874868221022,0.3886075949367089,0.9709505944546688,0.45535136517011854,0.5446486348298815,1.0
P7G0013,high_strategy,gpt-5.5,"{""A1"": [""answer-only"", ""no-explicit-reasoning""], ""A2"": [""option-by-option-elimination"", ""surface-level-relevance-check""], ""A3"": [""uncertainty-based-speculation"", ""incomplete-degenerate-repetition""], ""A4"": [""structured-option-analysis"", ""physics-conceptual-explanation"", ""Maxwell/electromagnetic-wave reasoning""], ""A5"": [""attempted-generic-breakdown"", ""incomplete-degenerate-repetition""]}",0.72,4,4,"The traces show several distinct reasoning approaches: A1 provides no reasoning, A2 attempts a superficial option-elimination/relevance check, A4 gives a substantive physics-based explanation using the relationship between electric and magnetic fields and light, while A3 and A5 are largely incomplete or repetitive with only vague contextual speculation. Although A2 and A4 both inspect options, their depth and underlying method differ substantially, and the degenerate traces form another category rather than a coherent shared method.",1,a63408590859,"{""method_diversity_score"":4,""confidence"":0.72,""distinct_methods_count"":4,""coarse_method_tags_by_agent"":{""A1"":[""answer-only"",""no-explicit-reasoning""],""A2"":[""option-by-option-elimination"",""surface-level-relevance-check""],""A3"":[""uncertainty-based-speculation"",""incomplete-degenerate-repetition""],""A4"":[""structured-option-analysis"",""physics-conceptual-explanation"",""Maxwell/electromagnetic-wave reasoning""],""A5"":[""attempted-generic-breakdown"",""incomplete-degenerate-repetition""]},""rationale"":""The traces show several distinct reasoning approaches: A1 provides no reasoning, A2 attempts a superficial option-elimination/relevance check, A4 gives a substantive physics-based explanation using the relationship between electric and magnetic fields and light, while A3 and A5 are largely incomplete or repetitive with only vague contextual speculation. Although A2 and A4 both inspect options, their depth and underlying method differ substantially, and the degenerate traces form another category rather than a coherent shared method.""}",prove_experiments\runs\P4_mixed_strategy_qwen25_7b_seed42,P4_mixed_strategy_qwen25_7b_seed42,0.7079755105753105,0.25863660286042256,0.8649735207179272,0.85747976528716,0.1425202347128401,1.0
P7G0014,high_text_low_strategy,gpt-5.5,"{""A1"": [""approximate recent life-expectancy comparison"", ""ranking by known global statistics""], ""A2"": [""approximate recent life-expectancy comparison"", ""ranking by known global statistics""], ""A3"": [""approximate recent life-expectancy comparison"", ""ranking by known global statistics""], ""A4"": [""approximate recent life-expectancy comparison"", ""ranking by known global statistics""], ""A5"": [""approximate recent life-expectancy comparison"", ""ranking by known global statistics""]}",0.98,1,1,"All agents use the same reasoning method: cite approximate recent life expectancy values for the four countries, note Japan is globally near the top, and choose Japan by direct comparison. Differences are limited to wording, date ranges, and small numerical variations, not distinct reasoning paths.",1,62df9b0878f8,"{""method_diversity_score"":1,""confidence"":0.98,""distinct_methods_count"":1,""coarse_method_tags_by_agent"":{""A1"":[""approximate recent life-expectancy comparison"",""ranking by known global statistics""],""A2"":[""approximate recent life-expectancy comparison"",""ranking by known global statistics""],""A3"":[""approximate recent life-expectancy comparison"",""ranking by known global statistics""],""A4"":[""approximate recent life-expectancy comparison"",""ranking by known global statistics""],""A5"":[""approximate recent life-expectancy comparison"",""ranking by known global statistics""]},""rationale"":""All agents use the same reasoning method: cite approximate recent life expectancy values for the four countries, note Japan is globally near the top, and choose Japan by direct comparison. Differences are limited to wording, date ranges, and small numerical variations, not distinct reasoning paths.""}",prove_experiments\runs\P4_same_elimination_deepseek_chat_seed42,P4_same_elimination_deepseek_chat_seed42,0.20485054535735253,0.9680986269406266,0.0,0.25656754093806966,0.7434324590619303,1.0
P7G0015,low_text_high_strategy,gpt-5.5,"{""A1"": [""place-value rounding"", ""check thousandths digit"", ""multiple-choice elimination""], ""A2"": [""place-value rounding"", ""check thousandths digit"", ""multiple-choice elimination""], ""A3"": [""place-value rounding"", ""check thousandths digit"", ""multiple-choice elimination""], ""A4"": [""place-value rounding"", ""check thousandths digit"", ""multiple-choice elimination""], ""A5"": [""place-value rounding"", ""check thousandths digit"", ""multiple-choice elimination""]}",0.98,1,1,"All agents use the same standard place-value rounding method: identify the hundredths digit, inspect the thousandths digit, apply the 5-or-greater rounding rule, and then match the result to the answer choices. Minor differences in verbosity and option commentary, especially around explaining 300.585, do not constitute distinct reasoning methods.",1,4b74f9bb8790,"{
  ""method_diversity_score"": 1,
  ""confidence"": 0.98,
  ""distinct_methods_count"": 1,
  ""coarse_method_tags_by_agent"": {
    ""A1"": [""place-value rounding"", ""check thousandths digit"", ""multiple-choice elimination""],
    ""A2"": [""place-value rounding"", ""check thousandths digit"", ""multiple-choice elimination""],
    ""A3"": [""place-value rounding"", ""check thousandths digit"", ""multiple-choice elimination""],
    ""A4"": [""place-value rounding"", ""check thousandths digit"", ""multiple-choice elimination""],
    ""A5"": [""place-value rounding"", ""check thousandths digit"", ""multiple-choice elimination""]
  },
  ""rationale"": ""All agents use the same standard place-value rounding method: identify the hundredths digit, inspect the thousandths digit, apply the 5-or-greater rounding rule, and then match the result to the answer choices. Minor differences in verbosity and option commentary, especially around explaining 300.585, do not constitute distinct reasoning methods.""
}",prove_experiments\runs\P4_same_elimination_gemini_flash_lite_seed42,P4_same_elimination_gemini_flash_lite_seed42,0.6594168940368601,0.7506859045027138,0.584238811642856,0.01711604013043233,0.9828839598695677,1.0
P7G0016,low_text_high_strategy,gpt-5.5,"{""A1"": [""identify simplest alkene as ethene"", ""option-by-option elimination"", ""bond counting and geometry criteria""], ""A2"": [""identify simplest alkene as ethene"", ""option-by-option elimination"", ""bond counting and geometry criteria""], ""A3"": [""identify simplest alkene as ethene"", ""option-by-option elimination"", ""bond counting and geometry criteria""], ""A4"": [""identify simplest alkene as ethene"", ""option-by-option elimination"", ""bond counting and geometry criteria""], ""A5"": [""identify simplest alkene as ethene"", ""option-by-option elimination"", ""bond counting and geometry criteria""]}",0.98,1,1,"All agents use the same reasoning method: identify the simplest alkene as ethene, then evaluate each multiple-choice option by counting pi and sigma bonds, noting trigonal planar rather than tetrahedral geometry, and rejecting cis-trans isomerism due to identical substituents. Differences are only in wording, formatting, and minor explanatory detail.",1,debd1e1af07d,"{
  ""method_diversity_score"": 1,
  ""confidence"": 0.98,
  ""distinct_methods_count"": 1,
  ""coarse_method_tags_by_agent"": {
    ""A1"": [
      ""identify simplest alkene as ethene"",
      ""option-by-option elimination"",
      ""bond counting and geometry criteria""
    ],
    ""A2"": [
      ""identify simplest alkene as ethene"",
      ""option-by-option elimination"",
      ""bond counting and geometry criteria""
    ],
    ""A3"": [
      ""identify simplest alkene as ethene"",
      ""option-by-option elimination"",
      ""bond counting and geometry criteria""
    ],
    ""A4"": [
      ""identify simplest alkene as ethene"",
      ""option-by-option elimination"",
      ""bond counting and geometry criteria""
    ],
    ""A5"": [
      ""identify simplest alkene as ethene"",
      ""option-by-option elimination"",
      ""bond counting and geometry criteria""
    ]
  },
  ""rationale"": ""All agents use the same reasoning method: identify the simplest alkene as ethene, then evaluate each multiple-choice option by counting pi and sigma bonds, noting trigonal planar rather than tetrahedral geometry, and rejecting cis-trans isomerism due to identical substituents. Differences are only in wording, formatting, and minor explanatory detail.""
}",prove_experiments\runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.6261739753041188,0.3912649431574241,0.9709505944546688,0.09135756948411589,0.9086424305158841,1.0
P7G0017,high_strategy,gpt-5.5,"{""A1"": [""definition recall"", ""concept comparison"", ""answer elimination""], ""A2"": [""definition recall"", ""concept comparison"", ""answer elimination""], ""A3"": [""definition recall"", ""concept comparison"", ""answer elimination""], ""A4"": [""definition recall"", ""concept comparison"", ""answer elimination""], ""A5"": [""definition recall"", ""concept comparison"", ""answer elimination""]}",0.98,1,1,"All agents use essentially the same reasoning method: recall the definitions of gemeinschaft, gesellschaft, mechanical solidarity, organic solidarity, and anomie; compare gemeinschaft to Durkheim’s solidarity types; eliminate mismatching options; and select mechanical solidarity. Differences are only in verbosity and step formatting, not in reasoning path.",1,ae156bbb57f7,"{""method_diversity_score"":1,""confidence"":0.98,""distinct_methods_count"":1,""coarse_method_tags_by_agent"":{""A1"":[""definition recall"",""concept comparison"",""answer elimination""],""A2"":[""definition recall"",""concept comparison"",""answer elimination""],""A3"":[""definition recall"",""concept comparison"",""answer elimination""],""A4"":[""definition recall"",""concept comparison"",""answer elimination""],""A5"":[""definition recall"",""concept comparison"",""answer elimination""]},""rationale"":""All agents use essentially the same reasoning method: recall the definitions of gemeinschaft, gesellschaft, mechanical solidarity, organic solidarity, and anomie; compare gemeinschaft to Durkheim’s solidarity types; eliminate mismatching options; and select mechanical solidarity. Differences are only in verbosity and step formatting, not in reasoning path.""}",prove_experiments\runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.7297864586281457,0.5337539651754137,0.8554508105601307,0.2788596410466193,0.7211403589533807,1.0
P7G0018,low_strategy,gpt-5.5,"{""A1"": [""UNCLOS definition checklist"", ""option-by-option elimination""], ""A2"": [""UNCLOS definition checklist"", ""option-by-option elimination""], ""A3"": [""UNCLOS definition checklist"", ""option-by-option elimination""], ""A4"": [""UNCLOS definition checklist"", ""option-by-option elimination""], ""A5"": [""UNCLOS definition checklist"", ""option-by-option elimination""]}",0.98,1,1,"All agents use the same reasoning method: state the UNCLOS Article 101 elements of piracy, mention the mutinied-warship rule under Article 102, then evaluate each multiple-choice option against those required elements to eliminate A, B, and C and select D. Differences are limited to wording, formatting, and minor explanatory emphasis, not reasoning approach.",1,de566530eac3,"{
  ""method_diversity_score"": 1,
  ""confidence"": 0.98,
  ""distinct_methods_count"": 1,
  ""coarse_method_tags_by_agent"": {
    ""A1"": [""UNCLOS definition checklist"", ""option-by-option elimination""],
    ""A2"": [""UNCLOS definition checklist"", ""option-by-option elimination""],
    ""A3"": [""UNCLOS definition checklist"", ""option-by-option elimination""],
    ""A4"": [""UNCLOS definition checklist"", ""option-by-option elimination""],
    ""A5"": [""UNCLOS definition checklist"", ""option-by-option elimination""]
  },
  ""rationale"": ""All agents use the same reasoning method: state the UNCLOS Article 101 elements of piracy, mention the mutinied-warship rule under Article 102, then evaluate each multiple-choice option against those required elements to eliminate A, B, and C and select D. Differences are limited to wording, formatting, and minor explanatory emphasis, not reasoning approach.""
}",prove_experiments\runs\P4_same_elimination_deepseek_chat_seed42,P4_same_elimination_deepseek_chat_seed42,0.37407101812369936,0.7189517391155461,0.0,0.07477713225547988,0.9252228677445201,1.0
P7G0019,high_strategy,gpt-5.5,"{""A1"": [""incomplete_setup"", ""restates_given_relationships""], ""A2"": [""gamma_larmor_formula"", ""magnetic_field_conversion"", ""ppm_from_frequency_difference""], ""A3"": [""incomplete_setup"", ""restates_given_relationships""], ""A4"": [""gamma_larmor_formula"", ""absolute_frequency_calculation"", ""subtract_frequency_then_convert""], ""A5"": [""direct_ppm_frequency_conversion"", ""subtract_khz_difference"", ""convert_back_to_ppm""]}",0.78,3,3,"The traces mostly share the same conceptual frame of relating Larmor frequency differences to chemical shift, but they vary in execution. A2 and A4 use a similar gamma/Larmor-frequency formula approach with absolute-frequency or field calculations, while A5 uses a more direct ppm-to-frequency-offset conversion path. A1 and A3 are largely incomplete restatements rather than full methods. Overall, there is some genuine methodological variation, but substantial overlap remains.",1,237e5cab91d3,"{
  ""method_diversity_score"": 3,
  ""confidence"": 0.78,
  ""distinct_methods_count"": 3,
  ""coarse_method_tags_by_agent"": {
    ""A1"": [""incomplete_setup"", ""restates_given_relationships""],
    ""A2"": [""gamma_larmor_formula"", ""magnetic_field_conversion"", ""ppm_from_frequency_difference""],
    ""A3"": [""incomplete_setup"", ""restates_given_relationships""],
    ""A4"": [""gamma_larmor_formula"", ""absolute_frequency_calculation"", ""subtract_frequency_then_convert""],
    ""A5"": [""direct_ppm_frequency_conversion"", ""subtract_khz_difference"", ""convert_back_to_ppm""]
  },
  ""rationale"": ""The traces mostly share the same conceptual frame of relating Larmor frequency differences to chemical shift, but they vary in execution. A2 and A4 use a similar gamma/Larmor-frequency formula approach with absolute-frequency or field calculations, while A5 uses a more direct ppm-to-frequency-offset conversion path. A1 and A3 are largely incomplete restatements rather than full methods. Overall, there is some genuine methodological variation, but substantial overlap remains.""
}",prove_experiments\runs\P4_same_elimination_qwen25_7b_seed42,P4_same_elimination_qwen25_7b_seed42,0.837894746721906,0.2556504546482762,0.8939394342664301,0.6368040272598551,0.3631959727401449,0.0
P7G0020,high_strategy,gpt-5.5,"{""A1"": [""answer-only""], ""A2"": [""incoherent/degenerate generation""], ""A3"": [""conceptual recall"", ""theory-based inference""], ""A4"": [""conceptual recall"", ""theory-based inference"", ""option elimination""], ""A5"": [""answer-only""]}",0.78,3,2,"Most traces provide either no reasoning or the same basic Stevenson/emotivism-based inference toward the answer. A3 and A4 substantially overlap in method, with A4 adding a light multiple-choice elimination layer rather than a genuinely distinct reasoning path. A1 and A5 are answer-only, while A2 is largely incoherent repetition and does not present a usable method. Overall diversity is low, with only minor variation in presentation and evaluation style.",1,3799a0c4c40e,"{""method_diversity_score"":2,""confidence"":0.78,""distinct_methods_count"":3,""coarse_method_tags_by_agent"":{""A1"":[""answer-only""],""A2"":[""incoherent/degenerate generation""],""A3"":[""conceptual recall"",""theory-based inference""],""A4"":[""conceptual recall"",""theory-based inference"",""option elimination""],""A5"":[""answer-only""]},""rationale"":""Most traces provide either no reasoning or the same basic Stevenson/emotivism-based inference toward the answer. A3 and A4 substantially overlap in method, with A4 adding a light multiple-choice elimination layer rather than a genuinely distinct reasoning path. A1 and A5 are answer-only, while A2 is largely incoherent repetition and does not present a usable method. Overall diversity is low, with only minor variation in presentation and evaluation style.""}",prove_experiments\runs\P4_mixed_strategy_qwen25_7b_seed42,P4_mixed_strategy_qwen25_7b_seed42,0.6426177061399578,0.355086670452612,0.7931675117617045,0.7860325819858598,0.21396741801414015,0.0
P7G0021,low_strategy,gpt-5.5,"{""A1"": [""unsupported direct answer""], ""A2"": [""option-by-option definitional elimination""], ""A3"": [""option-by-option definitional elimination""], ""A4"": [""option-by-option definitional elimination""], ""A5"": [""option-by-option definitional elimination""]}",0.86,2,2,"The traces show low method diversity: four agents use essentially the same option-by-option evaluation strategy, defining each qualitative research term and eliminating based on whether it directly enhances reliability/validity. Differences among A2–A5 are mainly in judgments about audits versus inductive processes rather than in reasoning method. A1 provides only an unsupported direct answer, which is a distinct but minimal method rather than a substantive alternative reasoning path.",1,e55445e07e9f,"{""method_diversity_score"":2,""confidence"":0.86,""distinct_methods_count"":2,""coarse_method_tags_by_agent"":{""A1"":[""unsupported direct answer""],""A2"":[""option-by-option definitional elimination""],""A3"":[""option-by-option definitional elimination""],""A4"":[""option-by-option definitional elimination""],""A5"":[""option-by-option definitional elimination""]},""rationale"":""The traces show low method diversity: four agents use essentially the same option-by-option evaluation strategy, defining each qualitative research term and eliminating based on whether it directly enhances reliability/validity. Differences among A2–A5 are mainly in judgments about audits versus inductive processes rather than in reasoning method. A1 provides only an unsupported direct answer, which is a distinct but minimal method rather than a substantive alternative reasoning path.""}",prove_experiments\runs\P4_mixed_strategy_qwen25_7b_seed42,P4_mixed_strategy_qwen25_7b_seed42,0.36096404744368116,0.6,0.7219280948873623,0.49186172751658075,0.5081382724834193,1.0
P7G0022,high_text_low_strategy,gpt-5.5,"{""A1"": [""plausibility-based option elimination"", ""survey intuition""], ""A2"": [""plausibility-based option elimination"", ""survey intuition""], ""A3"": [""answer only"", ""no observable reasoning""], ""A4"": [""plausibility-based option elimination"", ""survey intuition""], ""A5"": [""answer only"", ""no observable reasoning""]}",0.9,2,2,"Most agents with reasoning use the same broad method: compare each percentage option against intuitive plausibility about public perceptions of political corruption and eliminate extremes. A4 reaches a different answer but follows essentially the same plausibility-calibration approach as A1 and A2. A3 and A5 provide only final answers, adding a separate no-observable-reasoning category rather than a distinct substantive method.",1,daaf2e0aa6f2,"{
  ""method_diversity_score"": 2,
  ""confidence"": 0.9,
  ""distinct_methods_count"": 2,
  ""coarse_method_tags_by_agent"": {
    ""A1"": [
      ""plausibility-based option elimination"",
      ""survey intuition""
    ],
    ""A2"": [
      ""plausibility-based option elimination"",
      ""survey intuition""
    ],
    ""A3"": [
      ""answer only"",
      ""no observable reasoning""
    ],
    ""A4"": [
      ""plausibility-based option elimination"",
      ""survey intuition""
    ],
    ""A5"": [
      ""answer only"",
      ""no observable reasoning""
    ]
  },
  ""rationale"": ""Most agents with reasoning use the same broad method: compare each percentage option against intuitive plausibility about public perceptions of political corruption and eliminate extremes. A4 reaches a different answer but follows essentially the same plausibility-calibration approach as A1 and A2. A3 and A5 provide only final answers, adding a separate no-observable-reasoning category rather than a distinct substantive method.""
}",prove_experiments\runs\P4_same_elimination_qwen25_7b_seed42,P4_same_elimination_qwen25_7b_seed42,0.2666846362211867,0.9624024244089812,0.0,0.5961285363312068,0.40387146366879323,1.0
P7G0023,low_strategy,gpt-5.5,"{""A1"": [""option-by-option elimination"", ""conceptual property checking""], ""A2"": [""option-by-option elimination"", ""conceptual property checking""], ""A3"": [""option-by-option elimination"", ""conceptual property checking""], ""A4"": [""option-by-option elimination"", ""conceptual property checking"", ""brief backward verification""], ""A5"": [""option-by-option elimination"", ""conceptual property checking""]}",0.98,1,1,"All agents use essentially the same reasoning method: evaluate each multiple-choice option against standard neural-network facts, reject non-convex/SGD-only claims, accept mixed activation functions, and eliminate 'none of the above.' A4 adds a short backward double-check, but it does not constitute a genuinely different reasoning path.",1,ff7632457703,"{""method_diversity_score"":1,""confidence"":0.98,""distinct_methods_count"":1,""coarse_method_tags_by_agent"":{""A1"":[""option-by-option elimination"",""conceptual property checking""],""A2"":[""option-by-option elimination"",""conceptual property checking""],""A3"":[""option-by-option elimination"",""conceptual property checking""],""A4"":[""option-by-option elimination"",""conceptual property checking"",""brief backward verification""],""A5"":[""option-by-option elimination"",""conceptual property checking""]},""rationale"":""All agents use essentially the same reasoning method: evaluate each multiple-choice option against standard neural-network facts, reject non-convex/SGD-only claims, accept mixed activation functions, and eliminate 'none of the above.' A4 adds a short backward double-check, but it does not constitute a genuinely different reasoning path.""}",prove_experiments\runs\P4_mixed_strategy_gemini_flash_lite_seed42,P4_mixed_strategy_gemini_flash_lite_seed42,0.3122304246328794,0.9654412787199116,2.220446049250313e-16,0.06633758366041997,0.93366241633958,1.0
P7G0024,high_text_low_strategy,gpt-5.5,"{""A1"": [""concept-matching"", ""natural-selection-punctuated-equilibrium""], ""A2"": [""concept-matching"", ""punctuated-equilibrium""], ""A3"": [""option-by-option-elimination"", ""concept-matching""], ""A4"": [""option-by-option-elimination"", ""punctuated-equilibrium""], ""A5"": [""answer-only""]}",0.9,2,2,"The substantive traces all use the same core reasoning method: identify the second scientist's view as random advantageous traits/punctuated equilibrium and match it to option B's long stasis followed by rapid change. A3 and A4 add option-by-option elimination, but this is a minor procedural variation rather than a genuinely distinct reasoning path. A5 provides no reasoning, so it does not add meaningful methodological diversity.",1,bed28dd4409d,"{
  ""method_diversity_score"": 2,
  ""confidence"": 0.9,
  ""distinct_methods_count"": 2,
  ""coarse_method_tags_by_agent"": {
    ""A1"": [""concept-matching"", ""natural-selection-punctuated-equilibrium""],
    ""A2"": [""concept-matching"", ""punctuated-equilibrium""],
    ""A3"": [""option-by-option-elimination"", ""concept-matching""],
    ""A4"": [""option-by-option-elimination"", ""punctuated-equilibrium""],
    ""A5"": [""answer-only""]
  },
  ""rationale"": ""The substantive traces all use the same core reasoning method: identify the second scientist's view as random advantageous traits/punctuated equilibrium and match it to option B's long stasis followed by rapid change. A3 and A4 add option-by-option elimination, but this is a minor procedural variation rather than a genuinely distinct reasoning path. A5 provides no reasoning, so it does not add meaningful methodological diversity.""
}",prove_experiments\runs\P4_same_elimination_qwen25_7b_seed42,P4_same_elimination_qwen25_7b_seed42,0.378385134485978,0.8892405063291138,2.220446049250313e-16,0.5468472786988999,0.45315272130110007,1.0
P7G0025,low_strategy,gpt-5.5,"{""A1"": [""option-by-option plausibility elimination"", ""semantic coherence checking""], ""A2"": [""option-by-option plausibility elimination"", ""semantic coherence checking""], ""A3"": [""blank-by-blank sentence completion"", ""domain knowledge matching""], ""A4"": [""blank-by-blank sentence completion"", ""domain knowledge matching""], ""A5"": [""option-by-option elimination"", ""semantic/domain fit checking""]}",0.84,2,2,"The traces mainly use the same underlying method: assessing which answer choices semantically fit the sentence and relevant behavioral-theory context. A1, A2, and A5 proceed by option-by-option elimination, while A3 and A4 break the sentence into blanks and fill them using domain knowledge such as Theory of Planned Behaviour and individual rationality. This creates two distinguishable approaches, but they overlap substantially because all rely on plausibility/coherence matching rather than genuinely different reasoning strategies.",1,ae62d92fd751,"{
  ""method_diversity_score"": 2,
  ""confidence"": 0.84,
  ""distinct_methods_count"": 2,
  ""coarse_method_tags_by_agent"": {
    ""A1"": [""option-by-option plausibility elimination"", ""semantic coherence checking""],
    ""A2"": [""option-by-option plausibility elimination"", ""semantic coherence checking""],
    ""A3"": [""blank-by-blank sentence completion"", ""domain knowledge matching""],
    ""A4"": [""blank-by-blank sentence completion"", ""domain knowledge matching""],
    ""A5"": [""option-by-option elimination"", ""semantic/domain fit checking""]
  },
  ""rationale"": ""The traces mainly use the same underlying method: assessing which answer choices semantically fit the sentence and relevant behavioral-theory context. A1, A2, and A5 proceed by option-by-option elimination, while A3 and A4 break the sentence into blanks and fill them using domain knowledge such as Theory of Planned Behaviour and individual rationality. This creates two distinguishable approaches, but they overlap substantially because all rely on plausibility/coherence matching rather than genuinely different reasoning strategies.""
}",prove_experiments\runs\P4_same_elimination_qwen25_7b_seed42,P4_same_elimination_qwen25_7b_seed42,0.26668463622118677,0.9624024244089812,2.220446049250313e-16,0.6267399716180766,0.3732600283819234,1.0
P7G0026,low_text_high_strategy,gpt-5.5,"{""A1"": [""statement-wise truth evaluation"", ""degree cancellation argument"", ""recall F[x] is PID""], ""A2"": [""statement-wise truth evaluation"", ""degree cancellation counterexample"", ""recall F[x] is PID""], ""A3"": [""statement-wise truth evaluation"", ""degree cancellation argument"", ""recall F[x] is PID""], ""A4"": [""statement-wise truth evaluation"", ""degree cancellation counterexample"", ""recall F[x] is PID""], ""A5"": [""statement-wise truth evaluation"", ""degree cancellation counterexample"", ""recall F[x] is PID""]}",0.97,1,1,"All agents use the same reasoning method: evaluate each statement independently, reject the degree claim via leading-term cancellation, accept the ideal claim by recalling that polynomial rings over fields are principal ideal domains, then map the truth values to the option. Some agents include an explicit x^2 and -x^2 counterexample while others state cancellation generically, but this is only a minor elaboration of the same method.",1,11f7bfe474b4,"{""method_diversity_score"":1,""confidence"":0.97,""distinct_methods_count"":1,""coarse_method_tags_by_agent"":{""A1"":[""statement-wise truth evaluation"",""degree cancellation argument"",""recall F[x] is PID""],""A2"":[""statement-wise truth evaluation"",""degree cancellation counterexample"",""recall F[x] is PID""],""A3"":[""statement-wise truth evaluation"",""degree cancellation argument"",""recall F[x] is PID""],""A4"":[""statement-wise truth evaluation"",""degree cancellation counterexample"",""recall F[x] is PID""],""A5"":[""statement-wise truth evaluation"",""degree cancellation counterexample"",""recall F[x] is PID""]},""rationale"":""All agents use the same reasoning method: evaluate each statement independently, reject the degree claim via leading-term cancellation, accept the ideal claim by recalling that polynomial rings over fields are principal ideal domains, then map the truth values to the option. Some agents include an explicit x^2 and -x^2 counterexample while others state cancellation generically, but this is only a minor elaboration of the same method.""}",prove_experiments\runs\P4_mixed_strategy_gpt4omini_seed42,P4_mixed_strategy_gpt4omini_seed42,0.6490651888251724,0.29126494315742407,0.8649735207179272,0.053386644197621735,0.9466133558023783,1.0
