run_root,task,setting,seed,distance_bin,candidate_count,fraction_of_all_candidates,guard_feasible_rate,pareto_feasible_rate,pareto_retained_rate,active_top1_rate,vote_gain_rate_probability,accuracy_regression_probability,mean_vote_delta,mean_accuracy_delta,mean_vote_margin_delta,mean_pivotal_rescue_rate,mean_pivotal_loss_rate,mean_shared_error_net_gain,mean_behavior_transition_l1
runs_vote_v7_strict_pilot_0d6093e,disambiguation_qa,shared_vote_error_pareto_tcs,43,"[0.00, 0.20)",50,0.5681818181818182,0.38,0.48,0.38,0.18,0.22,0.4,-0.0008333333333333227,-0.003333333333333337,-0.0010000000000000063,0.015,0.01583333333333333,-0.026249999999999996,1.6030437395937396
runs_vote_v7_strict_pilot_0d6093e,disambiguation_qa,shared_vote_error_pareto_tcs,43,"[0.20, 0.35)",23,0.26136363636363635,0.34782608695652173,0.43478260869565216,0.34782608695652173,0.17391304347826086,0.13043478260869565,0.43478260869565216,-0.0018115942028985442,-0.0036231884057971006,-0.0018115942028985549,0.018115942028985508,0.019927536231884056,-0.00384963768115942,1.9091452026234634
runs_vote_v7_strict_pilot_0d6093e,disambiguation_qa,shared_vote_error_pareto_tcs,43,"[0.35, 0.45)",8,0.09090909090909091,0.625,0.625,0.625,0.25,0.25,0.375,0.010416666666666685,0.005208333333333329,0.0010416666666666612,0.010416666666666666,0.0,0.04296875,1.451734203296703
runs_vote_v7_strict_pilot_0d6093e,disambiguation_qa,shared_vote_error_pareto_tcs,43,"[0.45, 0.60)",7,0.07954545454545454,0.0,0.2857142857142857,0.0,0.0,0.0,0.42857142857142855,-0.011904761904761894,-0.04761904761904761,-0.01904761904761906,0.0,0.011904761904761904,-0.11011904761904762,1.459781646924504
runs_vote_v7_strict_pilot_0d6093e,disambiguation_qa,shared_vote_error_pareto_tcs_residual_cycle_guard,42,"[0.00, 0.20)",47,0.5340909090909091,0.2978723404255319,0.40425531914893614,0.2978723404255319,0.1702127659574468,0.2127659574468085,0.2978723404255319,-0.007092198581560304,0.011524822695035464,0.004609929078014187,0.016843971631205674,0.023936170212765957,-0.011081560283687947,1.9836795119773842
runs_vote_v7_strict_pilot_0d6093e,disambiguation_qa,shared_vote_error_pareto_tcs_residual_cycle_guard,42,"[0.20, 0.35)",25,0.2840909090909091,0.52,0.56,0.52,0.16,0.16,0.28,0.0,0.02333333333333334,0.009333333333333334,0.008333333333333333,0.008333333333333333,0.030416666666666665,1.3290857142857142
runs_vote_v7_strict_pilot_0d6093e,disambiguation_qa,shared_vote_error_pareto_tcs_residual_cycle_guard,42,"[0.35, 0.45)",13,0.14772727272727273,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.3076923076923077,0.15384615384615385,0.3076923076923077,-8.540177112501205e-18,0.028846153846153848,0.01153846153846154,0.00641025641025641,0.00641025641025641,0.010817307692307687,1.414120879120879
runs_vote_v7_strict_pilot_0d6093e,disambiguation_qa,shared_vote_error_pareto_tcs_residual_cycle_guard,42,"[0.45, 0.60)",3,0.03409090909090909,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.013888888888888886,0.06944444444444445,0.027777777777777773,0.013888888888888888,0.0,0.15277777777777776,1.0366666666666666
runs_vote_v7_strict_pilot_0d6093e,disambiguation_qa,shared_vote_error_pareto_tcs_residual_cycle_guard,43,"[0.00, 0.20)",48,0.6153846153846154,0.3541666666666667,0.4791666666666667,0.3541666666666667,0.16666666666666666,0.16666666666666666,0.3541666666666667,2.3129646346357427e-18,0.009548611111111107,0.0038194444444444465,0.010416666666666666,0.010416666666666666,-0.018880208333333332,1.445845473970474
runs_vote_v7_strict_pilot_0d6093e,disambiguation_qa,shared_vote_error_pareto_tcs_residual_cycle_guard,43,"[0.20, 0.35)",21,0.2692307692307692,0.5238095238095238,0.7142857142857143,0.5238095238095238,0.19047619047619047,0.14285714285714285,0.19047619047619047,-0.0019841269841269875,0.02976190476190476,0.011904761904761902,0.007936507936507936,0.00992063492063492,0.01339285714285714,1.411576023183166
runs_vote_v7_strict_pilot_0d6093e,disambiguation_qa,shared_vote_error_pareto_tcs_residual_cycle_guard,43,"[0.35, 0.45)",4,0.05128205128205128,0.0,0.25,0.0,0.0,0.25,0.75,1.3877787807814457e-17,-0.06250000000000001,-0.025000000000000005,0.010416666666666666,0.010416666666666666,-0.14713541666666666,1.6867045454545453
runs_vote_v7_strict_pilot_0d6093e,disambiguation_qa,shared_vote_error_pareto_tcs_residual_cycle_guard,43,"[0.45, 0.60)",4,0.05128205128205128,0.25,0.25,0.25,0.0,0.25,0.25,0.010416666666666671,0.031250000000000014,0.012500000000000013,0.010416666666666666,0.0,0.08333333333333333,0.8288519813519813
runs_vote_v7_strict_pilot_0d6093e,disambiguation_qa,shared_vote_error_pareto_tcs_residual_cycle_guard,43,"[0.60, 1.00]",1,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.163336342344337e-17,0.0,0.0,-0.04166666666666667,1.525
runs_vote_v7_strict_pilot_0d6093e,disambiguation_qa,shared_vote_error_pareto_tcs_residual_specialization,42,"[0.00, 0.20)",55,0.5978260869565217,0.3090909090909091,0.43636363636363634,0.3090909090909091,0.18181818181818182,0.2909090909090909,0.2727272727272727,3.0278809762504268e-18,0.01666666666666666,0.006666666666666665,0.01818181818181818,0.01818181818181818,-0.0048295454545454536,2.382142354971232
runs_vote_v7_strict_pilot_0d6093e,disambiguation_qa,shared_vote_error_pareto_tcs_residual_specialization,42,"[0.20, 0.35)",32,0.34782608695652173,0.5,0.5625,0.5,0.25,0.5625,0.21875,0.02604166666666667,0.04036458333333333,0.01640625,0.033854166666666664,0.0078125,0.13053385416666666,2.6174527815934066
runs_vote_v7_strict_pilot_0d6093e,disambiguation_qa,shared_vote_error_pareto_tcs_residual_specialization,42,"[0.35, 0.45)",1,0.010869565217391304,0.0,0.0,0.0,0.0,0.0,1.0,-0.04166666666666663,-0.04166666666666663,-0.01666666666666672,0.0,0.041666666666666664,-0.21875,2.9
runs_vote_v7_strict_pilot_0d6093e,disambiguation_qa,shared_vote_error_pareto_tcs_residual_specialization,42,"[0.45, 0.60)",3,0.03260869565217391,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,-0.013888888888888895,-0.041666666666666664,-0.016666666666666653,0.013888888888888888,0.027777777777777776,-0.09375000000000001,2.4433333333333334
runs_vote_v7_strict_pilot_0d6093e,disambiguation_qa,shared_vote_error_pareto_tcs_residual_specialization,42,"[0.60, 1.00]",1,0.010869565217391304,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.08333333333333331,-0.03333333333333331,0.0,0.0,-0.15104166666666666,0.8999999999999999
runs_vote_v7_strict_pilot_0d6093e,disambiguation_qa,shared_vote_error_pareto_tcs_residual_specialization,43,"[0.00, 0.20)",57,0.5757575757575758,0.3157894736842105,0.42105263157894735,0.3157894736842105,0.17543859649122806,0.17543859649122806,0.42105263157894735,0.0007309941520467878,0.0021929824561403564,0.0008771929824561449,0.011695906432748537,0.010964912280701754,-0.0112390350877193,1.9217131260552311
runs_vote_v7_strict_pilot_0d6093e,disambiguation_qa,shared_vote_error_pareto_tcs_residual_specialization,43,"[0.20, 0.35)",23,0.23232323232323232,0.6086956521739131,0.7391304347826086,0.6086956521739131,0.21739130434782608,0.2608695652173913,0.21739130434782608,0.007246376811594211,0.03442028985507248,0.013768115942028985,0.014492753623188404,0.007246376811594202,0.05865036231884058,1.7754037267080744
runs_vote_v7_strict_pilot_0d6093e,disambiguation_qa,shared_vote_error_pareto_tcs_residual_specialization,43,"[0.35, 0.45)",7,0.0707070707070707,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.005952380952380955,-0.005952380952380971,-0.0023809523809523786,0.017857142857142856,0.011904761904761904,-0.007440476190476191,2.2877860235003094
runs_vote_v7_strict_pilot_0d6093e,disambiguation_qa,shared_vote_error_pareto_tcs_residual_specialization,43,"[0.45, 0.60)",6,0.06060606060606061,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.5,0.0,-0.03472222222222221,-0.013888888888888888,0.020833333333333332,0.020833333333333332,-0.09375,2.6766666666666667
runs_vote_v7_strict_pilot_0d6093e,disambiguation_qa,shared_vote_error_pareto_tcs_residual_specialization,43,"[0.60, 1.00]",6,0.06060606060606061,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.5,-0.006944444444444438,-0.006944444444444438,-0.002777777777777797,0.027777777777777776,0.034722222222222224,-0.06163194444444445,3.8848124098124095
runs_vote_v7_strict_pilot_0d6093e,disambiguation_qa,shared_vote_pareto_tcs_boundary_selector,42,"[0.00, 0.20)",45,0.4891304347826087,0.26666666666666666,0.4444444444444444,0.26666666666666666,0.06666666666666667,0.15555555555555556,0.5555555555555556,-0.017592592592592594,-0.014814814814814817,-0.005555555555555554,0.0,0.0,0.0,2.3009176564176563
runs_vote_v7_strict_pilot_0d6093e,disambiguation_qa,shared_vote_pareto_tcs_boundary_selector,42,"[0.20, 0.35)",22,0.2391304347826087,0.45454545454545453,0.5454545454545454,0.45454545454545453,0.13636363636363635,0.18181818181818182,0.45454545454545453,-0.0018939393939393897,1.2616170734376778e-17,0.00037878787878788817,0.0,0.0,0.0,2.094285222353404
runs_vote_v7_strict_pilot_0d6093e,disambiguation_qa,shared_vote_pareto_tcs_boundary_selector,42,"[0.35, 0.45)",7,0.07608695652173914,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.0,0.14285714285714285,0.42857142857142855,-7.93016446160826e-18,0.03571428571428569,0.014285714285714275,0.0,0.0,0.0,1.731957090528519
runs_vote_v7_strict_pilot_0d6093e,disambiguation_qa,shared_vote_pareto_tcs_boundary_selector,42,"[0.45, 0.60)",12,0.13043478260869565,0.5,0.8333333333333334,0.5,0.3333333333333333,0.25,0.16666666666666666,0.010416666666666671,0.031249999999999993,0.012499999999999995,0.0,0.0,0.0,1.5820196123321122
runs_vote_v7_strict_pilot_0d6093e,disambiguation_qa,shared_vote_pareto_tcs_boundary_selector,42,"[0.60, 1.00]",6,0.06521739130434782,0.5,0.5,0.5,0.5,0.16666666666666666,0.5,-0.020833333333333343,-0.020833333333333304,-0.008333333333333335,0.0,0.0,0.0,1.3166071428571429
runs_vote_v7_strict_pilot_0d6093e,disambiguation_qa,shared_vote_pareto_tcs_boundary_selector,43,"[0.00, 0.20)",55,0.6547619047619048,0.2545454545454545,0.38181818181818183,0.2545454545454545,0.10909090909090909,0.07272727272727272,0.6181818181818182,-0.021212121212121213,-0.03560606060606061,-0.014242424242424244,0.0,0.0,0.0,1.7516697847606937
runs_vote_v7_strict_pilot_0d6093e,disambiguation_qa,shared_vote_pareto_tcs_boundary_selector,43,"[0.20, 0.35)",25,0.2976190476190476,0.52,0.64,0.52,0.16,0.08,0.36,-0.013333333333333334,-0.0016666666666666642,-0.0006666666666666793,0.0,0.0,0.0,1.3903791208791207
runs_vote_v7_strict_pilot_0d6093e,disambiguation_qa,shared_vote_pareto_tcs_boundary_selector,43,"[0.35, 0.45)",2,0.023809523809523808,0.5,0.5,0.5,0.5,0.5,0.5,0.02083333333333337,2.7755575615628914e-17,0.0,0.0,0.0,0.0,3.802083333333333
runs_vote_v7_strict_pilot_0d6093e,disambiguation_qa,shared_vote_pareto_tcs_boundary_selector,43,"[0.60, 1.00]",2,0.023809523809523808,0.5,0.5,0.5,0.5,0.0,0.5,-0.020833333333333315,-0.04166666666666666,-0.016666666666666663,0.0,0.0,0.0,1.2038461538461538
runs_vote_v7_strict_pilot_0d6093e,disambiguation_qa,shared_vote_pareto_tcs_static,42,"[0.00, 0.20)",104,1.0,0.5288461538461539,0.5288461538461539,0.33653846153846156,0.125,0.11538461538461539,0.47115384615384615,-0.009214743589743597,-0.02243589743589744,-0.00889423076923077,0.0,0.0,0.0,0.0
runs_vote_v7_strict_pilot_0d6093e,disambiguation_qa,shared_vote_pareto_tcs_static,43,"[0.00, 0.20)",98,1.0,0.5408163265306123,0.5408163265306123,0.3469387755102041,0.1326530612244898,0.09183673469387756,0.45918367346938777,-0.017857142857142856,-0.008928571428571425,-0.0035714285714285726,0.0,0.0,0.0,0.0
runs_vote_v7_strict_pilot_0d6093e,sports_understanding,shared_vote_error_pareto_tcs,42,"[0.00, 0.20)",39,0.3979591836734694,0.20512820512820512,0.38461538461538464,0.20512820512820512,0.0,0.07692307692307693,0.5897435897435898,0.0010683760683760674,-0.04273504273504274,-0.015811965811965794,0.003205128205128205,0.0021367521367521365,0.0018696581196581213,0.6233004130372551
runs_vote_v7_strict_pilot_0d6093e,sports_understanding,shared_vote_error_pareto_tcs,42,"[0.20, 0.35)",40,0.40816326530612246,0.275,0.6,0.275,0.15,0.125,0.375,0.0020833333333333316,-0.0062500000000000056,-0.002500000000000005,0.005208333333333333,0.0031249999999999997,0.020703125,0.9258576555023923
runs_vote_v7_strict_pilot_0d6093e,sports_understanding,shared_vote_error_pareto_tcs,42,"[0.35, 0.45)",6,0.061224489795918366,0.5,0.5,0.5,0.3333333333333333,0.0,0.5,0.0,-0.027777777777777773,-0.011111111111111155,0.0,0.0,-0.013888888888888888,0.5713611233967271
runs_vote_v7_strict_pilot_0d6093e,sports_understanding,shared_vote_error_pareto_tcs,42,"[0.45, 0.60)",8,0.08163265306122448,0.375,0.625,0.375,0.125,0.0,0.375,-0.005208333333333329,-0.020833333333333343,-0.008333333333333345,0.0,0.005208333333333333,-0.022135416666666668,0.8769136996904024
runs_vote_v7_strict_pilot_0d6093e,sports_understanding,shared_vote_error_pareto_tcs,42,"[0.60, 1.00]",5,0.05102040816326531,0.6,0.6,0.6,0.4,0.2,0.4,0.008333333333333326,-0.01666666666666663,-0.006666666666666687,0.008333333333333333,0.0,0.03229166666666667,1.2760902255639097
runs_vote_v7_strict_pilot_0d6093e,sports_understanding,shared_vote_error_pareto_tcs,43,"[0.00, 0.20)",23,0.323943661971831,0.2608695652173913,0.5217391304347826,0.2608695652173913,0.043478260869565216,0.043478260869565216,0.34782608695652173,-0.010869565217391314,-0.0054347826086956616,-0.0021739130434782726,0.0018115942028985505,0.012681159420289854,-0.05366847826086957,1.4337318635995384
runs_vote_v7_strict_pilot_0d6093e,sports_understanding,shared_vote_error_pareto_tcs,43,"[0.20, 0.35)",27,0.38028169014084506,0.4444444444444444,0.6296296296296297,0.4444444444444444,0.1111111111111111,0.07407407407407407,0.3333333333333333,0.0015432098765432044,0.007716049382716055,0.0030864197530864374,0.004629629629629629,0.0030864197530864196,0.012538580246913582,1.15255557646862
runs_vote_v7_strict_pilot_0d6093e,sports_understanding,shared_vote_error_pareto_tcs,43,"[0.35, 0.45)",9,0.1267605633802817,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.1111111111111111,0.0,0.3333333333333333,-0.009259259259259264,0.004629629629629613,0.0018518518518518946,0.0,0.009259259259259259,-0.04513888888888889,1.1126262626262626
runs_vote_v7_strict_pilot_0d6093e,sports_understanding,shared_vote_error_pareto_tcs,43,"[0.45, 0.60)",5,0.07042253521126761,0.6,0.8,0.6,0.2,0.0,0.2,0.0,0.008333333333333326,0.003333333333333366,0.0,0.0,0.008333333333333333,0.25636363636363635
runs_vote_v7_strict_pilot_0d6093e,sports_understanding,shared_vote_error_pareto_tcs,43,"[0.60, 1.00]",7,0.09859154929577464,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.0,0.14285714285714285,0.42857142857142855,-1.586032892321652e-17,-0.017857142857142856,-0.00714285714285715,0.005952380952380952,0.005952380952380952,-0.006696428571428569,1.116103896103896
runs_vote_v7_strict_pilot_0d6093e,sports_understanding,shared_vote_error_pareto_tcs_residual_cycle_guard,42,"[0.00, 0.20)",17,0.3695652173913043,0.23529411764705882,0.5882352941176471,0.23529411764705882,0.0,0.17647058823529413,0.29411764705882354,0.007352941176470601,-0.004901960784313721,-0.0019607843137255027,0.012254901960784314,0.004901960784313725,0.023590686274509803,1.3293994186472786
runs_vote_v7_strict_pilot_0d6093e,sports_understanding,shared_vote_error_pareto_tcs_residual_cycle_guard,42,"[0.20, 0.35)",16,0.34782608695652173,0.375,0.5,0.375,0.0625,0.125,0.5,0.005208333333333329,-0.01822916666666665,-0.0072916666666666755,0.005208333333333333,0.0,0.0224609375,0.8706713516746412
runs_vote_v7_strict_pilot_0d6093e,sports_understanding,shared_vote_error_pareto_tcs_residual_cycle_guard,42,"[0.35, 0.45)",6,0.13043478260869565,0.5,0.8333333333333334,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.013888888888888895,0.006944444444444475,0.002777777777777731,0.013888888888888888,0.0,0.0685763888888889,0.646969696969697
runs_vote_v7_strict_pilot_0d6093e,sports_understanding,shared_vote_error_pareto_tcs_residual_cycle_guard,42,"[0.45, 0.60)",7,0.15217391304347827,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.005952380952380947,-0.017857142857142842,-0.007142857142857165,0.011904761904761904,0.005952380952380952,-0.002232142857142857,1.509090909090909
runs_vote_v7_strict_pilot_0d6093e,sports_understanding,shared_vote_error_pareto_tcs_residual_cycle_guard,43,"[0.00, 0.20)",21,0.3620689655172414,0.42857142857142855,0.6190476190476191,0.42857142857142855,0.14285714285714285,0.19047619047619047,0.3333333333333333,0.0039682539682539646,-0.00793650793650794,-0.0031746031746032162,0.007936507936507936,0.003968253968253968,0.014136904761904762,1.0150680272108843
runs_vote_v7_strict_pilot_0d6093e,sports_understanding,shared_vote_error_pareto_tcs_residual_cycle_guard,43,"[0.20, 0.35)",23,0.39655172413793105,0.30434782608695654,0.391304347826087,0.30434782608695654,0.08695652173913043,0.08695652173913043,0.6086956521739131,0.001811594202898549,-0.025362318840579698,-0.010144927536231882,0.003623188405797101,0.0018115942028985505,-0.008605072463768114,0.5553055262318022
runs_vote_v7_strict_pilot_0d6093e,sports_understanding,shared_vote_error_pareto_tcs_residual_cycle_guard,43,"[0.35, 0.45)",4,0.06896551724137931,0.5,0.75,0.5,0.25,0.0,0.25,0.0,2.7755575615628914e-17,2.7755575615628914e-17,0.0,0.0,-0.009114583333333332,0.47045454545454546
runs_vote_v7_strict_pilot_0d6093e,sports_understanding,shared_vote_error_pareto_tcs_residual_cycle_guard,43,"[0.45, 0.60)",6,0.10344827586206896,0.3333333333333333,0.5,0.3333333333333333,0.16666666666666666,0.0,0.5,-0.006944444444444438,-0.027777777777777752,-0.011111111111111108,0.0,0.006944444444444444,-0.0390625,0.8242316017316017
runs_vote_v7_strict_pilot_0d6093e,sports_understanding,shared_vote_error_pareto_tcs_residual_cycle_guard,43,"[0.60, 1.00]",4,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.75,0.0,-0.031249999999999972,-0.012500000000000067,0.0,0.0,-0.033854166666666664,0.459375
runs_vote_v7_strict_pilot_0d6093e,sports_understanding,shared_vote_error_pareto_tcs_residual_specialization,42,"[0.00, 0.20)",16,0.3137254901960784,0.5,0.5625,0.5,0.1875,0.1875,0.4375,0.007812500000000014,-0.010416666666666657,-0.00416666666666668,0.0078125,0.0,0.01822916666666667,1.1030653170359053
runs_vote_v7_strict_pilot_0d6093e,sports_understanding,shared_vote_error_pareto_tcs_residual_specialization,42,"[0.20, 0.35)",17,0.3333333333333333,0.47058823529411764,0.5882352941176471,0.47058823529411764,0.23529411764705882,0.23529411764705882,0.4117647058823529,0.007352941176470595,-0.014705882352941164,-0.00588235294117647,0.012254901960784314,0.004901960784313725,0.017769607843137254,1.4471352177234529
runs_vote_v7_strict_pilot_0d6093e,sports_understanding,shared_vote_error_pareto_tcs_residual_specialization,42,"[0.35, 0.45)",6,0.11764705882352941,0.5,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.013888888888888876,-0.020833333333333315,-0.008333333333333396,0.013888888888888888,0.0,0.06336805555555555,1.3029220779220778
runs_vote_v7_strict_pilot_0d6093e,sports_understanding,shared_vote_error_pareto_tcs_residual_specialization,42,"[0.45, 0.60)",10,0.19607843137254902,0.1,0.2,0.1,0.0,0.1,0.7,0.0,-0.05833333333333331,-0.023333333333333327,0.004166666666666667,0.004166666666666667,-0.06249999999999999,1.023634199134199
runs_vote_v7_strict_pilot_0d6093e,sports_understanding,shared_vote_error_pareto_tcs_residual_specialization,42,"[0.60, 1.00]",2,0.0392156862745098,0.0,0.0,0.0,0.0,0.0,1.0,-0.08333333333333326,-0.10416666666666669,-0.041666666666666574,0.0,0.08333333333333333,-0.4375,2.9236842105263157
runs_vote_v7_strict_pilot_0d6093e,sports_understanding,shared_vote_error_pareto_tcs_residual_specialization,43,"[0.00, 0.20)",31,0.40789473684210525,0.2903225806451613,0.41935483870967744,0.2903225806451613,0.06451612903225806,0.16129032258064516,0.5161290322580645,-0.008064516129032247,-0.018817204301075263,-0.007526881720430102,0.009408602150537635,0.01747311827956989,-0.049227150537634407,2.06757017176372
runs_vote_v7_strict_pilot_0d6093e,sports_understanding,shared_vote_error_pareto_tcs_residual_specialization,43,"[0.20, 0.35)",32,0.42105263157894735,0.25,0.59375,0.25,0.0,0.15625,0.375,-0.003906249999999986,-0.014322916666666657,-0.005729166666666653,0.0078125,0.01171875,-0.028157552083333332,1.5603319981648784
runs_vote_v7_strict_pilot_0d6093e,sports_understanding,shared_vote_error_pareto_tcs_residual_specialization,43,"[0.35, 0.45)",5,0.06578947368421052,0.6,0.6,0.6,0.2,0.0,0.4,-0.008333333333333326,0.0,-2.2204460492503132e-17,0.0,0.008333333333333333,-0.0375,0.949
runs_vote_v7_strict_pilot_0d6093e,sports_understanding,shared_vote_error_pareto_tcs_residual_specialization,43,"[0.45, 0.60)",4,0.05263157894736842,0.5,0.75,0.5,0.0,0.0,0.25,-0.010416666666666657,0.0,0.0,0.0,0.010416666666666666,-0.0546875,1.1857142857142857
runs_vote_v7_strict_pilot_0d6093e,sports_understanding,shared_vote_error_pareto_tcs_residual_specialization,43,"[0.60, 1.00]",4,0.05263157894736842,0.25,0.5,0.25,0.0,0.0,0.5,-0.010416666666666685,0.0,2.7755575615628914e-17,0.0,0.010416666666666666,-0.0390625,1.1954968944099378
runs_vote_v7_strict_pilot_0d6093e,sports_understanding,shared_vote_pareto_tcs_boundary_selector,42,"[0.00, 0.20)",31,0.40789473684210525,0.3225806451612903,0.4838709677419355,0.3225806451612903,0.12903225806451613,0.0967741935483871,0.5161290322580645,-0.005376344086021497,-0.014784946236559134,-0.00591397849462366,0.0,0.0,0.0,1.481470649843515
runs_vote_v7_strict_pilot_0d6093e,sports_understanding,shared_vote_pareto_tcs_boundary_selector,42,"[0.20, 0.35)",21,0.27631578947368424,0.42857142857142855,0.5238095238095238,0.42857142857142855,0.09523809523809523,0.047619047619047616,0.47619047619047616,-0.0039682539682539646,-0.015873015873015858,-0.006349206349206364,0.0,0.0,0.0,1.0557943177270908
runs_vote_v7_strict_pilot_0d6093e,sports_understanding,shared_vote_pareto_tcs_boundary_selector,42,"[0.35, 0.45)",7,0.09210526315789473,0.5714285714285714,0.8571428571428571,0.5714285714285714,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.017857142857142873,0.03571428571428571,0.014285714285714315,0.0,0.0,0.0,2.354105642256903
runs_vote_v7_strict_pilot_0d6093e,sports_understanding,shared_vote_pareto_tcs_boundary_selector,42,"[0.45, 0.60)",15,0.19736842105263158,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.2,0.26666666666666666,0.5333333333333333,7.401486830834377e-18,-0.011111111111111101,-0.004444444444444458,0.0,0.0,0.0,2.0345238095238094
runs_vote_v7_strict_pilot_0d6093e,sports_understanding,shared_vote_pareto_tcs_boundary_selector,42,"[0.60, 1.00]",2,0.02631578947368421,1.0,1.0,1.0,1.0,0.5,0.0,0.020833333333333315,0.08333333333333331,0.03333333333333338,0.0,0.0,0.0,2.5
