run_root,run_dir,task,setting,seed,epoch,step,agent_id,update_attempt_id,candidate_id,parent_id,candidate_generation,parent_generation,candidate_pool_source,candidate_source,generation_batch_type,parent_is_current_active,parent_is_existing_beam,parent_is_nonactive_beam,candidate_prompt_hash,parent_prompt_hash,active_prompt_before_hash,initial_prompt_hash,candidate_char_length,parent_char_length,candidate_word_count,parent_word_count,prompt_change_ratio_parent,prompt_change_ratio_active_before,prompt_change_ratio_initial,parent_to_initial_ratio,active_before_to_initial_ratio,distance_reconstruction_available,distance_reconstruction_reason,agent_accept_count_before,prompt_max_change_ratio,prompt_large_shift_warmup_accepts,prompt_large_shift_min_vote_delta,large_shift,large_shift_warmup_exempt,large_shift_supported,large_shift_vote_support_passed,large_shift_accuracy_support_passed,large_shift_vote_loss_support_passed,large_shift_pivotal_loss_support_passed,large_shift_shared_error_support_passed,mechanism_contract_passed,behavior_cycle_guard_passed,prompt_trust_region_passed,error_dependence_guard_passed,accuracy_guard_passed,invalid_guard_passed,exact_prompt_cycle,matched_behavior_archive,max_behavior_cycle_similarity,behavior_cycle_overlap,rejection_reason,vote_delta,accuracy_delta,vote_gain_rate,vote_loss_rate,vote_margin_delta,pivotal_rescue_rate,pivotal_loss_rate,shared_error_rescue_score,shared_error_creation_score,boundary_shared_error_net_gain,optimizer_schema_valid,optimizer_redundant_filtered,original_accuracy_invalid_dependence_feasible,trajectory_feasible,pareto_feasible,pareto_rank,pareto_selected,retained_in_beam,became_active_top1,active_prompt_changed,candidate_outcome,preserved_mechanism_count,modified_mechanism_present,target_residual_family,proposal_metadata_available,behavior_transition_l1
runs_vote_v7_strict_pilot_0d6093e,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_v7_strict_pilot_0d6093e\disambiguation_qa\shared_vote_error_pareto_tcs_residual_cycle_guard_seed42,disambiguation_qa,shared_vote_error_pareto_tcs_residual_cycle_guard,42,1,20,4,01ab05323299_e1_s20_a4,g1_a4_p26b37815e849_1_8ffead963d93,g0_00bcb3ee9efb,1,0,optimizer,teacher_critic_student,near_boundary_shared_error_repair,True,True,False,c8f535b696441b58c1a5ba1ad2cc55f12f6e71a2ccf25ba0eb36669b521aec34,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,,171,,26,0.41234567901234565,0.41234567901234565,,0.0,0.0,False,missing_full_prompt:candidate_to_initial,0,0.45,2,0.02,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False,,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.010416666666666666,0.026041666666666668,True,False,True,True,True,1,True,True,False,True,retained_nonactive_beam,,,,False,1.185
runs_vote_v7_strict_pilot_0d6093e,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_v7_strict_pilot_0d6093e\disambiguation_qa\shared_vote_error_pareto_tcs_residual_cycle_guard_seed42,disambiguation_qa,shared_vote_error_pareto_tcs_residual_cycle_guard,42,1,20,4,01ab05323299_e1_s20_a4,g0_00bcb3ee9efb,,0,,existing_beam,existing_beam,,True,True,False,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,171,171,26,26,0.0,0.0,0.0,0.0,0.0,True,,0,0.45,2,0.02,False,False,False,False,True,True,True,True,,True,True,True,True,True,False,,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,True,True,True,2,True,True,False,True,retained_nonactive_beam,,,,False,0.0
runs_vote_v7_strict_pilot_0d6093e,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_v7_strict_pilot_0d6093e\disambiguation_qa\shared_vote_error_pareto_tcs_residual_cycle_guard_seed42,disambiguation_qa,shared_vote_error_pareto_tcs_residual_cycle_guard,42,1,30,2,01ab05323299_e1_s30_a2,g2_a2_p97d5c735ecea_0_b5e03f857132,g1_a2_p26b37815e849_0_1809c81c5c68,2,1,optimizer,teacher_critic_student,near_boundary_shared_error_repair,True,True,False,fd5170fdb66cb762d69681bee0147a96dc5affaa3a4ccfd3fe9a4a949dc4d170,ed618147ac2c3fa64d0a822f6b96164f78ae408576c91cf8156443544611e3a1,ed618147ac2c3fa64d0a822f6b96164f78ae408576c91cf8156443544611e3a1,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,371,,51,,0.19484702093397743,0.19484702093397743,0.3763837638376384,,,False,"missing_full_prompt:parent_to_initial,active_to_initial",1,0.45,2,0.02,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False,accepted,0.8999999999999999,10,,0.0,0.125,0.0,0.0,0.04999999999999999,0.0,0.0,0.125,0.0,0.1875,True,False,True,True,True,0,True,True,True,True,active_top1,3,,,True,0.18000000000000002
runs_vote_v7_strict_pilot_0d6093e,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_v7_strict_pilot_0d6093e\disambiguation_qa\shared_vote_error_pareto_tcs_residual_cycle_guard_seed42,disambiguation_qa,shared_vote_error_pareto_tcs_residual_cycle_guard,42,1,30,2,01ab05323299_e1_s30_a2,g2_a2_p97d5c735ecea_1_ea9b28849917,g1_a2_p26b37815e849_0_1809c81c5c68,2,1,optimizer,teacher_critic_student,residual_capability_repair,True,True,False,8581333608eb6c3430a6701cd2540fe0f957a518a619696915aa5050cd42d21a,ed618147ac2c3fa64d0a822f6b96164f78ae408576c91cf8156443544611e3a1,ed618147ac2c3fa64d0a822f6b96164f78ae408576c91cf8156443544611e3a1,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,,,,,0.18821603927986907,0.18821603927986907,,,,False,"missing_full_prompt:candidate_to_initial,parent_to_initial,active_to_initial",1,0.45,2,0.02,False,False,False,False,True,False,False,True,,True,True,False,True,True,False,,0.0,0,not_selected,-0.041666666666666685,0.16666666666666663,0.0,0.041666666666666664,0.06666666666666668,0.0,0.041666666666666664,0.20833333333333334,0.020833333333333332,0.09375000000000003,True,False,False,False,False,,False,False,False,True,dependence_guard_rejected,,,,False,3.1999999999999997
runs_vote_v7_strict_pilot_0d6093e,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_v7_strict_pilot_0d6093e\disambiguation_qa\shared_vote_error_pareto_tcs_residual_cycle_guard_seed42,disambiguation_qa,shared_vote_error_pareto_tcs_residual_cycle_guard,42,1,30,2,01ab05323299_e1_s30_a2,g2_a2_pf5fd24ad42a1_0_472b7fb82e7f,g1_a2_p26b37815e849_1_ea5816621103,2,1,optimizer,teacher_critic_student,near_boundary_shared_error_repair,False,True,True,71e4d99d22252a51b1c2c721bd600855cca0abe5d693ff7244cb55b718927060,ef207f416e0e4bab9b4bdc48d3f7b8a74addf83dcf3c9ce219473f6207fd6e96,ed618147ac2c3fa64d0a822f6b96164f78ae408576c91cf8156443544611e3a1,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,,,,,0.10961214165261379,,,,,False,"missing_full_prompt:candidate_to_active,candidate_to_initial,parent_to_initial,active_to_initial",1,0.45,2,0.02,False,False,False,False,True,False,False,True,,True,True,False,True,True,False,,0.0,0,not_selected,-0.041666666666666685,0.041666666666666685,0.0,0.041666666666666664,0.01666666666666672,0.0,0.041666666666666664,0.08333333333333333,0.020833333333333332,-0.09374999999999999,True,False,False,False,False,,False,False,False,True,dependence_guard_rejected,,,,False,3.02
runs_vote_v7_strict_pilot_0d6093e,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_v7_strict_pilot_0d6093e\disambiguation_qa\shared_vote_error_pareto_tcs_residual_cycle_guard_seed42,disambiguation_qa,shared_vote_error_pareto_tcs_residual_cycle_guard,42,1,30,2,01ab05323299_e1_s30_a2,g2_a2_pf5fd24ad42a1_1_638377c1bd58,g1_a2_p26b37815e849_1_ea5816621103,2,1,optimizer,teacher_critic_student,residual_capability_repair,False,True,True,96b8890c2e0bd759ffa2da757af70c0793a43ae1c453cc6fc00a1e3056efe33b,ef207f416e0e4bab9b4bdc48d3f7b8a74addf83dcf3c9ce219473f6207fd6e96,ed618147ac2c3fa64d0a822f6b96164f78ae408576c91cf8156443544611e3a1,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,,,,,0.1258278145695364,,,,,False,"missing_full_prompt:candidate_to_active,candidate_to_initial,parent_to_initial,active_to_initial",1,0.45,2,0.02,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False,accepted,0.8999999999999999,10,not_selected,0.0,0.041666666666666685,0.0,0.0,0.016666666666666663,0.0,0.0,0.041666666666666664,0.0,0.0625,True,False,True,False,True,2,False,False,False,True,pareto_not_retained,,,,False,0.060000000000000005
runs_vote_v7_strict_pilot_0d6093e,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_v7_strict_pilot_0d6093e\disambiguation_qa\shared_vote_error_pareto_tcs_residual_cycle_guard_seed42,disambiguation_qa,shared_vote_error_pareto_tcs_residual_cycle_guard,42,1,30,2,01ab05323299_e1_s30_a2,g2_a2_p26b37815e849_0_a5f6fec02165,g0_00bcb3ee9efb,2,0,optimizer,teacher_critic_student,near_boundary_shared_error_repair,False,True,True,95c91ee1c69c6bf6cd3655ae1a9ea6897b1b488816fd28fd8034762fe8bbc28f,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,ed618147ac2c3fa64d0a822f6b96164f78ae408576c91cf8156443544611e3a1,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,,171,,26,0.3385826771653543,,,0.0,,False,"missing_full_prompt:candidate_to_active,candidate_to_initial,active_to_initial",1,0.45,2,0.02,False,False,False,False,True,False,False,True,,True,True,False,True,True,False,,0.0,0,not_selected,-0.041666666666666685,0.041666666666666685,0.0,0.041666666666666664,0.016666666666666663,0.0,0.041666666666666664,0.08333333333333333,0.020833333333333332,-0.09374999999999999,True,False,False,False,False,,False,False,False,True,dependence_guard_rejected,,,,False,3.02
runs_vote_v7_strict_pilot_0d6093e,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_v7_strict_pilot_0d6093e\disambiguation_qa\shared_vote_error_pareto_tcs_residual_cycle_guard_seed42,disambiguation_qa,shared_vote_error_pareto_tcs_residual_cycle_guard,42,1,30,2,01ab05323299_e1_s30_a2,g2_a2_p26b37815e849_1_dcadf3f857e2,g0_00bcb3ee9efb,2,0,optimizer,teacher_critic_student,residual_capability_repair,False,True,True,63f208067457e2fa920807aaace497f0f696c3f78ad68da828c6cdc52951b692,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,ed618147ac2c3fa64d0a822f6b96164f78ae408576c91cf8156443544611e3a1,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,,171,,26,0.4602510460251046,,,0.0,,False,"missing_full_prompt:candidate_to_active,candidate_to_initial,active_to_initial",1,0.45,2,0.02,True,True,False,False,True,True,True,True,True,True,True,True,True,True,False,accepted,0.8999999999999999,10,,0.0,0.041666666666666685,0.0,0.0,0.016666666666666663,0.0,0.0,0.041666666666666664,0.0,0.0625,True,False,True,True,True,2,True,True,False,True,retained_nonactive_beam,,,,False,0.060000000000000005
runs_vote_v7_strict_pilot_0d6093e,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_v7_strict_pilot_0d6093e\disambiguation_qa\shared_vote_error_pareto_tcs_residual_cycle_guard_seed42,disambiguation_qa,shared_vote_error_pareto_tcs_residual_cycle_guard,42,1,30,2,01ab05323299_e1_s30_a2,g1_a2_p26b37815e849_0_1809c81c5c68,g0_00bcb3ee9efb,1,0,existing_beam,existing_beam,,True,True,False,ed618147ac2c3fa64d0a822f6b96164f78ae408576c91cf8156443544611e3a1,ed618147ac2c3fa64d0a822f6b96164f78ae408576c91cf8156443544611e3a1,ed618147ac2c3fa64d0a822f6b96164f78ae408576c91cf8156443544611e3a1,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,,,,,0.0,0.0,,,,False,"missing_full_prompt:candidate_to_initial,parent_to_initial,active_to_initial",1,0.45,2,0.02,False,False,False,False,True,True,True,True,,True,True,True,True,True,False,,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,True,True,True,,False,False,False,True,existing_beam,4,,,True,0.0
runs_vote_v7_strict_pilot_0d6093e,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_v7_strict_pilot_0d6093e\disambiguation_qa\shared_vote_error_pareto_tcs_residual_cycle_guard_seed42,disambiguation_qa,shared_vote_error_pareto_tcs_residual_cycle_guard,42,1,30,2,01ab05323299_e1_s30_a2,g1_a2_p26b37815e849_1_ea5816621103,g0_00bcb3ee9efb,1,0,existing_beam,existing_beam,,True,True,False,ef207f416e0e4bab9b4bdc48d3f7b8a74addf83dcf3c9ce219473f6207fd6e96,ed618147ac2c3fa64d0a822f6b96164f78ae408576c91cf8156443544611e3a1,ed618147ac2c3fa64d0a822f6b96164f78ae408576c91cf8156443544611e3a1,b5a173b7c570bcba287a93de26d72949b641367cb3a9b478125130551ac3b82a,,,,,0.6536964980544747,0.6536964980544747,,,,False,"missing_full_prompt:candidate_to_initial,parent_to_initial,active_to_initial",1,0.45,2,0.02,False,False,False,False,True,True,True,True,,True,True,True,True,True,False,,0.8999999999999999,10,,0.0,0.08333333333333331,0.0,0.0,0.033333333333333326,0.0,0.0,0.08333333333333333,0.0,0.125,,,True,True,True,1,True,True,False,True,retained_nonactive_beam,,,,False,0.12000000000000001
