blinded_id,bucket,mean_trace_embedding_chunks,model,question_hash,run_dir,run_name,team_family_diversity,team_family_homogeneity_rate,team_major_family_diversity,trace_embedding_chunk_overlap,trace_embedding_chunk_words,trace_embedding_cosine_diversity,trace_embedding_cosine_similarity,trace_embedding_model,trace_embedding_status,trace_embedding_text_count,trace_token_cosine_diversity,trace_token_cosine_similarity,vote_correct
P7G0025,low_strategy,1.0,gpt-4o-mini,6b1eb1e617dc,prove_experiments\cleaned_runs\P4_same_elimination_gpt4omini_seed42,P4_same_elimination_gpt4omini_seed42,0.2646804326436821,0.9737948294722722,0.0,40,320,0.010744224459863339,0.9892557755401367,BAAI/bge-small-en-v1.5,ok,5,0.07159474381104824,0.9284052561889518,1.0
P7G0026,low_strategy,1.0,gemini-2.5-flash-lite,82e534086949,prove_experiments\cleaned_runs\P4_same_elimination_gemini_flash_lite_seed42,P4_same_elimination_gemini_flash_lite_seed42,0.26668463622118677,0.9624024244089812,2.220446049250313e-16,40,320,0.04162818546358937,0.9583718145364106,BAAI/bge-small-en-v1.5,ok,5,0.15153492354096865,0.8484650764590314,1.0
P7G0027,low_text_high_strategy,1.0,deepseek-chat,11f7bfe474b4,prove_experiments\cleaned_runs\P4_same_elimination_deepseek_chat_seed42,P4_same_elimination_deepseek_chat_seed42,0.6594168940368601,0.6930161778357686,0.584238811642856,40,320,0.027489528393583207,0.9725104716064168,BAAI/bge-small-en-v1.5,ok,5,0.05487959059606895,0.945120409403931,1.0
P7G0028,high_strategy,1.0,deepseek-chat,557a0c8a62f6,prove_experiments\cleaned_runs\P4_same_elimination_deepseek_chat_seed42,P4_same_elimination_deepseek_chat_seed42,0.6590886778228116,0.5772151898734177,0.7219280948873623,40,320,0.030497841489367516,0.9695021585106325,BAAI/bge-small-en-v1.5,ok,5,0.17236849275738386,0.8276315072426161,1.0
P7G0029,high_text_low_strategy,1.8,gpt-4o-mini,a8ec159ddb55,prove_experiments\cleaned_runs\P4_mixed_strategy_gpt4omini_seed42,P4_mixed_strategy_gpt4omini_seed42,0.36096404744368116,0.6,0.7219280948873623,40,320,0.050546186422926964,0.949453813577073,BAAI/bge-small-en-v1.5,ok,5,0.18476417599607642,0.8152358240039236,0.0
P7G0030,high_text_low_strategy,1.0,deepseek-chat,f4888ae525b1,prove_experiments\cleaned_runs\P4_same_definition_deepseek_chat_seed42,P4_same_definition_deepseek_chat_seed42,0.36096404744368116,0.6,0.7219280948873623,40,320,0.030363029852739865,0.9696369701472601,BAAI/bge-small-en-v1.5,ok,5,0.20616683601719277,0.7938331639828072,1.0
P7G0031,high_text_low_strategy,1.0,qwen3.5-plus,e668c65c8a2a,prove_experiments\cleaned_runs\P4_same_elimination_qwen35_plus_seed42,P4_same_elimination_qwen35_plus_seed42,0.3463392121887338,0.9772151898734178,0.0,40,320,0.061215837491033875,0.9387841625089661,BAAI/bge-small-en-v1.5,ok,5,0.16708231815881014,0.8329176818411899,1.0
P7G0032,high_strategy,2.0,gemini-2.5-flash-lite,72ec25d9df6f,prove_experiments\cleaned_runs\P4_mixed_strategy_gemini_flash_lite_seed42,P4_mixed_strategy_gemini_flash_lite_seed42,0.6426046440084257,0.3538528862264413,0.7931675117617045,40,320,0.04474999314429429,0.9552500068557057,BAAI/bge-small-en-v1.5,ok,5,0.09338436034779818,0.9066156396522018,1.0
P7G0033,high_strategy,1.0,deepseek-chat,4287ffc2abab,prove_experiments\cleaned_runs\P4_same_definition_deepseek_chat_seed42,P4_same_definition_deepseek_chat_seed42,0.6854752972273344,0.45,0.7219280948873623,40,320,0.0749227067170809,0.9250772932829191,BAAI/bge-small-en-v1.5,ok,5,0.22838653130699083,0.7716134686930092,1.0
P7G0034,high_text_low_strategy,1.0,deepseek-chat,5cda29621931,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.2833462224894365,0.6,0.566692444978873,40,320,0.04926904578844249,0.9507309542115575,BAAI/bge-small-en-v1.5,ok,5,0.2863680325409722,0.7136319674590278,1.0
P7G0035,low_strategy,1.6,gemini-2.5-flash-lite,7df68c8b1641,prove_experiments\cleaned_runs\P4_same_elimination_gemini_flash_lite_seed42,P4_same_elimination_gemini_flash_lite_seed42,0.3247323926339564,0.5757435090054173,0.6494647852679128,40,320,0.03170725905632721,0.9682927409436728,BAAI/bge-small-en-v1.5,ok,5,0.05835369040889238,0.9416463095911076,1.0
P7G0036,low_text_high_strategy,1.0,gemini-2.5-flash-lite,e0adf9fd8810,prove_experiments\cleaned_runs\P4_same_elimination_gemini_flash_lite_seed42,P4_same_elimination_gemini_flash_lite_seed42,0.624735799847681,0.40162202331374425,0.7931675117617045,40,320,0.03025553067381881,0.9697444693261812,BAAI/bge-small-en-v1.5,ok,5,0.058296983536388125,0.9417030164636119,1.0
P7G0037,low_text_high_strategy,1.4,gemini-2.5-flash-lite,7f58595c17d5,prove_experiments\cleaned_runs\P4_same_definition_gemini_flash_lite_seed42,P4_same_definition_gemini_flash_lite_seed42,0.6247350668384981,0.6577289117160984,0.9580420222262997,40,320,0.03650696494012151,0.9634930350598785,BAAI/bge-small-en-v1.5,ok,5,0.060554399130708036,0.939445600869292,1.0
P7G0038,low_text_high_strategy,1.0,qwen3.5-plus,eb4a8d4679f1,prove_experiments\cleaned_runs\P4_same_definition_qwen35_plus_seed42,P4_same_definition_qwen35_plus_seed42,0.7020537256935432,0.3912649431574241,0.9709505944546688,40,320,0.022470115227541276,0.9775298847724587,BAAI/bge-small-en-v1.5,ok,5,0.0702090831772606,0.9297909168227394,1.0
P7G0039,low_strategy,1.0,deepseek-chat,de566530eac3,prove_experiments\cleaned_runs\P4_same_elimination_deepseek_chat_seed42,P4_same_elimination_deepseek_chat_seed42,0.37407101812369936,0.7189517391155461,0.0,40,320,0.02646697963381983,0.9735330203661802,BAAI/bge-small-en-v1.5,ok,5,0.07477713225547988,0.9252228677445201,1.0
P7G0040,low_text_high_strategy,1.0,qwen3.5-plus,11f7bfe474b4,prove_experiments\cleaned_runs\P4_mixed_strategy_qwen35_plus_seed42,P4_mixed_strategy_qwen35_plus_seed42,0.8281977730861294,0.20966167351044512,0.9269509774012185,40,320,0.04431835980579868,0.9556816401942013,BAAI/bge-small-en-v1.5,ok,5,0.08468321634031817,0.9153167836596818,1.0
P7G0041,high_text_low_strategy,1.0,gpt-4o-mini,e318897b7120,prove_experiments\cleaned_runs\P4_mixed_strategy_gpt4omini_seed42,P4_mixed_strategy_gpt4omini_seed42,0.36086673853673645,0.8381592816702123,0.0,40,320,0.08898699316056524,0.9110130068394348,BAAI/bge-small-en-v1.5,ok,5,0.22944095463056535,0.7705590453694346,1.0
P7G0042,high_text_low_strategy,1.0,deepseek-chat,a8035d6baa18,prove_experiments\cleaned_runs\P4_same_elimination_deepseek_chat_seed42,P4_same_elimination_deepseek_chat_seed42,0.2646804326436821,0.9737948294722722,0.0,40,320,0.04043742505342818,0.9595625749465718,BAAI/bge-small-en-v1.5,ok,5,0.167706038731661,0.832293961268339,1.0
P7G0043,low_strategy,1.0,deepseek-chat,ae156bbb57f7,prove_experiments\cleaned_runs\P4_same_definition_deepseek_chat_seed42,P4_same_definition_deepseek_chat_seed42,0.0,1.0,0.0,40,320,0.05596999950917669,0.9440300004908233,BAAI/bge-small-en-v1.5,ok,5,0.24465447677666852,0.7553455232233315,1.0
P7G0044,high_text_low_strategy,1.0,gpt-4o-mini,2e76aaa7f5bf,prove_experiments\cleaned_runs\P4_same_elimination_gpt4omini_seed42,P4_same_elimination_gpt4omini_seed42,0.26668463622118677,0.9624024244089812,2.220446049250313e-16,40,320,0.03857807887755538,0.9614219211224446,BAAI/bge-small-en-v1.5,ok,5,0.19490525295194805,0.805094747048052,0.0
P7G0045,high_text_low_strategy,1.0,qwen3.5-plus,70abc09af563,prove_experiments\cleaned_runs\P4_same_elimination_qwen35_plus_seed42,P4_same_elimination_qwen35_plus_seed42,0.3424798724073079,0.8819558703972564,0.0,40,320,0.02114459730497842,0.9788554026950216,BAAI/bge-small-en-v1.5,ok,5,0.17396656855700576,0.8260334314429942,1.0
P7G0046,high_strategy,1.0,gpt-4o-mini,98cc20f41460,prove_experiments\cleaned_runs\P4_same_definition_gpt4omini_seed42,P4_same_definition_gpt4omini_seed42,0.9002929550132142,0.43690420497287397,0.998845535995202,40,320,0.04970113561475975,0.9502988643852402,BAAI/bge-small-en-v1.5,ok,5,0.2067571901669657,0.7932428098330343,1.0
P7G0047,high_strategy,1.0,deepseek-chat,66cb33382134,prove_experiments\cleaned_runs\P4_same_elimination_deepseek_chat_seed42,P4_same_elimination_deepseek_chat_seed42,0.7666401210470786,0.18656076298761357,0.8687374713958139,40,320,0.07205583166390617,0.9279441683360938,BAAI/bge-small-en-v1.5,ok,5,0.2127018054662393,0.7872981945337607,1.0
P7G0048,high_strategy,1.0,gemini-2.5-flash-lite,9988718b5a7a,prove_experiments\cleaned_runs\P4_same_elimination_gemini_flash_lite_seed42,P4_same_elimination_gemini_flash_lite_seed42,0.6594168940368601,0.7506859045027138,0.584238811642856,40,320,0.03233954291460717,0.9676604570853928,BAAI/bge-small-en-v1.5,ok,5,0.06984393391827237,0.9301560660817276,1.0
P7G0049,low_strategy,1.0,qwen3.5-plus,70abc09af563,prove_experiments\cleaned_runs\P4_same_definition_qwen35_plus_seed42,P4_same_definition_qwen35_plus_seed42,0.34003852286413994,0.9737948294722722,0.0,40,320,0.029299286095954336,0.9707007139040457,BAAI/bge-small-en-v1.5,ok,5,0.190098767248162,0.809901232751838,1.0
P7G0050,low_text_high_strategy,1.0,gpt-4o-mini,710756be0535,prove_experiments\cleaned_runs\P4_same_elimination_gpt4omini_seed42,P4_same_elimination_gpt4omini_seed42,0.6755495649662562,0.41301442837703534,0.7931675117617045,40,320,0.045734311010231954,0.954265688989768,BAAI/bge-small-en-v1.5,ok,5,0.08291837725427198,0.917081622745728,1.0
P7G0051,high_text_low_strategy,1.0,gpt-4o-mini,71a57db45dbf,prove_experiments\cleaned_runs\P4_same_definition_gpt4omini_seed42,P4_same_definition_gpt4omini_seed42,0.2646804326436821,0.9737948294722722,0.0,40,320,0.06121827433464322,0.9387817256653568,BAAI/bge-small-en-v1.5,ok,5,0.17320724267932586,0.8267927573206741,1.0
P7G0052,low_text_high_strategy,1.0,deepseek-chat,94c6b3e7fb22,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.7374795893110878,0.1600314463413431,0.9035846904822703,40,320,0.020026039344616775,0.9799739606553832,BAAI/bge-small-en-v1.5,ok,5,0.04462467269295389,0.9553753273070461,1.0
P7G0053,low_text_high_strategy,1.4,gpt-4o-mini,aea67609c697,prove_experiments\cleaned_runs\P4_mixed_strategy_gpt4omini_seed42,P4_mixed_strategy_gpt4omini_seed42,0.6138059124276741,0.35908789478687514,0.8483714889838745,40,320,0.04153320542828243,0.9584667945717176,BAAI/bge-small-en-v1.5,ok,5,0.0434698656691479,0.9565301343308521,0.0
P7G0054,high_strategy,1.0,gpt-4o-mini,0d434c2f3f4e,prove_experiments\cleaned_runs\P4_mixed_strategy_gpt4omini_seed42,P4_mixed_strategy_gpt4omini_seed42,0.8718306279398222,0.39563247157871206,0.9709505944546688,40,320,0.0282787391880287,0.9717212608119713,BAAI/bge-small-en-v1.5,ok,5,0.06515617627561254,0.9348438237243875,1.0
P7G0055,high_text_low_strategy,1.0,gpt-4o-mini,3a5320d3e422,prove_experiments\cleaned_runs\P4_mixed_strategy_gpt4omini_seed42,P4_mixed_strategy_gpt4omini_seed42,0.2833462224894365,0.8828718338977234,0.0,40,320,0.07317786618391364,0.9268221338160864,BAAI/bge-small-en-v1.5,ok,5,0.19124616460156962,0.8087538353984304,1.0
P7G0056,high_strategy,1.0,gpt-4o-mini,a63408590859,prove_experiments\cleaned_runs\P4_mixed_strategy_gpt4omini_seed42,P4_mixed_strategy_gpt4omini_seed42,0.6804041661550424,0.6338973870846196,0.5842388116428562,40,320,0.04793234520148926,0.9520676547985107,BAAI/bge-small-en-v1.5,ok,5,0.14930259112569855,0.8506974088743015,1.0
P7G0057,low_strategy,1.0,deepseek-chat,40a7b21be7a8,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.38680219357520185,0.3,0.7736043871504037,40,320,0.03271274068785934,0.9672872593121407,BAAI/bge-small-en-v1.5,ok,5,0.2692080696847249,0.7307919303152751,1.0
P7G0058,high_strategy,2.8,gemini-2.5-flash-lite,e83a88d607f5,prove_experiments\cleaned_runs\P4_same_definition_gemini_flash_lite_seed42,P4_same_definition_gemini_flash_lite_seed42,0.6796515544056624,0.3573151086036069,0.7931675117617045,40,320,0.02506625395974138,0.9749337460402586,BAAI/bge-small-en-v1.5,ok,5,0.05327418560327657,0.9467258143967234,1.0
P7G0059,low_text_high_strategy,1.0,gemini-2.5-flash-lite,f4888ae525b1,prove_experiments\cleaned_runs\P4_same_definition_gemini_flash_lite_seed42,P4_same_definition_gemini_flash_lite_seed42,0.7197855300853532,0.5755523682864503,0.8554508105601307,40,320,0.024706998059826568,0.9752930019401734,BAAI/bge-small-en-v1.5,ok,5,0.07029701798129173,0.9297029820187083,1.0
P7G0060,low_text_high_strategy,1.6,gemini-2.5-flash-lite,9fa057383e15,prove_experiments\cleaned_runs\P4_same_definition_gemini_flash_lite_seed42,P4_same_definition_gemini_flash_lite_seed42,0.6544788325876625,0.44751933820372536,0.7219280948873623,40,320,0.06443050841647813,0.9355694915835219,BAAI/bge-small-en-v1.5,ok,5,0.07593739567137481,0.9240626043286252,0.0
P7G0061,high_strategy,1.0,gpt-4o-mini,7f58595c17d5,prove_experiments\cleaned_runs\P4_mixed_strategy_gpt4omini_seed42,P4_mixed_strategy_gpt4omini_seed42,0.6261739753041187,0.45652488356591886,0.9953784388202258,40,320,0.04903425518143023,0.9509657448185698,BAAI/bge-small-en-v1.5,ok,5,0.13836501255616152,0.8616349874438385,1.0
P7G0062,high_text_low_strategy,1.0,deepseek-chat,2d6dfe40fd5d,prove_experiments\cleaned_runs\P4_same_elimination_deepseek_chat_seed42,P4_same_elimination_deepseek_chat_seed42,0.3246804326436822,0.9505410347014699,0.32744491915447616,40,320,0.05052904355573651,0.9494709564442635,BAAI/bge-small-en-v1.5,ok,5,0.17618400529241796,0.823815994707582,1.0
P7G0063,high_strategy,1.0,gpt-4o-mini,e668c65c8a2a,prove_experiments\cleaned_runs\P4_same_definition_gpt4omini_seed42,P4_same_definition_gpt4omini_seed42,0.8511160408831084,0.3855687406257785,0.9709505944546688,40,320,0.03846572432060602,0.961534275679394,BAAI/bge-small-en-v1.5,ok,5,0.18098184250266303,0.819018157497337,1.0
P7G0064,low_strategy,1.0,gpt-4o-mini,b6f82dae77a3,prove_experiments\cleaned_runs\P4_mixed_strategy_gpt4omini_seed42,P4_mixed_strategy_gpt4omini_seed42,0.2646804326436821,0.9737948294722722,0.0,40,320,0.051692404633553735,0.9483075953664463,BAAI/bge-small-en-v1.5,ok,5,0.13016036795388963,0.8698396320461104,1.0
P7G0065,low_strategy,1.0,qwen3.5-plus,d448d01be0a9,prove_experiments\cleaned_runs\P4_same_elimination_qwen35_plus_seed42,P4_same_elimination_qwen35_plus_seed42,0.3424798724073079,0.8819558703972566,0.0,40,320,0.02322369100181343,0.9767763089981866,BAAI/bge-small-en-v1.5,ok,5,0.11702359636261195,0.882976403637388,1.0
P7G0066,high_strategy,1.0,qwen3.5-plus,2985ffe3f94f,prove_experiments\cleaned_runs\P4_same_elimination_qwen35_plus_seed42,P4_same_elimination_qwen35_plus_seed42,0.9561537008295298,0.38465162968815503,0.9248187049730301,40,320,0.04962560324993104,0.950374396750069,BAAI/bge-small-en-v1.5,ok,5,0.19608522100608783,0.8039147789939122,0.0
P7G0067,high_strategy,1.0,gpt-4o-mini,8c99aeac3800,prove_experiments\cleaned_runs\P4_mixed_strategy_gpt4omini_seed42,P4_mixed_strategy_gpt4omini_seed42,0.6881420362473988,0.4591719582549684,0.9953784388202258,40,320,0.06745915065395391,0.9325408493460461,BAAI/bge-small-en-v1.5,ok,5,0.09940068813775826,0.9005993118622417,1.0
P7G0068,low_strategy,1.0,gpt-4o-mini,237cf3345f62,prove_experiments\cleaned_runs\P4_same_elimination_gpt4omini_seed42,P4_same_elimination_gpt4omini_seed42,0.0,1.0,0.0,40,320,0.027846894869501204,0.9721531051304988,BAAI/bge-small-en-v1.5,ok,5,0.09858305310490212,0.9014169468950979,1.0
P7G0069,high_text_low_strategy,1.2,qwen3.5-plus,df0e7d3fed0d,prove_experiments\cleaned_runs\P4_mixed_strategy_qwen35_plus_seed42,P4_mixed_strategy_qwen35_plus_seed42,0.36096404744368116,0.6,0.7219280948873623,40,320,0.034222362163381925,0.9657776378366181,BAAI/bge-small-en-v1.5,ok,5,0.16071154672808274,0.8392884532719173,1.0
P7G0070,low_strategy,1.0,gpt-4o-mini,c54ef59ad0bb,prove_experiments\cleaned_runs\P4_same_elimination_gpt4omini_seed42,P4_same_elimination_gpt4omini_seed42,0.36096404744368116,0.6,0.7219280948873623,40,320,0.0113969737149342,0.9886030262850658,BAAI/bge-small-en-v1.5,ok,5,0.03935678253870667,0.9606432174612933,1.0
P7G0071,high_text_low_strategy,1.0,deepseek-chat,2985ffe3f94f,prove_experiments\cleaned_runs\P4_same_definition_deepseek_chat_seed42,P4_same_definition_deepseek_chat_seed42,0.2646804326436821,0.9737948294722724,0.0,40,320,0.06219359711137362,0.9378064028886264,BAAI/bge-small-en-v1.5,ok,5,0.279863627612046,0.720136372387954,0.0
P7G0072,high_text_low_strategy,1.0,deepseek-chat,03c44704cc48,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.38510856497278834,0.8897749637393657,0.0,40,320,0.059244130315031285,0.9407558696849687,BAAI/bge-small-en-v1.5,ok,5,0.26065957591084776,0.7393404240891522,1.0
P7G0073,high_text_low_strategy,1.0,qwen3.5-plus,daaf2e0aa6f2,prove_experiments\cleaned_runs\P4_same_elimination_qwen35_plus_seed42,P4_same_elimination_qwen35_plus_seed42,0.3776608994682485,0.9291139240506329,2.220446049250313e-16,40,320,0.06812122703577417,0.9318787729642258,BAAI/bge-small-en-v1.5,ok,5,0.23544872068247114,0.7645512793175289,1.0
