seed,update_index,target_agent_id,variant,question_hash,item_role,tier
48,1,1,C1_BOUNDARY_PROPAGATION,91e780478a119714a4cdd8bb4ecf8b91c54899826c61e98181f2081654aa45d0,repair,R4_OTHER_ASSIGNED
48,1,1,C2_BOUNDARY_PLUS_PRESERVATION,91e780478a119714a4cdd8bb4ecf8b91c54899826c61e98181f2081654aa45d0,repair,R4_OTHER_ASSIGNED
48,1,1,C3_COALITION_AWARE_PRESERVATION,91e780478a119714a4cdd8bb4ecf8b91c54899826c61e98181f2081654aa45d0,repair,R4_OTHER_ASSIGNED
48,1,1,C1_BOUNDARY_PROPAGATION,99dc366eb8624ce1db6deaa5dbadbfd32a86d773d9fd7ceb3549895a41307717,repair,R4_OTHER_ASSIGNED
48,1,1,C2_BOUNDARY_PLUS_PRESERVATION,99dc366eb8624ce1db6deaa5dbadbfd32a86d773d9fd7ceb3549895a41307717,repair,R4_OTHER_ASSIGNED
48,1,1,C3_COALITION_AWARE_PRESERVATION,99dc366eb8624ce1db6deaa5dbadbfd32a86d773d9fd7ceb3549895a41307717,repair,R4_OTHER_ASSIGNED
48,1,1,C1_BOUNDARY_PROPAGATION,a25893dde99448f79531912c0dc8e1fa1c208680d9854f351577121d4b5f534f,repair,R4_OTHER_ASSIGNED
48,1,1,C2_BOUNDARY_PLUS_PRESERVATION,a25893dde99448f79531912c0dc8e1fa1c208680d9854f351577121d4b5f534f,repair,R4_OTHER_ASSIGNED
48,1,1,C3_COALITION_AWARE_PRESERVATION,a25893dde99448f79531912c0dc8e1fa1c208680d9854f351577121d4b5f534f,repair,R4_OTHER_ASSIGNED
48,1,1,C2_BOUNDARY_PLUS_PRESERVATION,01718089b539159d1f6cc1589f5fbf2244bcebbca8cf14084fe222c42a13fc0a,preservation,P2_COALITION_SUPPORT
48,1,1,C3_COALITION_AWARE_PRESERVATION,01718089b539159d1f6cc1589f5fbf2244bcebbca8cf14084fe222c42a13fc0a,preservation,P2_COALITION_SUPPORT
48,1,1,C2_BOUNDARY_PLUS_PRESERVATION,02c4fb68e34c1a4672fe1f08eae762250b21e853a88c7d12230f791a1e60fd18,preservation,P2_COALITION_SUPPORT
48,1,1,C3_COALITION_AWARE_PRESERVATION,02c4fb68e34c1a4672fe1f08eae762250b21e853a88c7d12230f791a1e60fd18,preservation,P2_COALITION_SUPPORT
48,1,1,C2_BOUNDARY_PLUS_PRESERVATION,13bc39c926081f04b8e256af08f7faaabead9f5bee36b7b3c007442fdfeec024,preservation,P2_COALITION_SUPPORT
48,1,1,C3_COALITION_AWARE_PRESERVATION,13bc39c926081f04b8e256af08f7faaabead9f5bee36b7b3c007442fdfeec024,preservation,P2_COALITION_SUPPORT
48,1,1,C2_BOUNDARY_PLUS_PRESERVATION,18295a22847ff6b690848ca5028a5d19af59c1b4cf2b09fb08dca5c9818a9211,preservation,P2_COALITION_SUPPORT
48,1,1,C3_COALITION_AWARE_PRESERVATION,18295a22847ff6b690848ca5028a5d19af59c1b4cf2b09fb08dca5c9818a9211,preservation,P2_COALITION_SUPPORT
48,1,1,C2_BOUNDARY_PLUS_PRESERVATION,1cbc6671d2468407bec44d4fcea857c6ca8090fff77855b7099513074511f9f8,preservation,P2_COALITION_SUPPORT
48,1,1,C3_COALITION_AWARE_PRESERVATION,1cbc6671d2468407bec44d4fcea857c6ca8090fff77855b7099513074511f9f8,preservation,P2_COALITION_SUPPORT
48,1,1,C2_BOUNDARY_PLUS_PRESERVATION,28002f5c5b85d3e013568bad39c1e746339800e201423b86a5287eaf77992a40,preservation,P2_COALITION_SUPPORT
48,1,1,C3_COALITION_AWARE_PRESERVATION,28002f5c5b85d3e013568bad39c1e746339800e201423b86a5287eaf77992a40,preservation,P2_COALITION_SUPPORT
48,1,0,C0_CURRENT_V15,38100a39707ef9399acc5e4ca32d137c48e41fc8da463d881e43d2b887fca075,historical_context_unknown_role,not_separable
48,1,0,C0_CURRENT_V15,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,historical_context_unknown_role,not_separable
48,1,0,C1_BOUNDARY_PROPAGATION,38100a39707ef9399acc5e4ca32d137c48e41fc8da463d881e43d2b887fca075,repair,R2_SINGLETON_FRAGMENTED
48,1,0,C2_BOUNDARY_PLUS_PRESERVATION,38100a39707ef9399acc5e4ca32d137c48e41fc8da463d881e43d2b887fca075,repair,R2_SINGLETON_FRAGMENTED
48,1,0,C3_COALITION_AWARE_PRESERVATION,38100a39707ef9399acc5e4ca32d137c48e41fc8da463d881e43d2b887fca075,repair,R2_SINGLETON_FRAGMENTED
48,1,0,C1_BOUNDARY_PROPAGATION,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,repair,R2_SINGLETON_FRAGMENTED
48,1,0,C2_BOUNDARY_PLUS_PRESERVATION,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,repair,R2_SINGLETON_FRAGMENTED
48,1,0,C3_COALITION_AWARE_PRESERVATION,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,repair,R2_SINGLETON_FRAGMENTED
48,1,0,C1_BOUNDARY_PROPAGATION,e5ea73458c15216da1433eb90dee13dd59e142b50b4277f2510ddd1340e29ebd,repair,R2_SINGLETON_FRAGMENTED
48,1,0,C2_BOUNDARY_PLUS_PRESERVATION,e5ea73458c15216da1433eb90dee13dd59e142b50b4277f2510ddd1340e29ebd,repair,R2_SINGLETON_FRAGMENTED
48,1,0,C3_COALITION_AWARE_PRESERVATION,e5ea73458c15216da1433eb90dee13dd59e142b50b4277f2510ddd1340e29ebd,repair,R2_SINGLETON_FRAGMENTED
48,1,0,C2_BOUNDARY_PLUS_PRESERVATION,01718089b539159d1f6cc1589f5fbf2244bcebbca8cf14084fe222c42a13fc0a,preservation,P2_COALITION_SUPPORT
48,1,0,C3_COALITION_AWARE_PRESERVATION,01718089b539159d1f6cc1589f5fbf2244bcebbca8cf14084fe222c42a13fc0a,preservation,P2_COALITION_SUPPORT
48,1,0,C2_BOUNDARY_PLUS_PRESERVATION,02c4fb68e34c1a4672fe1f08eae762250b21e853a88c7d12230f791a1e60fd18,preservation,P2_COALITION_SUPPORT
48,1,0,C3_COALITION_AWARE_PRESERVATION,02c4fb68e34c1a4672fe1f08eae762250b21e853a88c7d12230f791a1e60fd18,preservation,P2_COALITION_SUPPORT
48,1,0,C2_BOUNDARY_PLUS_PRESERVATION,13bc39c926081f04b8e256af08f7faaabead9f5bee36b7b3c007442fdfeec024,preservation,P2_COALITION_SUPPORT
48,1,0,C3_COALITION_AWARE_PRESERVATION,13bc39c926081f04b8e256af08f7faaabead9f5bee36b7b3c007442fdfeec024,preservation,P2_COALITION_SUPPORT
48,1,0,C2_BOUNDARY_PLUS_PRESERVATION,169fb87183cfab9e52df3d990ad1595a342f8579aba1ec691683cd21219808fe,preservation,P2_COALITION_SUPPORT
48,1,0,C3_COALITION_AWARE_PRESERVATION,169fb87183cfab9e52df3d990ad1595a342f8579aba1ec691683cd21219808fe,preservation,P2_COALITION_SUPPORT
48,1,0,C2_BOUNDARY_PLUS_PRESERVATION,18295a22847ff6b690848ca5028a5d19af59c1b4cf2b09fb08dca5c9818a9211,preservation,P2_COALITION_SUPPORT
48,1,0,C3_COALITION_AWARE_PRESERVATION,18295a22847ff6b690848ca5028a5d19af59c1b4cf2b09fb08dca5c9818a9211,preservation,P2_COALITION_SUPPORT
48,1,0,C2_BOUNDARY_PLUS_PRESERVATION,1cbc6671d2468407bec44d4fcea857c6ca8090fff77855b7099513074511f9f8,preservation,P2_COALITION_SUPPORT
48,1,0,C3_COALITION_AWARE_PRESERVATION,1cbc6671d2468407bec44d4fcea857c6ca8090fff77855b7099513074511f9f8,preservation,P2_COALITION_SUPPORT
48,2,4,C0_CURRENT_V15,38100a39707ef9399acc5e4ca32d137c48e41fc8da463d881e43d2b887fca075,historical_context_unknown_role,not_separable
48,2,4,C0_CURRENT_V15,55d982ac6e7025a805e7a9ec459148237716daae0c5e6475fcd9b50da7120a0e,historical_context_unknown_role,not_separable
48,2,4,C1_BOUNDARY_PROPAGATION,38100a39707ef9399acc5e4ca32d137c48e41fc8da463d881e43d2b887fca075,repair,R1_ONE_REPAIR_AWAY
48,2,4,C2_BOUNDARY_PLUS_PRESERVATION,38100a39707ef9399acc5e4ca32d137c48e41fc8da463d881e43d2b887fca075,repair,R1_ONE_REPAIR_AWAY
48,2,4,C3_COALITION_AWARE_PRESERVATION,38100a39707ef9399acc5e4ca32d137c48e41fc8da463d881e43d2b887fca075,repair,R1_ONE_REPAIR_AWAY
48,2,4,C1_BOUNDARY_PROPAGATION,55d982ac6e7025a805e7a9ec459148237716daae0c5e6475fcd9b50da7120a0e,repair,R1_ONE_REPAIR_AWAY
48,2,4,C2_BOUNDARY_PLUS_PRESERVATION,55d982ac6e7025a805e7a9ec459148237716daae0c5e6475fcd9b50da7120a0e,repair,R1_ONE_REPAIR_AWAY
48,2,4,C3_COALITION_AWARE_PRESERVATION,55d982ac6e7025a805e7a9ec459148237716daae0c5e6475fcd9b50da7120a0e,repair,R1_ONE_REPAIR_AWAY
48,2,4,C1_BOUNDARY_PROPAGATION,db1522cb1e9faea66693043bdba783103f021f249ff6c80e50578f3e1395e18e,repair,R1_ONE_REPAIR_AWAY
48,2,4,C2_BOUNDARY_PLUS_PRESERVATION,db1522cb1e9faea66693043bdba783103f021f249ff6c80e50578f3e1395e18e,repair,R1_ONE_REPAIR_AWAY
48,2,4,C3_COALITION_AWARE_PRESERVATION,db1522cb1e9faea66693043bdba783103f021f249ff6c80e50578f3e1395e18e,repair,R1_ONE_REPAIR_AWAY
48,2,4,C1_BOUNDARY_PROPAGATION,f64a3984529e409068310bc14ee855cee9ba35f94babcb79c9538c6019daeb12,repair,R1_ONE_REPAIR_AWAY
48,2,4,C2_BOUNDARY_PLUS_PRESERVATION,f64a3984529e409068310bc14ee855cee9ba35f94babcb79c9538c6019daeb12,repair,R1_ONE_REPAIR_AWAY
48,2,4,C3_COALITION_AWARE_PRESERVATION,f64a3984529e409068310bc14ee855cee9ba35f94babcb79c9538c6019daeb12,repair,R1_ONE_REPAIR_AWAY
48,2,4,C2_BOUNDARY_PLUS_PRESERVATION,169fb87183cfab9e52df3d990ad1595a342f8579aba1ec691683cd21219808fe,preservation,P1_VOTE_CRITICAL
48,2,4,C3_COALITION_AWARE_PRESERVATION,169fb87183cfab9e52df3d990ad1595a342f8579aba1ec691683cd21219808fe,preservation,P1_VOTE_CRITICAL
48,2,4,C2_BOUNDARY_PLUS_PRESERVATION,60e9b58648541ab9b7ca64a19594c6c0f0053b54cc5c1071a0ed5809d05fe835,preservation,P1_VOTE_CRITICAL
48,2,4,C3_COALITION_AWARE_PRESERVATION,60e9b58648541ab9b7ca64a19594c6c0f0053b54cc5c1071a0ed5809d05fe835,preservation,P1_VOTE_CRITICAL
48,2,4,C2_BOUNDARY_PLUS_PRESERVATION,67bfcd3c5d850af456066a5555aee26dd15058807bb9d1215e6268737cc71928,preservation,P1_VOTE_CRITICAL
48,2,4,C3_COALITION_AWARE_PRESERVATION,67bfcd3c5d850af456066a5555aee26dd15058807bb9d1215e6268737cc71928,preservation,P1_VOTE_CRITICAL
48,2,4,C2_BOUNDARY_PLUS_PRESERVATION,7819700aae5526ab2b28a4cf452b967bb4d51c4607c803366007933b80312d34,preservation,P1_VOTE_CRITICAL
48,2,4,C3_COALITION_AWARE_PRESERVATION,7819700aae5526ab2b28a4cf452b967bb4d51c4607c803366007933b80312d34,preservation,P1_VOTE_CRITICAL
48,2,4,C2_BOUNDARY_PLUS_PRESERVATION,e2ed6ca2a4a75717c23060340ff5cc1e63b1197753437bfb370629f3c83d91f5,preservation,P1_VOTE_CRITICAL
48,2,4,C3_COALITION_AWARE_PRESERVATION,e2ed6ca2a4a75717c23060340ff5cc1e63b1197753437bfb370629f3c83d91f5,preservation,P1_VOTE_CRITICAL
48,2,4,C2_BOUNDARY_PLUS_PRESERVATION,f039c420e78404ff03ff216d25a34e192a50a9d8e927d289cc65655d4b003dbb,preservation,P1_VOTE_CRITICAL
48,2,4,C3_COALITION_AWARE_PRESERVATION,f039c420e78404ff03ff216d25a34e192a50a9d8e927d289cc65655d4b003dbb,preservation,P1_VOTE_CRITICAL
48,2,2,C0_CURRENT_V15,395899214628d88ce3606f769ec8aa9bb61f260cfe3c2cb38b880cefaf567d88,historical_context_unknown_role,not_separable
48,2,2,C0_CURRENT_V15,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,historical_context_unknown_role,not_separable
48,2,2,C1_BOUNDARY_PROPAGATION,395899214628d88ce3606f769ec8aa9bb61f260cfe3c2cb38b880cefaf567d88,repair,R1_ONE_REPAIR_AWAY
48,2,2,C2_BOUNDARY_PLUS_PRESERVATION,395899214628d88ce3606f769ec8aa9bb61f260cfe3c2cb38b880cefaf567d88,repair,R1_ONE_REPAIR_AWAY
48,2,2,C3_COALITION_AWARE_PRESERVATION,395899214628d88ce3606f769ec8aa9bb61f260cfe3c2cb38b880cefaf567d88,repair,R1_ONE_REPAIR_AWAY
48,2,2,C1_BOUNDARY_PROPAGATION,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,repair,R1_ONE_REPAIR_AWAY
48,2,2,C2_BOUNDARY_PLUS_PRESERVATION,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,repair,R1_ONE_REPAIR_AWAY
48,2,2,C3_COALITION_AWARE_PRESERVATION,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,repair,R1_ONE_REPAIR_AWAY
48,2,2,C1_BOUNDARY_PROPAGATION,dd08d6581b3e3877846a4a99f992a9d9cfc9ff7c67f0036184d3a213c0f97ca1,repair,R1_ONE_REPAIR_AWAY
48,2,2,C2_BOUNDARY_PLUS_PRESERVATION,dd08d6581b3e3877846a4a99f992a9d9cfc9ff7c67f0036184d3a213c0f97ca1,repair,R1_ONE_REPAIR_AWAY
48,2,2,C3_COALITION_AWARE_PRESERVATION,dd08d6581b3e3877846a4a99f992a9d9cfc9ff7c67f0036184d3a213c0f97ca1,repair,R1_ONE_REPAIR_AWAY
48,2,2,C1_BOUNDARY_PROPAGATION,fa905aa1108342ffe7464ff085f98ac61050842972cb97610d172f24fc300e52,repair,R1_ONE_REPAIR_AWAY
48,2,2,C2_BOUNDARY_PLUS_PRESERVATION,fa905aa1108342ffe7464ff085f98ac61050842972cb97610d172f24fc300e52,repair,R1_ONE_REPAIR_AWAY
48,2,2,C3_COALITION_AWARE_PRESERVATION,fa905aa1108342ffe7464ff085f98ac61050842972cb97610d172f24fc300e52,repair,R1_ONE_REPAIR_AWAY
48,2,2,C2_BOUNDARY_PLUS_PRESERVATION,169fb87183cfab9e52df3d990ad1595a342f8579aba1ec691683cd21219808fe,preservation,P1_VOTE_CRITICAL
48,2,2,C3_COALITION_AWARE_PRESERVATION,169fb87183cfab9e52df3d990ad1595a342f8579aba1ec691683cd21219808fe,preservation,P1_VOTE_CRITICAL
48,2,2,C2_BOUNDARY_PLUS_PRESERVATION,60e9b58648541ab9b7ca64a19594c6c0f0053b54cc5c1071a0ed5809d05fe835,preservation,P1_VOTE_CRITICAL
48,2,2,C3_COALITION_AWARE_PRESERVATION,60e9b58648541ab9b7ca64a19594c6c0f0053b54cc5c1071a0ed5809d05fe835,preservation,P1_VOTE_CRITICAL
48,2,2,C2_BOUNDARY_PLUS_PRESERVATION,67bfcd3c5d850af456066a5555aee26dd15058807bb9d1215e6268737cc71928,preservation,P1_VOTE_CRITICAL
