seed,update_index,target_agent_id,preservation_rank,question_hash,tier,observed_correct_state_count,parent_margin,removed_margin
48,4,1,1,2e586ff5a7843cea7ea24387e93cfa7f46492c4c70f1baa0340d32237f7854db,P1_VOTE_CRITICAL,3,1,0
48,4,1,2,395899214628d88ce3606f769ec8aa9bb61f260cfe3c2cb38b880cefaf567d88,P1_VOTE_CRITICAL,3,1,0
48,4,1,3,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,P1_VOTE_CRITICAL,3,1,0
48,4,1,4,cd704d3f46a5b79c91695002616f29b6a86eb6104261c5a9317a87dc80e5001b,P1_VOTE_CRITICAL,3,1,0
48,4,1,5,db1522cb1e9faea66693043bdba783103f021f249ff6c80e50578f3e1395e18e,P1_VOTE_CRITICAL,3,1,0
48,4,1,6,dd08d6581b3e3877846a4a99f992a9d9cfc9ff7c67f0036184d3a213c0f97ca1,P1_VOTE_CRITICAL,3,1,0
48,5,4,1,169fb87183cfab9e52df3d990ad1595a342f8579aba1ec691683cd21219808fe,P1_VOTE_CRITICAL,5,1,0
48,5,4,2,2e586ff5a7843cea7ea24387e93cfa7f46492c4c70f1baa0340d32237f7854db,P1_VOTE_CRITICAL,2,1,0
48,5,4,3,38100a39707ef9399acc5e4ca32d137c48e41fc8da463d881e43d2b887fca075,P1_VOTE_CRITICAL,1,1,0
48,5,4,4,395899214628d88ce3606f769ec8aa9bb61f260cfe3c2cb38b880cefaf567d88,P1_VOTE_CRITICAL,2,1,0
48,5,4,5,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,P1_VOTE_CRITICAL,2,1,0
48,5,4,6,cd704d3f46a5b79c91695002616f29b6a86eb6104261c5a9317a87dc80e5001b,P1_VOTE_CRITICAL,2,1,0
48,5,1,1,2e586ff5a7843cea7ea24387e93cfa7f46492c4c70f1baa0340d32237f7854db,P1_VOTE_CRITICAL,4,1,0
48,5,1,2,38100a39707ef9399acc5e4ca32d137c48e41fc8da463d881e43d2b887fca075,P1_VOTE_CRITICAL,4,1,0
48,5,1,3,395899214628d88ce3606f769ec8aa9bb61f260cfe3c2cb38b880cefaf567d88,P1_VOTE_CRITICAL,4,1,0
48,5,1,4,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,P1_VOTE_CRITICAL,4,1,0
48,5,1,5,cd704d3f46a5b79c91695002616f29b6a86eb6104261c5a9317a87dc80e5001b,P1_VOTE_CRITICAL,4,1,0
48,5,1,6,db1522cb1e9faea66693043bdba783103f021f249ff6c80e50578f3e1395e18e,P1_VOTE_CRITICAL,4,1,0
48,6,4,1,169fb87183cfab9e52df3d990ad1595a342f8579aba1ec691683cd21219808fe,P1_VOTE_CRITICAL,5,1,0
48,6,4,2,2e586ff5a7843cea7ea24387e93cfa7f46492c4c70f1baa0340d32237f7854db,P1_VOTE_CRITICAL,2,1,0
48,6,4,3,38100a39707ef9399acc5e4ca32d137c48e41fc8da463d881e43d2b887fca075,P1_VOTE_CRITICAL,1,1,0
48,6,4,4,395899214628d88ce3606f769ec8aa9bb61f260cfe3c2cb38b880cefaf567d88,P1_VOTE_CRITICAL,2,1,0
48,6,4,5,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,P1_VOTE_CRITICAL,2,1,0
48,6,4,6,cd704d3f46a5b79c91695002616f29b6a86eb6104261c5a9317a87dc80e5001b,P1_VOTE_CRITICAL,2,1,0
48,6,1,1,2e586ff5a7843cea7ea24387e93cfa7f46492c4c70f1baa0340d32237f7854db,P1_VOTE_CRITICAL,4,1,0
48,6,1,2,38100a39707ef9399acc5e4ca32d137c48e41fc8da463d881e43d2b887fca075,P1_VOTE_CRITICAL,4,1,0
48,6,1,3,395899214628d88ce3606f769ec8aa9bb61f260cfe3c2cb38b880cefaf567d88,P1_VOTE_CRITICAL,4,1,0
48,6,1,4,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,P1_VOTE_CRITICAL,4,1,0
48,6,1,5,cd704d3f46a5b79c91695002616f29b6a86eb6104261c5a9317a87dc80e5001b,P1_VOTE_CRITICAL,4,1,0
48,6,1,6,db1522cb1e9faea66693043bdba783103f021f249ff6c80e50578f3e1395e18e,P1_VOTE_CRITICAL,4,1,0
48,7,4,1,169fb87183cfab9e52df3d990ad1595a342f8579aba1ec691683cd21219808fe,P1_VOTE_CRITICAL,5,1,0
48,7,4,2,2e586ff5a7843cea7ea24387e93cfa7f46492c4c70f1baa0340d32237f7854db,P1_VOTE_CRITICAL,2,1,0
48,7,4,3,38100a39707ef9399acc5e4ca32d137c48e41fc8da463d881e43d2b887fca075,P1_VOTE_CRITICAL,1,1,0
48,7,4,4,395899214628d88ce3606f769ec8aa9bb61f260cfe3c2cb38b880cefaf567d88,P1_VOTE_CRITICAL,2,1,0
48,7,4,5,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,P1_VOTE_CRITICAL,2,1,0
48,7,4,6,cd704d3f46a5b79c91695002616f29b6a86eb6104261c5a9317a87dc80e5001b,P1_VOTE_CRITICAL,2,1,0
48,7,1,1,2e586ff5a7843cea7ea24387e93cfa7f46492c4c70f1baa0340d32237f7854db,P1_VOTE_CRITICAL,4,1,0
48,7,1,2,38100a39707ef9399acc5e4ca32d137c48e41fc8da463d881e43d2b887fca075,P1_VOTE_CRITICAL,4,1,0
48,7,1,3,395899214628d88ce3606f769ec8aa9bb61f260cfe3c2cb38b880cefaf567d88,P1_VOTE_CRITICAL,4,1,0
48,7,1,4,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,P1_VOTE_CRITICAL,4,1,0
48,7,1,5,cd704d3f46a5b79c91695002616f29b6a86eb6104261c5a9317a87dc80e5001b,P1_VOTE_CRITICAL,4,1,0
48,7,1,6,db1522cb1e9faea66693043bdba783103f021f249ff6c80e50578f3e1395e18e,P1_VOTE_CRITICAL,4,1,0
48,8,4,1,169fb87183cfab9e52df3d990ad1595a342f8579aba1ec691683cd21219808fe,P1_VOTE_CRITICAL,5,1,0
48,8,4,2,2e586ff5a7843cea7ea24387e93cfa7f46492c4c70f1baa0340d32237f7854db,P1_VOTE_CRITICAL,2,1,0
48,8,4,3,38100a39707ef9399acc5e4ca32d137c48e41fc8da463d881e43d2b887fca075,P1_VOTE_CRITICAL,1,1,0
48,8,4,4,395899214628d88ce3606f769ec8aa9bb61f260cfe3c2cb38b880cefaf567d88,P1_VOTE_CRITICAL,2,1,0
48,8,4,5,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,P1_VOTE_CRITICAL,2,1,0
48,8,4,6,cd704d3f46a5b79c91695002616f29b6a86eb6104261c5a9317a87dc80e5001b,P1_VOTE_CRITICAL,2,1,0
48,8,0,1,2e586ff5a7843cea7ea24387e93cfa7f46492c4c70f1baa0340d32237f7854db,P1_VOTE_CRITICAL,3,1,0
48,8,0,2,38100a39707ef9399acc5e4ca32d137c48e41fc8da463d881e43d2b887fca075,P1_VOTE_CRITICAL,3,1,0
48,8,0,3,395899214628d88ce3606f769ec8aa9bb61f260cfe3c2cb38b880cefaf567d88,P1_VOTE_CRITICAL,3,1,0
48,8,0,4,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,P1_VOTE_CRITICAL,3,1,0
48,8,0,5,cd704d3f46a5b79c91695002616f29b6a86eb6104261c5a9317a87dc80e5001b,P1_VOTE_CRITICAL,3,1,0
48,8,0,6,db1522cb1e9faea66693043bdba783103f021f249ff6c80e50578f3e1395e18e,P1_VOTE_CRITICAL,3,1,0
48,9,4,1,169fb87183cfab9e52df3d990ad1595a342f8579aba1ec691683cd21219808fe,P1_VOTE_CRITICAL,5,1,0
48,9,4,2,2e586ff5a7843cea7ea24387e93cfa7f46492c4c70f1baa0340d32237f7854db,P1_VOTE_CRITICAL,2,1,0
48,9,4,3,38100a39707ef9399acc5e4ca32d137c48e41fc8da463d881e43d2b887fca075,P1_VOTE_CRITICAL,1,1,0
48,9,4,4,395899214628d88ce3606f769ec8aa9bb61f260cfe3c2cb38b880cefaf567d88,P1_VOTE_CRITICAL,2,1,0
48,9,4,5,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,P1_VOTE_CRITICAL,2,1,0
48,9,4,6,cd704d3f46a5b79c91695002616f29b6a86eb6104261c5a9317a87dc80e5001b,P1_VOTE_CRITICAL,2,1,0
48,9,1,1,2e586ff5a7843cea7ea24387e93cfa7f46492c4c70f1baa0340d32237f7854db,P1_VOTE_CRITICAL,4,1,0
48,9,1,2,38100a39707ef9399acc5e4ca32d137c48e41fc8da463d881e43d2b887fca075,P1_VOTE_CRITICAL,4,1,0
48,9,1,3,395899214628d88ce3606f769ec8aa9bb61f260cfe3c2cb38b880cefaf567d88,P1_VOTE_CRITICAL,4,1,0
48,9,1,4,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,P1_VOTE_CRITICAL,4,1,0
48,9,1,5,cd704d3f46a5b79c91695002616f29b6a86eb6104261c5a9317a87dc80e5001b,P1_VOTE_CRITICAL,4,1,0
48,9,1,6,db1522cb1e9faea66693043bdba783103f021f249ff6c80e50578f3e1395e18e,P1_VOTE_CRITICAL,4,1,0
48,10,4,1,169fb87183cfab9e52df3d990ad1595a342f8579aba1ec691683cd21219808fe,P1_VOTE_CRITICAL,5,1,0
48,10,4,2,2e586ff5a7843cea7ea24387e93cfa7f46492c4c70f1baa0340d32237f7854db,P1_VOTE_CRITICAL,2,1,0
48,10,4,3,38100a39707ef9399acc5e4ca32d137c48e41fc8da463d881e43d2b887fca075,P1_VOTE_CRITICAL,1,1,0
48,10,4,4,395899214628d88ce3606f769ec8aa9bb61f260cfe3c2cb38b880cefaf567d88,P1_VOTE_CRITICAL,2,1,0
48,10,4,5,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,P1_VOTE_CRITICAL,2,1,0
48,10,4,6,cd704d3f46a5b79c91695002616f29b6a86eb6104261c5a9317a87dc80e5001b,P1_VOTE_CRITICAL,2,1,0
48,10,1,1,2e586ff5a7843cea7ea24387e93cfa7f46492c4c70f1baa0340d32237f7854db,P1_VOTE_CRITICAL,4,1,0
48,10,1,2,38100a39707ef9399acc5e4ca32d137c48e41fc8da463d881e43d2b887fca075,P1_VOTE_CRITICAL,4,1,0
48,10,1,3,395899214628d88ce3606f769ec8aa9bb61f260cfe3c2cb38b880cefaf567d88,P1_VOTE_CRITICAL,4,1,0
48,10,1,4,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,P1_VOTE_CRITICAL,4,1,0
48,10,1,5,cd704d3f46a5b79c91695002616f29b6a86eb6104261c5a9317a87dc80e5001b,P1_VOTE_CRITICAL,4,1,0
48,10,1,6,db1522cb1e9faea66693043bdba783103f021f249ff6c80e50578f3e1395e18e,P1_VOTE_CRITICAL,4,1,0
48,11,4,1,169fb87183cfab9e52df3d990ad1595a342f8579aba1ec691683cd21219808fe,P1_VOTE_CRITICAL,6,1,0
48,11,4,2,2e586ff5a7843cea7ea24387e93cfa7f46492c4c70f1baa0340d32237f7854db,P1_VOTE_CRITICAL,3,1,0
48,11,4,3,38100a39707ef9399acc5e4ca32d137c48e41fc8da463d881e43d2b887fca075,P1_VOTE_CRITICAL,2,1,0
48,11,4,4,395899214628d88ce3606f769ec8aa9bb61f260cfe3c2cb38b880cefaf567d88,P1_VOTE_CRITICAL,3,1,0
48,11,4,5,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,P1_VOTE_CRITICAL,3,1,0
48,11,4,6,cd704d3f46a5b79c91695002616f29b6a86eb6104261c5a9317a87dc80e5001b,P1_VOTE_CRITICAL,3,1,0
48,11,1,1,2e586ff5a7843cea7ea24387e93cfa7f46492c4c70f1baa0340d32237f7854db,P1_VOTE_CRITICAL,5,1,0
48,11,1,2,38100a39707ef9399acc5e4ca32d137c48e41fc8da463d881e43d2b887fca075,P1_VOTE_CRITICAL,5,1,0
48,11,1,3,395899214628d88ce3606f769ec8aa9bb61f260cfe3c2cb38b880cefaf567d88,P1_VOTE_CRITICAL,5,1,0
48,11,1,4,7819700aae5526ab2b28a4cf452b967bb4d51c4607c803366007933b80312d34,P1_VOTE_CRITICAL,2,1,0
48,11,1,5,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,P1_VOTE_CRITICAL,5,1,0
48,11,1,6,cd704d3f46a5b79c91695002616f29b6a86eb6104261c5a9317a87dc80e5001b,P1_VOTE_CRITICAL,5,1,0
48,12,4,1,169fb87183cfab9e52df3d990ad1595a342f8579aba1ec691683cd21219808fe,P1_VOTE_CRITICAL,6,1,0
48,12,4,2,2e586ff5a7843cea7ea24387e93cfa7f46492c4c70f1baa0340d32237f7854db,P1_VOTE_CRITICAL,3,1,0
48,12,4,3,38100a39707ef9399acc5e4ca32d137c48e41fc8da463d881e43d2b887fca075,P1_VOTE_CRITICAL,2,1,0
48,12,4,4,395899214628d88ce3606f769ec8aa9bb61f260cfe3c2cb38b880cefaf567d88,P1_VOTE_CRITICAL,3,1,0
48,12,4,5,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,P1_VOTE_CRITICAL,3,1,0
48,12,4,6,cd704d3f46a5b79c91695002616f29b6a86eb6104261c5a9317a87dc80e5001b,P1_VOTE_CRITICAL,3,1,0
48,12,1,1,2e586ff5a7843cea7ea24387e93cfa7f46492c4c70f1baa0340d32237f7854db,P1_VOTE_CRITICAL,5,1,0
48,12,1,2,38100a39707ef9399acc5e4ca32d137c48e41fc8da463d881e43d2b887fca075,P1_VOTE_CRITICAL,5,1,0
48,12,1,3,395899214628d88ce3606f769ec8aa9bb61f260cfe3c2cb38b880cefaf567d88,P1_VOTE_CRITICAL,5,1,0
48,12,1,4,7819700aae5526ab2b28a4cf452b967bb4d51c4607c803366007933b80312d34,P1_VOTE_CRITICAL,2,1,0
48,12,1,5,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,P1_VOTE_CRITICAL,5,1,0
48,12,1,6,cd704d3f46a5b79c91695002616f29b6a86eb6104261c5a9317a87dc80e5001b,P1_VOTE_CRITICAL,5,1,0
48,13,4,1,169fb87183cfab9e52df3d990ad1595a342f8579aba1ec691683cd21219808fe,P1_VOTE_CRITICAL,6,1,0
48,13,4,2,2e586ff5a7843cea7ea24387e93cfa7f46492c4c70f1baa0340d32237f7854db,P1_VOTE_CRITICAL,3,1,0
48,13,4,3,38100a39707ef9399acc5e4ca32d137c48e41fc8da463d881e43d2b887fca075,P1_VOTE_CRITICAL,2,1,0
48,13,4,4,395899214628d88ce3606f769ec8aa9bb61f260cfe3c2cb38b880cefaf567d88,P1_VOTE_CRITICAL,3,1,0
48,13,4,5,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,P1_VOTE_CRITICAL,3,1,0
48,13,4,6,cd704d3f46a5b79c91695002616f29b6a86eb6104261c5a9317a87dc80e5001b,P1_VOTE_CRITICAL,3,1,0
48,13,1,1,2e586ff5a7843cea7ea24387e93cfa7f46492c4c70f1baa0340d32237f7854db,P1_VOTE_CRITICAL,5,1,0
48,13,1,2,38100a39707ef9399acc5e4ca32d137c48e41fc8da463d881e43d2b887fca075,P1_VOTE_CRITICAL,5,1,0
48,13,1,3,395899214628d88ce3606f769ec8aa9bb61f260cfe3c2cb38b880cefaf567d88,P1_VOTE_CRITICAL,5,1,0
48,13,1,4,7819700aae5526ab2b28a4cf452b967bb4d51c4607c803366007933b80312d34,P1_VOTE_CRITICAL,2,1,0
48,13,1,5,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,P1_VOTE_CRITICAL,5,1,0
48,13,1,6,cd704d3f46a5b79c91695002616f29b6a86eb6104261c5a9317a87dc80e5001b,P1_VOTE_CRITICAL,5,1,0
48,14,4,1,169fb87183cfab9e52df3d990ad1595a342f8579aba1ec691683cd21219808fe,P1_VOTE_CRITICAL,6,1,0
48,14,4,2,2e586ff5a7843cea7ea24387e93cfa7f46492c4c70f1baa0340d32237f7854db,P1_VOTE_CRITICAL,3,1,0
48,14,4,3,38100a39707ef9399acc5e4ca32d137c48e41fc8da463d881e43d2b887fca075,P1_VOTE_CRITICAL,2,1,0
48,14,4,4,395899214628d88ce3606f769ec8aa9bb61f260cfe3c2cb38b880cefaf567d88,P1_VOTE_CRITICAL,3,1,0
48,14,4,5,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,P1_VOTE_CRITICAL,3,1,0
48,14,4,6,cd704d3f46a5b79c91695002616f29b6a86eb6104261c5a9317a87dc80e5001b,P1_VOTE_CRITICAL,3,1,0
48,14,3,1,169fb87183cfab9e52df3d990ad1595a342f8579aba1ec691683cd21219808fe,P1_VOTE_CRITICAL,6,1,0
48,14,3,2,7819700aae5526ab2b28a4cf452b967bb4d51c4607c803366007933b80312d34,P1_VOTE_CRITICAL,6,1,0
48,14,3,3,01718089b539159d1f6cc1589f5fbf2244bcebbca8cf14084fe222c42a13fc0a,P2_COALITION_SUPPORT,6,5,4
48,14,3,4,02c4fb68e34c1a4672fe1f08eae762250b21e853a88c7d12230f791a1e60fd18,P2_COALITION_SUPPORT,6,5,4
48,14,3,5,13bc39c926081f04b8e256af08f7faaabead9f5bee36b7b3c007442fdfeec024,P2_COALITION_SUPPORT,6,5,4
48,14,3,6,18295a22847ff6b690848ca5028a5d19af59c1b4cf2b09fb08dca5c9818a9211,P2_COALITION_SUPPORT,6,5,4
48,15,4,1,169fb87183cfab9e52df3d990ad1595a342f8579aba1ec691683cd21219808fe,P1_VOTE_CRITICAL,6,1,0
48,15,4,2,2e586ff5a7843cea7ea24387e93cfa7f46492c4c70f1baa0340d32237f7854db,P1_VOTE_CRITICAL,3,1,0
48,15,4,3,38100a39707ef9399acc5e4ca32d137c48e41fc8da463d881e43d2b887fca075,P1_VOTE_CRITICAL,2,1,0
48,15,4,4,395899214628d88ce3606f769ec8aa9bb61f260cfe3c2cb38b880cefaf567d88,P1_VOTE_CRITICAL,3,1,0
48,15,4,5,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,P1_VOTE_CRITICAL,3,1,0
48,15,4,6,cd704d3f46a5b79c91695002616f29b6a86eb6104261c5a9317a87dc80e5001b,P1_VOTE_CRITICAL,3,1,0
48,15,2,1,169fb87183cfab9e52df3d990ad1595a342f8579aba1ec691683cd21219808fe,P1_VOTE_CRITICAL,6,1,0
48,15,2,2,7819700aae5526ab2b28a4cf452b967bb4d51c4607c803366007933b80312d34,P1_VOTE_CRITICAL,6,1,0
48,15,2,3,01718089b539159d1f6cc1589f5fbf2244bcebbca8cf14084fe222c42a13fc0a,P2_COALITION_SUPPORT,6,5,4
48,15,2,4,02c4fb68e34c1a4672fe1f08eae762250b21e853a88c7d12230f791a1e60fd18,P2_COALITION_SUPPORT,6,5,4
48,15,2,5,13bc39c926081f04b8e256af08f7faaabead9f5bee36b7b3c007442fdfeec024,P2_COALITION_SUPPORT,6,5,4
48,15,2,6,18295a22847ff6b690848ca5028a5d19af59c1b4cf2b09fb08dca5c9818a9211,P2_COALITION_SUPPORT,6,5,4
48,16,0,1,2e586ff5a7843cea7ea24387e93cfa7f46492c4c70f1baa0340d32237f7854db,P1_VOTE_CRITICAL,4,1,0
48,16,0,2,38100a39707ef9399acc5e4ca32d137c48e41fc8da463d881e43d2b887fca075,P1_VOTE_CRITICAL,4,1,0
48,16,0,3,395899214628d88ce3606f769ec8aa9bb61f260cfe3c2cb38b880cefaf567d88,P1_VOTE_CRITICAL,4,1,0
48,16,0,4,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,P1_VOTE_CRITICAL,4,1,0
