blinded_id,family_div,gpt_distinct_methods_count,gpt_method_diversity_score,major_div,metric,metric_value,model,original_bucket,question_hash,rank_by_id,run_name,side,trace_embedding_div,trace_token_div
P7G0107,0.6813334086879355,2,2,0.7219280948873625,trace_embedding_div,0.330573237087631,qwen2.5-7b-instruct,high_text,03c44704cc48,16,P4_mixed_strategy_qwen25_7b_seed42,high,0.330573237087631,0.5395105489601716
P7G0111,0.45465326854412547,3,3,0.0,trace_embedding_div,0.32855831937280444,qwen2.5-7b-instruct,high_text,b97dc80f265a,17,P4_same_elimination_qwen25_7b_seed42,high,0.32855831937280444,0.6274142803476863
P7G0113,0.7434578467565827,2,2,0.8554508105601307,trace_embedding_div,0.32462263953542725,qwen2.5-7b-instruct,high_text,3799a0c4c40e,18,P4_same_definition_qwen25_7b_seed42,high,0.32462263953542725,0.7050322119512016
P7G0118,0.42454656868337526,3,3,0.0,trace_embedding_div,0.3409931503442797,qwen2.5-7b-instruct,high_text,f1bafee3f8af,19,P4_mixed_strategy_qwen25_7b_seed42,high,0.3409931503442797,0.5085097383984223
P7G0119,0.6285703814663042,3,3,0.7219280948873623,trace_embedding_div,0.3282898647227823,qwen2.5-7b-instruct,high_text,eb4a8d4679f1,20,P4_mixed_strategy_qwen25_7b_seed42,high,0.3282898647227823,0.6151893297002284
P7G0006,0.0,1,1,0.0,trace_embedding_div,0.00386606801521161,gpt-4o-mini,low_text,e55445e07e9f,1,P4_same_prompt_gpt4omini_seed42,low,0.00386606801521161,0.03966437987158178
P7G0014,0.0,1,1,0.0,trace_embedding_div,0.0044982494478796875,gemini-2.5-flash-lite,low_text,6e81d90019ee,2,P4_mixed_strategy_gemini_flash_lite_seed42,low,0.0044982494478796875,0.01346834316444645
P7G0029,0.4441899640194074,1,1,2.220446049250313e-16,trace_embedding_div,0.0030098799169678836,qwen3.5-plus,low_text,1e89b7735a6e,3,P4_same_prompt_qwen35_plus_seed42,low,0.0030098799169678836,0.02183021425480225
P7G0031,0.0,1,1,0.0,trace_embedding_div,0.0,qwen3.5-plus,low_text,3a5320d3e422,4,P4_same_prompt_qwen35_plus_seed42,low,0.0,0.0
P7G0036,0.0,1,1,0.0,trace_embedding_div,0.005950208847414706,gpt-4o-mini,low_text,b52740641844,5,P4_same_prompt_gpt4omini_seed42,low,0.005950208847414706,0.036788053480344196
P7G0038,0.44064544961534635,1,1,0.0,trace_embedding_div,0.0050983903726326,gpt-4o-mini,low_text,4b74f9bb8790,6,P4_same_prompt_gpt4omini_seed42,low,0.0050983903726326,0.023482930946146396
P7G0040,0.5862880387835466,1,1,0.6800770457282799,trace_embedding_div,0.005943615649546152,gpt-4o-mini,low_text,72d800127956,7,P4_same_prompt_gpt4omini_seed42,low,0.005943615649546152,0.03359667928829568
P7G0044,0.42772540528006536,1,1,0.8554508105601307,trace_embedding_div,0.0,qwen3.5-plus,low_text,1163ebe8b743,8,P4_same_prompt_qwen35_plus_seed42,low,0.0,0.0
P7G0047,0.44064544961534635,1,1,0.0,trace_embedding_div,0.0,qwen3.5-plus,low_text,4086ecd71425,9,P4_same_prompt_qwen35_plus_seed42,low,0.0,0.0
P7G0051,0.6136888027785052,1,1,0.7702171299455768,trace_embedding_div,0.002503490940963027,gpt-4o-mini,low_text,744ba5fc0ece,10,P4_same_prompt_gpt4omini_seed42,low,0.002503490940963027,0.018675968453323977
P7G0063,0.2646804326436821,1,1,0.0,trace_embedding_div,0.005276583855771455,gemini-2.5-flash-lite,low_text,1e89b7735a6e,11,P4_mixed_strategy_gemini_flash_lite_seed42,low,0.005276583855771455,0.032401967647071706
P7G0065,0.0,1,1,0.0,trace_embedding_div,0.0054177635999878015,deepseek-chat,low_text,6e81d90019ee,12,P4_same_elimination_deepseek_chat_seed42,low,0.0054177635999878015,0.021190017979919373
P7G0071,0.0,1,1,0.0,trace_embedding_div,0.004811926742447348,gemini-2.5-flash-lite,low_text,6e81d90019ee,13,P4_same_elimination_gemini_flash_lite_seed42,low,0.004811926742447348,0.010991357774634003
P7G0084,0.0,1,1,0.0,trace_embedding_div,0.0,qwen2.5-7b-instruct,low_text,e668c65c8a2a,14,P4_same_definition_qwen25_7b_seed42,low,0.0,2.220446049250313e-16
P7G0095,0.44064544961534635,1,1,0.0,trace_embedding_div,0.0028539156661793186,qwen3.5-plus,low_text,dc85d6955e92,15,P4_same_prompt_qwen35_plus_seed42,low,0.0028539156661793186,0.010109249457279978
P7G0100,0.39752013969226113,1,1,0.0,trace_embedding_div,0.003649298154364211,gemini-2.5-flash-lite,low_text,1e89b7735a6e,16,P4_same_elimination_gemini_flash_lite_seed42,low,0.003649298154364211,0.027894418735119886
P7G0101,0.2833462224894365,1,1,0.0,trace_embedding_div,0.0031726237495324217,qwen3.5-plus,low_text,4a047718039c,17,P4_same_prompt_qwen35_plus_seed42,low,0.0031726237495324217,0.011081261181841717
P7G0114,0.44696971713321504,1,1,0.0,trace_embedding_div,0.0036014400172630356,gpt-4o-mini,low_text,a65051ae94fb,18,P4_same_prompt_gpt4omini_seed42,low,0.0036014400172630356,0.039162963247796556
P7G0115,0.3424798724073079,1,1,0.0,trace_embedding_div,0.004203047796757398,qwen3.5-plus,low_text,d448d01be0a9,19,P4_same_prompt_qwen35_plus_seed42,low,0.004203047796757398,0.019224902659357945
P7G0116,0.16372245957723808,1,1,0.32744491915447616,trace_embedding_div,0.005132532159575431,gpt-4o-mini,low_text,40a7b21be7a8,20,P4_same_prompt_gpt4omini_seed42,low,0.005132532159575431,0.0365349463840946
P7G0001,0.3424798724073079,2,2,0.0,trace_token_div,0.6347574641352827,qwen2.5-7b-instruct,high_text,1f4ede31a771,1,P4_same_elimination_qwen25_7b_seed42,high,0.33116348395736783,0.6347574641352827
P7G0015,0.6881420362473988,3,2,0.92481870497303,trace_token_div,0.6165864968411628,qwen2.5-7b-instruct,high_text,7f58595c17d5,2,P4_same_elimination_qwen25_7b_seed42,high,0.32669790240147345,0.6165864968411628
P7G0021,0.5865017796615155,3,3,0.7166994713893735,trace_token_div,0.6889292874469072,qwen2.5-7b-instruct,high_text,dde288837cca,3,P4_same_definition_qwen25_7b_seed42,high,0.3348263238306415,0.6889292874469072
P7G0023,0.32651885420430454,3,3,2.220446049250313e-16,trace_token_div,0.6446501013097401,qwen2.5-7b-instruct,high_text_low_strategy,2e76aaa7f5bf,4,P4_same_elimination_qwen25_7b_seed42,high,0.281709738304763,0.6446501013097401
P7G0025,0.381649514770862,2,2,0.0,trace_token_div,0.6305879079686644,qwen2.5-7b-instruct,high_text,1344eb3e8338,5,P4_mixed_strategy_qwen25_7b_seed42,high,0.33609825386640035,0.6305879079686644
P7G0026,0.3014088775086746,4,3,0.0,trace_token_div,0.6392516596552851,qwen2.5-7b-instruct,high_text,44087b92bed9,6,P4_mixed_strategy_qwen25_7b_seed42,high,0.34235164555823916,0.6392516596552851
P7G0030,0.2833462224894365,3,3,0.0,trace_token_div,0.6182309615952304,qwen2.5-7b-instruct,high_text_low_strategy,44087b92bed9,7,P4_same_elimination_qwen25_7b_seed42,high,0.32275305906749596,0.6182309615952304
P7G0052,0.4854752972273344,2,2,0.0,trace_token_div,0.695178419461105,qwen2.5-7b-instruct,high_text,71a57db45dbf,8,P4_same_definition_qwen25_7b_seed42,high,0.3375972754026738,0.695178419461105
P7G0054,0.16372245957723808,3,3,0.0,trace_token_div,0.6780466831614662,qwen2.5-7b-instruct,high_text_low_strategy,62df9b0878f8,9,P4_mixed_strategy_qwen25_7b_seed42,high,0.30327135723782983,0.6780466831614662
P7G0059,0.8126715687706112,3,3,0.7219280948873623,trace_token_div,0.6175027254120962,qwen2.5-7b-instruct,high_text,f1bafee3f8af,10,P4_same_definition_qwen25_7b_seed42,high,0.3410105413026795,0.6175027254120962
P7G0066,0.4295186582384212,2,2,0.0,trace_token_div,0.7962222469597052,qwen2.5-7b-instruct,high_text,de566530eac3,11,P4_same_elimination_qwen25_7b_seed42,high,0.33084165627830786,0.7962222469597052
P7G0068,0.36385685536848716,3,2,0.0,trace_token_div,0.6628898886369039,qwen2.5-7b-instruct,high_text,ae62d92fd751,12,P4_same_definition_qwen25_7b_seed42,high,0.3273552297703549,0.6628898886369039
P7G0070,0.6613145283588173,3,2,0.8649735207179272,trace_token_div,0.6283293201923675,qwen2.5-7b-instruct,high_text,2985ffe3f94f,13,P4_mixed_strategy_qwen25_7b_seed42,high,0.33811878080118707,0.6283293201923675
P7G0080,0.16372245957723808,2,2,0.0,trace_token_div,0.6574986997113025,qwen2.5-7b-instruct,high_text,df0e7d3fed0d,14,P4_same_elimination_qwen25_7b_seed42,high,0.32344562491501594,0.6574986997113025
P7G0092,0.3424798724073079,2,2,0.0,trace_token_div,0.6380606048899008,qwen2.5-7b-instruct,high_text_low_strategy,98cc20f41460,15,P4_same_definition_qwen25_7b_seed42,high,0.30417185301755356,0.6380606048899008
P7G0104,0.44795337422092435,3,2,0.0,trace_token_div,0.6249942249066196,qwen2.5-7b-instruct,high_text,fadab7af0bf6,16,P4_same_definition_qwen25_7b_seed42,high,0.33896378867545984,0.6249942249066196
P7G0110,0.3555823498826249,3,3,0.0,trace_token_div,0.6334149390511211,qwen2.5-7b-instruct,high_text_low_strategy,ae156bbb57f7,17,P4_same_definition_qwen25_7b_seed42,high,0.3062311985564492,0.6334149390511211
P7G0111,0.45465326854412547,3,3,0.0,trace_token_div,0.6274142803476863,qwen2.5-7b-instruct,high_text,b97dc80f265a,18,P4_same_elimination_qwen25_7b_seed42,high,0.32855831937280444,0.6274142803476863
P7G0113,0.7434578467565827,2,2,0.8554508105601307,trace_token_div,0.7050322119512016,qwen2.5-7b-instruct,high_text,3799a0c4c40e,19,P4_same_definition_qwen25_7b_seed42,high,0.32462263953542725,0.7050322119512016
P7G0117,0.0,3,2,0.0,trace_token_div,0.6772887935630032,qwen2.5-7b-instruct,high_text_low_strategy,d448d01be0a9,20,P4_mixed_strategy_qwen25_7b_seed42,high,0.29333847404190594,0.6772887935630032
P7G0014,0.0,1,1,0.0,trace_token_div,0.01346834316444645,gemini-2.5-flash-lite,low_text,6e81d90019ee,1,P4_mixed_strategy_gemini_flash_lite_seed42,low,0.0044982494478796875,0.01346834316444645
P7G0022,0.0,1,1,0.0,trace_token_div,0.02979988980919912,qwen3.5-plus,low_strategy,6b1eb1e617dc,2,P4_same_prompt_qwen35_plus_seed42,low,0.0069261427340803206,0.02979988980919912
P7G0024,0.6604693238783802,1,1,0.9082682142421055,trace_token_div,0.030639364837150795,gpt-4o-mini,low_text_high_strategy,744ba5fc0ece,3,P4_same_elimination_gpt4omini_seed42,low,0.01443406892372745,0.030639364837150795
P7G0029,0.4441899640194074,1,1,2.220446049250313e-16,trace_token_div,0.02183021425480225,qwen3.5-plus,low_text,1e89b7735a6e,4,P4_same_prompt_qwen35_plus_seed42,low,0.0030098799169678836,0.02183021425480225
P7G0031,0.0,1,1,0.0,trace_token_div,0.0,qwen3.5-plus,low_text,3a5320d3e422,5,P4_same_prompt_qwen35_plus_seed42,low,0.0,0.0
P7G0038,0.44064544961534635,1,1,0.0,trace_token_div,0.023482930946146396,gpt-4o-mini,low_text,4b74f9bb8790,6,P4_same_prompt_gpt4omini_seed42,low,0.0050983903726326,0.023482930946146396
P7G0044,0.42772540528006536,1,1,0.8554508105601307,trace_token_div,0.0,qwen3.5-plus,low_text,1163ebe8b743,7,P4_same_prompt_qwen35_plus_seed42,low,0.0,0.0
P7G0046,0.0,1,1,0.0,trace_token_div,0.019585723260225563,gpt-4o-mini,low_strategy,11f7bfe474b4,8,P4_same_prompt_gpt4omini_seed42,low,0.007648546994774685,0.019585723260225563
P7G0047,0.44064544961534635,1,1,0.0,trace_token_div,0.0,qwen3.5-plus,low_text,4086ecd71425,9,P4_same_prompt_qwen35_plus_seed42,low,0.0,0.0
P7G0051,0.6136888027785052,1,1,0.7702171299455768,trace_token_div,0.018675968453323977,gpt-4o-mini,low_text,744ba5fc0ece,10,P4_same_prompt_gpt4omini_seed42,low,0.002503490940963027,0.018675968453323977
P7G0057,0.6664560990283046,1,1,0.9520065643820376,trace_token_div,0.027312967441636138,gemini-2.5-flash-lite,low_text_high_strategy,744ba5fc0ece,11,P4_mixed_strategy_gemini_flash_lite_seed42,low,0.016698176953959587,0.027312967441636138
P7G0065,0.0,1,1,0.0,trace_token_div,0.021190017979919373,deepseek-chat,low_text,6e81d90019ee,12,P4_same_elimination_deepseek_chat_seed42,low,0.0054177635999878015,0.021190017979919373
P7G0071,0.0,1,1,0.0,trace_token_div,0.010991357774634003,gemini-2.5-flash-lite,low_text,6e81d90019ee,13,P4_same_elimination_gemini_flash_lite_seed42,low,0.004811926742447348,0.010991357774634003
P7G0079,0.7497471597122057,1,1,0.9814538950336537,trace_token_div,0.030182312494668295,qwen3.5-plus,low_text_high_strategy,7f58595c17d5,14,P4_same_prompt_qwen35_plus_seed42,low,0.0069522824231482705,0.030182312494668295
P7G0084,0.0,1,1,0.0,trace_token_div,2.220446049250313e-16,qwen2.5-7b-instruct,low_text,e668c65c8a2a,15,P4_same_definition_qwen25_7b_seed42,low,0.0,2.220446049250313e-16
P7G0095,0.44064544961534635,1,1,0.0,trace_token_div,0.010109249457279978,qwen3.5-plus,low_text,dc85d6955e92,16,P4_same_prompt_qwen35_plus_seed42,low,0.0028539156661793186,0.010109249457279978
P7G0097,0.741862494389166,1,1,0.9814538950336537,trace_token_div,0.018227305045986797,qwen3.5-plus,low_text_high_strategy,b084de2ef60f,17,P4_same_prompt_qwen35_plus_seed42,low,0.007986528071138865,0.018227305045986797
P7G0100,0.39752013969226113,1,1,0.0,trace_token_div,0.027894418735119886,gemini-2.5-flash-lite,low_text,1e89b7735a6e,18,P4_same_elimination_gemini_flash_lite_seed42,low,0.003649298154364211,0.027894418735119886
P7G0101,0.2833462224894365,1,1,0.0,trace_token_div,0.011081261181841717,qwen3.5-plus,low_text,4a047718039c,19,P4_same_prompt_qwen35_plus_seed42,low,0.0031726237495324217,0.011081261181841717
P7G0115,0.3424798724073079,1,1,0.0,trace_token_div,0.019224902659357945,qwen3.5-plus,low_text,d448d01be0a9,20,P4_same_prompt_qwen35_plus_seed42,low,0.004203047796757398,0.019224902659357945
P7G0011,0.9406382819845154,3,2,0.9248187049730301,family_div,0.9406382819845154,gemini-2.5-flash-lite,high_strategy,237e5cab91d3,1,P4_mixed_strategy_gemini_flash_lite_seed42,high,0.13361064647034182,0.4023217301755173
P7G0019,0.9240361911511329,1,1,0.9895875212220557,family_div,0.9240361911511329,deepseek-chat,high_strategy,b084de2ef60f,2,P4_same_elimination_deepseek_chat_seed42,high,0.08205021592966766,0.14742250472365392
P7G0032,0.9148926115006818,1,1,0.9709505944546688,family_div,0.9148926115006818,deepseek-chat,high_strategy,daaf2e0aa6f2,3,P4_same_definition_deepseek_chat_seed42,high,0.054045783737666775,0.2888488953196564
P7G0033,0.9609640474436812,1,1,0.9709505944546688,family_div,0.9609640474436812,deepseek-chat,high_strategy,ae62d92fd751,4,P4_same_definition_deepseek_chat_seed42,high,0.0677139852937344,0.22955013238497257
P7G0034,0.9299880986127261,1,2,0.9895875212220557,family_div,0.9299880986127261,gemini-2.5-flash-lite,high_strategy,20896e21f6d8,5,P4_same_elimination_gemini_flash_lite_seed42,high,0.051206461158439964,0.16395544157034048
P7G0041,0.8829321083869613,1,1,0.9709505944546688,family_div,0.8829321083869613,gpt-4o-mini,high_strategy,9dd74c85c9b5,6,P4_same_elimination_gpt4omini_seed42,high,0.034223771163109484,0.09589838678908758
P7G0042,0.9044293069759637,1,1,0.9709505944546688,family_div,0.9044293069759637,deepseek-chat,high_strategy,9988718b5a7a,7,P4_mixed_strategy_deepseek_chat_seed42,high,0.07302226727726047,0.2043475025295678
P7G0048,0.9640924242886162,1,1,0.9988455359952018,family_div,0.9640924242886162,qwen3.5-plus,high_strategy,98cc20f41460,8,P4_mixed_strategy_qwen35_plus_seed42,high,0.041693097344453145,0.15036374510802886
P7G0053,0.9002929550132142,1,2,0.998845535995202,family_div,0.9002929550132142,gpt-4o-mini,high_strategy,98cc20f41460,9,P4_same_definition_gpt4omini_seed42,high,0.04970113561475975,0.2067571901669657
P7G0056,0.9366761780716404,1,1,0.9709505944546688,family_div,0.9366761780716404,qwen3.5-plus,high_strategy,e0adf9fd8810,10,P4_same_elimination_qwen35_plus_seed42,high,0.037909166120600135,0.15853933673240328
P7G0058,0.9609640474436812,1,1,0.9709505944546688,family_div,0.9609640474436812,deepseek-chat,high_strategy,40a7b21be7a8,11,P4_same_definition_deepseek_chat_seed42,high,0.021602931016532323,0.1417261346396097
P7G0064,0.9467540563344592,1,1,0.9709505944546688,family_div,0.9467540563344592,gpt-4o-mini,high_strategy,2985ffe3f94f,12,P4_mixed_strategy_gpt4omini_seed42,high,0.05116772616683929,0.16224263237861136
P7G0069,0.887484906008136,2,2,0.8883799280388148,family_div,0.887484906008136,gemini-2.5-flash-lite,high_strategy,66cb33382134,13,P4_same_elimination_gemini_flash_lite_seed42,high,0.08433546201367592,0.2002417938246277
P7G0072,0.9477776585187795,1,1,0.9709505944546688,family_div,0.9477776585187795,deepseek-chat,high_strategy,44087b92bed9,14,P4_mixed_strategy_deepseek_chat_seed42,high,0.0552175556009068,0.1950905491306315
P7G0073,0.9477776585187794,2,2,0.9953784388202258,family_div,0.9477776585187794,gemini-2.5-flash-lite,high_strategy,237e5cab91d3,15,P4_same_elimination_gemini_flash_lite_seed42,high,0.08569528685803895,0.3532884954437383
P7G0075,0.9372222272898199,2,2,0.9709505944546688,family_div,0.9372222272898199,deepseek-chat,high_strategy,237e5cab91d3,16,P4_same_elimination_deepseek_chat_seed42,high,0.054329886034325425,0.2696084909093496
P7G0082,0.9561537008295298,1,1,0.9248187049730301,family_div,0.9561537008295298,qwen3.5-plus,high_strategy,2985ffe3f94f,17,P4_same_elimination_qwen35_plus_seed42,high,0.04962560324993104,0.19608522100608783
P7G0088,0.8983119055396815,1,1,0.8554508105601307,family_div,0.8983119055396815,qwen3.5-plus,high_strategy,a63408590859,18,P4_mixed_strategy_qwen35_plus_seed42,high,0.0557429519246877,0.14305880040584606
P7G0090,0.9124654865013817,1,1,0.9953784388202258,family_div,0.9124654865013817,deepseek-chat,high_strategy,02c5f132bd5c,19,P4_same_definition_deepseek_chat_seed42,high,0.06097870035438224,0.10216433802964686
P7G0105,0.9102241857821695,1,1,0.8812908992306927,family_div,0.9102241857821695,gemini-2.5-flash-lite,high_strategy,b084de2ef60f,20,P4_same_definition_gemini_flash_lite_seed42,high,0.018357191896776315,0.04890745163593946
P7G0006,0.0,1,1,0.0,family_div,0.0,gpt-4o-mini,low_text,e55445e07e9f,1,P4_same_prompt_gpt4omini_seed42,low,0.00386606801521161,0.03966437987158178
P7G0012,0.0,1,1,0.0,family_div,0.0,gemini-2.5-flash-lite,low_strategy,e55445e07e9f,2,P4_same_definition_gemini_flash_lite_seed42,low,0.012035724370525025,0.05789091682051839
P7G0014,0.0,1,1,0.0,family_div,0.0,gemini-2.5-flash-lite,low_text,6e81d90019ee,3,P4_mixed_strategy_gemini_flash_lite_seed42,low,0.0044982494478796875,0.01346834316444645
P7G0016,0.0,1,1,0.0,family_div,0.0,deepseek-chat,low_strategy,71a57db45dbf,4,P4_same_elimination_deepseek_chat_seed42,low,0.007011019629832527,0.08803945321377993
P7G0020,0.0,1,1,0.0,family_div,0.0,gpt-4o-mini,low_strategy,b52740641844,5,P4_same_elimination_gpt4omini_seed42,low,0.008729522896894104,0.039318601228782724
P7G0022,0.0,1,1,0.0,family_div,0.0,qwen3.5-plus,low_strategy,6b1eb1e617dc,6,P4_same_prompt_qwen35_plus_seed42,low,0.0069261427340803206,0.02979988980919912
P7G0027,0.0,1,1,0.0,family_div,0.0,gpt-4o-mini,low_strategy,6850325f2eed,7,P4_same_elimination_gpt4omini_seed42,low,0.011495180338616406,0.10407695503691117
P7G0028,0.0,1,1,0.0,family_div,0.0,gpt-4o-mini,low_strategy,df0e7d3fed0d,8,P4_same_prompt_gpt4omini_seed42,low,0.008772841227437711,0.0857991504673411
P7G0031,0.0,1,1,0.0,family_div,0.0,qwen3.5-plus,low_text,3a5320d3e422,9,P4_same_prompt_qwen35_plus_seed42,low,0.0,0.0
P7G0035,0.0,1,1,0.0,family_div,0.0,gemini-2.5-flash-lite,low_strategy,df0e7d3fed0d,10,P4_same_elimination_gemini_flash_lite_seed42,low,0.007827441112407518,0.07055710119670255
P7G0036,0.0,1,1,0.0,family_div,0.0,gpt-4o-mini,low_text,b52740641844,11,P4_same_prompt_gpt4omini_seed42,low,0.005950208847414706,0.036788053480344196
P7G0037,0.0,1,1,0.0,family_div,0.0,gpt-4o-mini,low_strategy,b97dc80f265a,12,P4_same_prompt_gpt4omini_seed42,low,0.007958113296232527,0.0712652834063281
P7G0039,0.0,1,1,0.0,family_div,0.0,qwen2.5-7b-instruct,low_strategy,6e81d90019ee,13,P4_same_definition_qwen25_7b_seed42,low,0.006464299910228677,0.03853130837206409
P7G0043,0.0,1,1,0.0,family_div,0.0,deepseek-chat,low_strategy,6e81d90019ee,14,P4_mixed_strategy_deepseek_chat_seed42,low,0.011066894544870975,0.03394651003100324
P7G0045,0.0,1,1,0.0,family_div,0.0,gemini-2.5-flash-lite,low_strategy,e55445e07e9f,15,P4_same_elimination_gemini_flash_lite_seed42,low,0.00719941666124968,0.050051926378005485
P7G0046,0.0,1,1,0.0,family_div,0.0,gpt-4o-mini,low_strategy,11f7bfe474b4,16,P4_same_prompt_gpt4omini_seed42,low,0.007648546994774685,0.019585723260225563
P7G0061,0.0,1,1,0.0,family_div,0.0,gemini-2.5-flash-lite,low_strategy,df0e7d3fed0d,17,P4_same_definition_gemini_flash_lite_seed42,low,0.009650994783214961,0.08059113679110008
P7G0062,0.0,1,1,0.0,family_div,0.0,gpt-4o-mini,low_strategy,a5e382570629,18,P4_same_prompt_gpt4omini_seed42,low,0.009816309976996784,0.061271451657274545
P7G0065,0.0,1,1,0.0,family_div,0.0,deepseek-chat,low_text,6e81d90019ee,19,P4_same_elimination_deepseek_chat_seed42,low,0.0054177635999878015,0.021190017979919373
P7G0067,0.0,1,1,0.0,family_div,0.0,gpt-4o-mini,low_strategy,7df68c8b1641,20,P4_same_prompt_gpt4omini_seed42,low,0.010653452746652414,0.06289262389571049
P7G0019,0.9240361911511329,1,1,0.9895875212220557,major_div,0.9895875212220557,deepseek-chat,high_strategy,b084de2ef60f,1,P4_same_elimination_deepseek_chat_seed42,high,0.08205021592966766,0.14742250472365392
P7G0033,0.9609640474436812,1,1,0.9709505944546688,major_div,0.9709505944546688,deepseek-chat,high_strategy,ae62d92fd751,2,P4_same_definition_deepseek_chat_seed42,high,0.0677139852937344,0.22955013238497257
P7G0034,0.9299880986127261,1,2,0.9895875212220557,major_div,0.9895875212220557,gemini-2.5-flash-lite,high_strategy,20896e21f6d8,3,P4_same_elimination_gemini_flash_lite_seed42,high,0.051206461158439964,0.16395544157034048
P7G0041,0.8829321083869613,1,1,0.9709505944546688,major_div,0.9709505944546688,gpt-4o-mini,high_strategy,9dd74c85c9b5,4,P4_same_elimination_gpt4omini_seed42,high,0.034223771163109484,0.09589838678908758
P7G0042,0.9044293069759637,1,1,0.9709505944546688,major_div,0.9709505944546688,deepseek-chat,high_strategy,9988718b5a7a,5,P4_mixed_strategy_deepseek_chat_seed42,high,0.07302226727726047,0.2043475025295678
P7G0048,0.9640924242886162,1,1,0.9988455359952018,major_div,0.9988455359952018,qwen3.5-plus,high_strategy,98cc20f41460,6,P4_mixed_strategy_qwen35_plus_seed42,high,0.041693097344453145,0.15036374510802886
P7G0050,0.7498625669965422,1,1,0.9709505944546688,major_div,0.9709505944546688,qwen3.5-plus,low_text_high_strategy,e0adf9fd8810,7,P4_same_prompt_qwen35_plus_seed42,high,0.015164461882145597,0.07778400278298181
P7G0053,0.9002929550132142,1,2,0.998845535995202,major_div,0.998845535995202,gpt-4o-mini,high_strategy,98cc20f41460,8,P4_same_definition_gpt4omini_seed42,high,0.04970113561475975,0.2067571901669657
P7G0056,0.9366761780716404,1,1,0.9709505944546688,major_div,0.9709505944546688,qwen3.5-plus,high_strategy,e0adf9fd8810,9,P4_same_elimination_qwen35_plus_seed42,high,0.037909166120600135,0.15853933673240328
