sample_id,question,answer
3,"""Here comes a perfectly valid argument: First of all, being an ingredient of Gorgeous is necessary for not being an ingredient of Baked Eyeshadow. Next, something is not an ingredient of Gorgeous and, in addition, not an ingredient of Coverage Duo or not an ingredient of Deternined. Hence, there is something that is an ingredient of Baked Eyeshadow and not both an ingredient of Coverage Duo and an ingredient of Deternined.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",valid
51,"""It is not always easy to see who is related to whom -- and in which ways. The following argument pertains to this question: Some classmate of Terri is a workmate of Dolores. Whoever is not a workmate of Dolores is an ancestor of Cheryl. So, necessarily, some ancestor of Cheryl is not a classmate of Terri.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",invalid
15,"""Here comes a perfectly valid argument: First of all, every frequent consumer of Pre De Provence soap is not a rare consumer of Aussie shampoo and not a frequent consumer of Bio Ionic shampoo. From this follows: No frequent consumer of Bio Ionic shampoo and no rare consumer of Aussie shampoo is a frequent consumer of Pre De Provence soap.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",valid
89,"""Some football fans admire various clubs, others love only a single team. But who is a fan of whom precisely? The following argument pertains to this question: To start with, no admirer of CFR 1907 Cluj is an expert of Inverness Caledonian Thistle FC. Now, being an expert of Inverness Caledonian Thistle FC is necessary for being an ex-fan of FC Viitorul. It follows that being an admirer of CFR 1907 Cluj is necessary for not being an ex-fan of FC Viitorul.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",invalid
209,"""Some football fans admire various clubs, others love only a single team. But who is a fan of whom precisely? The following argument pertains to this question: First, being an opponent to Molde FK is sufficient for being a critic of SS Lazio. Second, Rene is an opponent to Molde FK. Hence, Rene is a critic of SS Lazio.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",valid
85,"""It is not always easy to see who is related to whom -- and in which ways. The following argument pertains to this question: Whoever is not a classmate of Alvin is a schoolmate of Wilburn. Whoever is not a son of Charles is however a stepbrother of Ivan or a schoolmate of Wilburn. Nobody is neither a classmate of Alvin nor a stepbrother of Ivan. It follows that whoever is not a classmate of Alvin is a son of Charles.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",invalid
115,"""Is Fred a fan of Liverpool? Are supporters of Real Madrid devotees of PSG? In European football, it is sometimes difficult to keep track of the mutual admiration and dislike. The following argument seeks to clarify some such relations: Every expert of Yeni Malatyaspor is not a friend of Wolverhampton Wanderers FC or not a fan of FC Arouca. Being a friend of Fenerbahçe SK is necessary for not being a friend of Wolverhampton Wanderers FC. Nobody is neither a fan of FC Arouca nor a friend of Fenerbahçe SK. From this follows: Being a friend of Fenerbahçe SK is necessary for being an expert of Yeni Malatyaspor.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",valid
21,"""Is Fred a cousin of Robert? Is Joe related to Bob? In large families, it is sometimes difficult to keep track of all one's relatives. The following argument seeks to clarify some such relations: First of all, every classmate of Harold who is an ancestor of Frank is not a grandson of Shannon. We may conclude: Every grandson of Shannon is not a classmate of Harold or not an ancestor of Frank.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",valid
103,"""Is Siri a stepsister of Mary? Is Susan related to Kate? In large families, it is sometimes difficult to keep track of all one's relatives. The following argument seeks to clarify some such relations: To begin with, no great-grandmother of Doreen is a half-sister of Kathy. Moreover, every great-grandmother of Doreen is a workmate of Inocencia or an ancestor of Wanda or a half-sister of Kathy. Finally, being a great-grandmother of Doreen is sufficient for not being a workmate of Inocencia. So, necessarily, every great-grandmother of Doreen is an ancestor of Wanda.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",valid
105,"""It is not always easy to see which chemicals are contained in our consumer products. The following argument pertains to this question: First of all, whatever is not an ingredient of Plump (On Point) is an ingredient of Lip Smoothie. Next, no ingredient of Gel Polish Pearl is an ingredient of Plump (On Point). It follows that every ingredient of Gel Polish Pearl is an ingredient of Lip Smoothie.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",valid
200,"""Is Fred a cousin of Robert? Is Joe related to Bob? In large families, it is sometimes difficult to keep track of all one's relatives. The following argument seeks to clarify some such relations: First of all, whoever is not a half-brother of Steven is a great-grandfather of Craig. Next, there is somebody who is a great-grandfather of Craig and, in addition, not an ancestor of Jordon or not a stepbrother of Gustavo. It follows that not every half-brother of Steven is both an ancestor of Jordon and a stepbrother of Gustavo.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",invalid
243,"""Here comes a perfectly valid argument: First of all, everyone who is a close friend of Andy or an uncle of Reyes is also a classmate of Marvin. Next, Johnnie is a close friend of Andy. All this entails that Johnnie is a classmate of Marvin.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",valid
61,"""It is not always easy to see who is related to whom -- and in which ways. The following argument pertains to this question: First, being an ancestor of Christy is necessary for being a daughter of Denise. Second, not being a cousin of Maryann is sufficient for not being an ancestor of Christy. We may conclude that whoever is not a daughter of Denise is a cousin of Maryann.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",invalid
29,"""Consumer research aims at understanding whether users of some products also tend to consume other ones, or not. The following argument seeks to clarify some such relations: To begin with, nobody is neither a frequent consumer of Bath & Body Works soap nor an occasional purchaser of Clearly Natural soap. Moreover, nobody is neither a rare consumer of Nioxin shampoo nor an occasional purchaser of Clearly Natural soap. Finally, every occasional purchaser of Kirk's soap is a frequent consumer of Bath & Body Works soap or a rare consumer of Nioxin shampoo. We may conclude: Being an occasional purchaser of Clearly Natural soap is necessary for being an occasional purchaser of Kirk's soap.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",invalid
126,"""It is not always easy to see who is related to whom -- and in which ways. The following argument pertains to this question: Every schoolmate of Jeffery is a grandson of Todd. Whoever is schoolmate of Jeffery is at least one of these: a grandson of Todd, a brother of Kenneth or an uncle of Lavern. Every schoolmate of Jeffery is an uncle of Lavern. We may conclude: Everyone who is a schoolmate of Jeffery is a brother of Kenneth, too.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",invalid
222,"""Is Fred a cousin of Robert? Is Joe related to Bob? In large families, it is sometimes difficult to keep track of all one's relatives. The following argument seeks to clarify some such relations: First premise: Nobody is neither a workmate of Calvin nor a schoolmate of Barton. We may conclude: Being a workmate of Calvin is necessary for not being a schoolmate of Barton.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",valid
72,"""Consumer research aims at understanding whether users of some products also tend to consume other ones, or not. The following argument seeks to clarify some such relations: First, Nick is a frequent consumer of Colgate-Palmolive soap. Second, being a frequent consumer of Burt's Bees soap or not being a frequent consumer of Colgate-Palmolive soap is sufficient for being an occasional purchaser of Redken shampoo. All this entails that it is not the case that Nick is an occasional purchaser of Redken shampoo.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",invalid
45,"""Here comes a perfectly valid argument: Not being an ingredient of Eye Shadow (Gold) is sufficient for not being an ingredient of real fit lipstick 9. Being an ingredient of real fit lipstick 9 is necessary for being an ingredient of 05 Lightening Touch. Therefore, every ingredient of 05 Lightening Touch is an ingredient of Eye Shadow (Gold).""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",valid
174,"""Here comes a perfectly valid argument: First, every ingredient of LIP SYNC is not an ingredient of UV SHIELD SPF40 and not an ingredient of 070 FRUITY LIPSTICK. Therefore, whatever is none of this: an ingredient of 070 FRUITY LIPSTICK or ingredient of UV SHIELD SPF40, is an ingredient of LIP SYNC.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",invalid
213,"""It is not always easy to see who is related to whom -- and in which ways. The following argument pertains to this question: First premise: Being a workmate of Monte is necessary for not being an ancestor of Patrick. Second premise: Not being an ancestor of Nathan is sufficient for not being a workmate of Monte. It follows that being an ancestor of Nathan is necessary for not being an ancestor of Patrick.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",valid
104,"""It is not always easy to see who is related to whom -- and in which ways. The following argument pertains to this question: First premise: Not being a close friend of Williams is sufficient for not being a nephew of Rolando. All this entails that every nephew of Rolando is a close friend of Williams.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",valid
95,"""It is not always easy to see who is related to whom -- and in which ways. The following argument pertains to this question: First of all, every close friend of Myra is neither a cousin of Sue nor a daughter of Tommy. We may conclude that no cousin of Sue and no daughter of Tommy is a close friend of Myra.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",valid
66,"""Consumer research aims at understanding whether users of some products also tend to consume other ones, or not. The following argument seeks to clarify some such relations: To start with, every rare consumer of Pre De Provence soap is a frequent consumer of Sexy Hair shampoo. Now, being a rare consumer of Camay soap is necessary for being a rare consumer of Pre De Provence soap. Moreover, not every infrequent user of Organix Hair shampoo is both a frequent consumer of Sexy Hair shampoo and a rare consumer of Camay soap. So, necessarily, somebody is an infrequent user of Organix Hair shampoo and not a rare consumer of Pre De Provence soap.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",valid
164,"""Is Fred a cousin of Robert? Is Joe related to Bob? In large families, it is sometimes difficult to keep track of all one's relatives. The following argument seeks to clarify some such relations: To begin with, being a cousin of Lawrence is sufficient for being a schoolmate of Kenneth. Moreover, somebody is a close friend of Philip and not a schoolmate of Kenneth. All this entails that not every close friend of Philip is a cousin of Lawrence.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",valid
248,"""It is not always easy to see who is related to whom -- and in which ways. The following argument pertains to this question: It is not the case that Manuel is a half-brother of Chester. Whoever is an ancestor of Jeremy is not a half-brother of Chester. Hence, it is false that Manuel is an ancestor of Jeremy.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",invalid
199,"""Here comes a perfectly valid argument: First, being an ingredient of Hope Moisture Mask is sufficient for being an ingredient of Miracle Concealer. Second, nothing is neither an ingredient of All Day Body Wash nor an ingredient of Hope Moisture Mask. We may conclude: Being an ingredient of All Day Body Wash is sufficient for not being an ingredient of Miracle Concealer.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",invalid
78,"""It is not always easy to see who is related to whom -- and in which ways. The following argument pertains to this question: Being a cousin of Jana is necessary for being a workmate of Leonor. Every cousin of Jana is a daughter of Tracy or a sister of Sara. So, necessarily, every workmate of Leonor is a sister of Sara or a daughter of Tracy.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",valid
79,"""Here comes a perfectly valid argument: To begin with, being an ingredient of Spoiled is necessary for being an ingredient of SILK EYE PENCIL 08. Moreover, everything that is an ingredient of Careless Whisper is an ingredient of Spoiled, too. Finally, whatever is ingredient of Just To Clarify is at least one of these: an ingredient of Careless Whisper, an ingredient of SILK EYE PENCIL 08 or an ingredient of Blush Rush (Bare). We may conclude: To be an ingredient of Spoiled or an ingredient of Blush Rush (Bare) is necessary for being an ingredient of Just To Clarify.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",valid
12,"""Here comes a perfectly valid argument: First premise: Whoever is an occasional purchaser of Suave shampoo is not a regular user of Ivory soap. We may conclude that being a regular user of Ivory soap is sufficient for not being an occasional purchaser of Suave shampoo.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",valid
196,"""Is Fred a cousin of Robert? Is Joe related to Bob? In large families, it is sometimes difficult to keep track of all one's relatives. The following argument seeks to clarify some such relations: Being a half-brother of Guadalupe is necessary for being a half-brother of Ronald. Being an uncle of Tom is sufficient for being a half-brother of Guadalupe. To be a half-brother of Ronald or an uncle of Tom is necessary for being an ancestor of Francesco. So, necessarily, every ancestor of Francesco is a half-brother of Guadalupe.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",valid
149,"""Here comes a perfectly valid argument: First premise: Nobody is neither an occasional purchaser of Yardley London soap nor an occasional purchaser of Paul Mitchell soap. Second premise: No owner of a Aveeno shampoo who is an infrequent user of Zest soap is an occasional purchaser of Paul Mitchell soap. So, necessarily, whoever is an owner of a Aveeno shampoo and an infrequent user of Zest soap is also an occasional purchaser of Yardley London soap.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",valid
27,"""Here comes a perfectly valid argument: To begin with, whatever is not an ingredient of MAVA-WHITE is an ingredient of PRO LONGLASH. Moreover, not being an ingredient of Brow Powder Duo is sufficient for not being an ingredient of PRO LONGLASH. We may conclude that being an ingredient of Brow Powder Duo is necessary for not being an ingredient of MAVA-WHITE.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",valid
81,"""It is not always easy to see who is related to whom -- and in which ways. The following argument pertains to this question: First premise: Everyone who is not a great-grandmother of Lily is not both a sister of Tamara and an ancestor of Beverly. Second premise: Nobody is neither a workmate of Nellie nor an ancestor of Beverly. Third premise: Nobody is neither a workmate of Nellie nor a sister of Tamara. From this follows: Nobody is neither a workmate of Nellie nor a great-grandmother of Lily.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",valid
99,"""Here comes a perfectly valid argument: First premise: Every ingredient of Moisturizing Bar is neither an ingredient of 31 EYE COLOUR nor an ingredient of VITAMIN E BB CREAM. So, necessarily, whatever is none of this: an ingredient of VITAMIN E BB CREAM or ingredient of 31 EYE COLOUR, is an ingredient of Moisturizing Bar.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",invalid
234,"""It is not always easy to see which chemicals are contained in our consumer products. The following argument pertains to this question: First, vitamin A is an ingredient of LIQUID EYELINER. Second, every ingredient of BC Eye Cream 15 ml is not an ingredient of Mango Lip Butter or not an ingredient of LIQUID EYELINER. Therefore, it is not the case that Vitamin A is an ingredient of BC Eye Cream 15 ml.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",invalid
10,"""It is not always easy to grasp who is consuming which products. The following argument pertains to this question: First of all, every regular consumer of Bumble and bumble shampoo is a rare consumer of Vaseline soap. Next, whoever is not an occasional purchaser of Organic Fiji soap is a regular consumer of Bumble and bumble shampoo. From this follows: Being a rare consumer of Vaseline soap is necessary for not being an occasional purchaser of Organic Fiji soap.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",valid
133,"""Here comes a perfectly valid argument: Whoever is not a cousin of Andres is a workmate of Isaac. Nobody is neither a grandson of Reyes nor a workmate of Isaac. No stepbrother of Phillip is both a grandson of Reyes and a cousin of Andres. Therefore, being a workmate of Isaac is necessary for being a stepbrother of Phillip.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",valid
124,"""Here comes a perfectly valid argument: To start with, whoever is not a rare consumer of Herbal Essences shampoo is an occasional purchaser of Organix Hair shampoo. Now, everyone who is not a regular user of Cetaphil soap is however a rare consumer of TIGI shampoo and an occasional purchaser of Organix Hair shampoo. Moreover, nobody is neither a rare consumer of Herbal Essences shampoo nor a rare consumer of TIGI shampoo. It follows that whoever is not a rare consumer of Herbal Essences shampoo is a regular user of Cetaphil soap.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",invalid
42,"""Here comes a perfectly valid argument: First, every close friend of Krista is not a niece of Gwendolyn or not an ancestor of Terrie. Second, everyone who is a cousin of Laurie is a close friend of Krista, too. We may conclude that no cousin of Laurie is both an ancestor of Terrie and a niece of Gwendolyn.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",valid
223,"""Is Siri a stepsister of Mary? Is Susan related to Kate? In large families, it is sometimes difficult to keep track of all one's relatives. The following argument seeks to clarify some such relations: Whoever is not a workmate of Hilda is a stepsister of Heather. Every workmate of Hilda is either a stepsister of Heather or an aunt of Clara, or both. We may conclude: Being an aunt of Clara is necessary for being a workmate of Hilda.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",invalid
111,"""It is not always easy to see who is related to whom -- and in which ways. The following argument pertains to this question: First, nobody is neither a workmate of Candida nor a classmate of Zenaida. So, necessarily, nobody is neither a classmate of Zenaida nor a workmate of Candida.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",valid
120,"""It is not always easy to see who is related to whom -- and in which ways. The following argument pertains to this question: First of all, it is not the case that Santo is a grandson of Lance. Next, being a nephew of Ned or a cousin of Tony is sufficient for being a grandson of Lance. Hence, it is not the case that Santo is a nephew of Ned or a cousin of Tony.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",valid
153,"""Here comes a perfectly valid argument: First of all, every loyal buyer of Tocca soap is an occasional purchaser of Bentley Organic soap. Next, being a loyal buyer of Tocca soap is sufficient for being a frequent consumer of L'Oreal shampoo. Plus,some regular user of Lever soap is not an occasional purchaser of Bentley Organic soap or not a frequent consumer of L'Oreal shampoo. We may conclude that not every regular user of Lever soap is a loyal buyer of Tocca soap.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",valid
130,"""It is not always easy to grasp who is consuming which products. The following argument pertains to this question: First of all, every rare consumer of KMS shampoo who is an owner of a Aveeno shampoo is a rare consumer of Colgate-Palmolive soap or a regular user of Sunsilk shampoo. Next, no rare consumer of Colgate-Palmolive soap is both a rare consumer of KMS shampoo and an owner of a Aveeno shampoo. Therefore, every rare consumer of KMS shampoo who is an owner of a Aveeno shampoo is also a regular user of Sunsilk shampoo.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",valid
4,"""Here comes a perfectly valid argument: First premise: No son of Alexander who is an ancestor of Ahmed is a great-grandfather of Ronny. It follows that no great-grandfather of Ronny is an ancestor of Ahmed or a son of Alexander.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",invalid
52,"""Here comes a perfectly valid argument: First, being an ancestor of Jonathan is sufficient for not being a grandson of Carmelo. Second, whoever is an ancestor of Jonathan is not a schoolmate of Reyes. Third, every grandson of Carmelo who is a schoolmate of Reyes is also a close friend of Clifford. We may conclude: Being an ancestor of Jonathan is sufficient for being a close friend of Clifford.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",invalid
241,"""Is Titanium oxide an ingredient of my washing power? Which chemicals does my perfume contain? It is really difficult to keep track of all chemicals one is regularly exposed to. The following argument seeks to clarify some such relations: First, every ingredient of Golden Slumbers is an ingredient of Cupid's Love Soap. Second, being an ingredient of Chachabalm is necessary for being an ingredient of Cupid's Love Soap. It follows that being an ingredient of Chachabalm is necessary for being an ingredient of Golden Slumbers.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",valid
73,"""Here comes a perfectly valid argument: To start with, Agnes is a close friend of Matilde or a granddaughter of Ida. Now, not being a close friend of Geraldine is sufficient for being a close friend of Matilde and a granddaughter of Ida. It follows that it is not the case that Agnes is a close friend of Geraldine.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",invalid
218,"""Some football fans admire various clubs, others love only a single team. But who is a fan of whom precisely? The following argument pertains to this question: William is a devotee of AC Milan. Every devotee of AC Milan and every expert of Yeni Malatyaspor is an ex-supporter of Fenerbahçe SK. In consequence, William is an ex-supporter of Fenerbahçe SK.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",valid
5,"""Here comes a perfectly valid argument: First premise: Being an ancestor of Ana is sufficient for being a sister of Margie. Second premise: Every schoolmate of Guadalupe is an ancestor of Ana or an aunt of Peggy or a cousin of Diane. Third premise: Everyone who is an aunt of Peggy is a sister of Margie, too. Hence, to be a sister of Margie or a cousin of Diane is necessary for being a schoolmate of Guadalupe.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",valid
60,"""It is not always easy to grasp who is consuming which products. The following argument pertains to this question: First premise: Every loyal buyer of Dawn soap is neither an infrequent user of Redken shampoo nor a regular consumer of Proactiv soap. Therefore, whoever is none of this: a regular consumer of Proactiv soap or infrequent user of Redken shampoo, is a loyal buyer of Dawn soap.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",invalid
135,"""Is Titanium oxide an ingredient of my washing power? Which chemicals does my perfume contain? It is really difficult to keep track of all chemicals one is regularly exposed to. The following argument seeks to clarify some such relations: First premise: There is something that is an ingredient of Tiki Tiki Langa and an ingredient of Liquid Lip Color. Second premise: Being an ingredient of Pale Almond Powder is necessary for not being an ingredient of Liquid Lip Color. Therefore, some ingredient of Pale Almond Powder is not an ingredient of Tiki Tiki Langa.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",invalid
138,"""Here comes a perfectly valid argument: To start with, no devotee of FC Pyunik is a critic of AZ Alkmaar or a devotee of Fehérvár FC. Now, whoever is a critic of AZ Alkmaar is not an admirer of FC Augsburg. Moreover, whoever is a devotee of Fehérvár FC is not an admirer of FC Augsburg. All this entails that no devotee of FC Pyunik is an admirer of FC Augsburg.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",invalid
125,"""Here comes a perfectly valid argument: To start with, whoever is a loyal buyer of Bentley Organic soap is not a regular user of Paul Mitchell soap. Now, whoever is an owner of a Lush soap and an infrequent user of Proactiv soap is not a loyal buyer of Bentley Organic soap. We may conclude: Every owner of a Lush soap who is an infrequent user of Proactiv soap is also a regular user of Paul Mitchell soap.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",invalid
231,"""Is Fred a fan of Liverpool? Are supporters of Real Madrid devotees of PSG? In European football, it is sometimes difficult to keep track of the mutual admiration and dislike. The following argument seeks to clarify some such relations: Every supporter of Tottenham Hotspur is not an expert of Trabzonspor AŞ and not a backer of US Sassuolo Calcio. Every backer of US Sassuolo Calcio who is an expert of Trabzonspor AŞ is a supporter of Tottenham Hotspur or a devotee of FC Zenit. In consequence, everyone who is not both an expert of Trabzonspor AŞ and a backer of US Sassuolo Calcio is a devotee of FC Zenit.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",invalid
30,"""Some football fans admire various clubs, others love only a single team. But who is a fan of whom precisely? The following argument pertains to this question: To begin with, nobody is neither an expert of FC Shakhtar Donetsk nor an opponent to PFC CSKA Moskva. Moreover, some opponent to PFC CSKA Moskva is not both a friend of Real Sociedad de Fútbol and an expert of FC Pyunik. Hence, there is somebody who is a friend of Real Sociedad de Fútbol, an expert of FC Pyunik, and an expert of FC Shakhtar Donetsk.""
Is the argument, given the explicitly stated premises, deductively valid or invalid?
Options:
- valid 
- invalid",invalid
